StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
73126P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73127P,673000,6,27270,0.04,0.05,0.04,0.05,-0.01,2023-12-01
73128P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73129P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73130P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73131P,221000,8,91850,0.4,0.43,0.39,0.43,0.06,2023-12-01
73132P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73133P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73134P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73135P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73136P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73137P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73138P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73139P,10000,1,3200,0.32,0.32,0.32,0.32,-0.03,2023-12-01
73140P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73141P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73142P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73143P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73144P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73145P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73146P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73147P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73148P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73149P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73150P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73151P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73152P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73153P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73154P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73155P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73156P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73157P,499000,2,60890,0.11,0.14,0.11,0.14,0.04,2023-12-01
73158P,30000,1,7200,0.24,0.24,0.24,0.24,-0.04,2023-12-01
73159P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73160P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73161P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73162P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73163P,797000,18,444870,0.5,0.58,0.5,0.57,0.09,2023-12-01
73164P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73165P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73166P,20000,1,5800,0.29,0.29,0.29,0.29,0.02,2023-12-01
73167P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73168P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73169P,1000,1,700,0.7,0.7,0.7,0.7,-0.02,2023-12-01
73170P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73171P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73172P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73173P,34000,1,14280,0.42,0.42,0.42,0.42,-0.07,2023-12-01
73174P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73175P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73176P,100000,10,5000,0.05,0.05,0.05,0.05,0.0,2023-12-01
73177P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73178P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73179P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73180P,20000,2,3400,0.17,0.17,0.17,0.17,-0.01,2023-12-01
73181P,290000,12,361200,1.26,1.26,1.2,1.22,-0.06,2023-12-01
73182P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73183P,43000,2,1390,0.04,0.04,0.03,0.03,-0.01,2023-12-01
73184P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73185P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73186P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73187P,51000,6,13690,0.29,0.29,0.26,0.29,0.01,2023-12-01
73188P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73189P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73190P,80000,3,22400,0.27,0.29,0.27,0.29,0.03,2023-12-01
73191P,300000,3,52000,0.18,0.18,0.16,0.16,0.05,2023-12-01
73192P,26000,6,1500,0.16,0.16,0.05,0.14,-0.01,2023-12-01
73193P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73194P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73195P,27000,1,11880,0.44,0.44,0.44,0.44,0.0,2023-12-01
73196P,104000,3,3160,0.03,0.07,0.03,0.07,0.0,2023-12-01
73197P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73198P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73199P,290000,1,11600,0.04,0.04,0.04,0.04,-0.05,2023-12-01
73200P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73201P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73202P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73203P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73204P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73205P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73206P,63000,7,23070,0.44,0.44,0.34,0.34,-0.22,2023-12-01
73207P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73208P,195000,8,173300,0.89,0.9,0.87,0.87,-0.08,2023-12-01
73209P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73210P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73211P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73212P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73213P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73214P,5000,1,1000,0.2,0.2,0.2,0.2,-0.04,2023-12-01
73215P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73216P,87000,4,30590,0.33,0.37,0.33,0.37,0.02,2023-12-01
73217P,10000,1,400,0.04,0.04,0.04,0.04,-0.02,2023-12-01
73218P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73219P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73220P,54000,1,7560,0.14,0.14,0.14,0.14,0.0,2023-12-01
73221P,16000,3,6720,0.42,0.42,0.42,0.42,0.04,2023-12-01
73222P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73223P,5000,1,150,0.03,0.03,0.03,0.03,-0.01,2023-12-01
73224P,100000,3,32500,0.28,0.33,0.28,0.33,-0.04,2023-12-01
73225P,600000,38,54220,0.1,0.1,0.08,0.1,0.0,2023-12-01
73226P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73227P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73228P,7000,1,630,0.09,0.09,0.09,0.09,-0.01,2023-12-01
73229P,401000,1,4010,0.01,0.01,0.01,0.01,-0.01,2023-12-01
73230P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73231P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73232P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73233P,20000,2,9800,0.51,0.51,0.47,0.47,-0.05,2023-12-01
73234P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73235P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73236P,66000,1,89760,1.36,1.36,1.36,1.36,-0.01,2023-12-01
73237P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73238P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73239P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73240P,15000,1,2700,0.18,0.18,0.18,0.18,-0.08,2023-12-01
73241P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73242P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73243P,59000,1,80830,1.37,1.37,1.37,1.37,-0.11,2023-12-01
73244P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73245P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73246P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73247P,60000,1,4800,0.08,0.08,0.08,0.08,-0.01,2023-12-01
73248P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73249P,60000,30,82200,1.37,1.37,1.37,1.37,-0.15,2023-12-01
73250P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73251P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73252P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73253P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73254P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-01
73255P,28000,1,26600,0.95,0.95,0.95,0.95,0.04,2023-12-01
