StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
03045T,74000,4,8580,0.12,0.12,0.11,0.11,-0.05,2023-12-15
03046Q,1000,1,100,0.1,0.1,0.1,0.1,-0.1,2023-12-15
03046T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03047Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03047T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03047X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03048Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03048T,32000,1,26240,0.82,0.82,0.82,0.82,0.0,2023-12-15
03049Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03049T,24000,6,12210,0.49,0.52,0.49,0.51,0.03,2023-12-15
03049X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03050Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03050T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03050X,1000,1,10200,10.2,10.2,10.2,10.2,0.1,2023-12-15
03051Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03051T,13000,5,14660,1.13,1.14,1.11,1.11,0.1,2023-12-15
03052Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03052T,2000,1,2040,1.02,1.02,1.02,1.02,0.08,2023-12-15
03052X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03053Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03053T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03054Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03054T,10000,1,1200,0.12,0.12,0.12,0.12,0.0,2023-12-15
03055Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03055T,202000,3,38400,0.2,0.2,0.19,0.19,0.0,2023-12-15
03056T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03057T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03058T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03059T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03060T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03060X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03061T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03062T,120000,2,115600,0.97,0.97,0.93,0.93,0.0,2023-12-15
03063T,71000,2,128420,1.82,1.82,1.78,1.78,-0.03,2023-12-15
03064T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
030651,121000,6,502030,4.15,4.15,4.05,4.05,0.02,2023-12-15
03065T,136000,2,103940,0.74,0.84,0.74,0.84,-0.03,2023-12-15
03066T,20000,1,4800,0.24,0.24,0.24,0.24,-0.02,2023-12-15
03067T,5000,1,2250,0.45,0.45,0.45,0.45,-0.09,2023-12-15
03068T,11000,2,12890,1.17,1.19,1.17,1.19,0.0,2023-12-15
03069T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03070T,100000,3,57100,0.55,0.58,0.55,0.58,-0.01,2023-12-15
03071T,1000,1,290,0.29,0.29,0.29,0.29,0.0,2023-12-15
03072T,115000,4,59000,0.51,0.54,0.51,0.53,-0.05,2023-12-15
03073T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03074T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03074X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03075T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03075X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03076T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03077T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03078T,501000,6,425850,0.85,0.86,0.84,0.86,-0.03,2023-12-15
03079T,227000,4,32030,0.14,0.15,0.14,0.15,0.0,2023-12-15
03080T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03081T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03081U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03082T,30000,1,84000,2.8,2.8,2.8,2.8,-0.14,2023-12-15
03082U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03083T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03083U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03084T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03084U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03085T,20000,2,37800,1.89,1.89,1.89,1.89,0.04,2023-12-15
03086F,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03086T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03087F,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03087T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03088T,320000,4,156600,0.47,0.53,0.47,0.53,0.11,2023-12-15
03089F,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03089T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03090F,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03090T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03091F,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03091T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03092F,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03092T,8000,1,4320,0.54,0.54,0.54,0.54,-0.04,2023-12-15
03093F,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03093T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03093X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03094F,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03094T,55000,3,24050,0.43,0.44,0.43,0.44,-0.02,2023-12-15
03095F,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03095T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
030961,183000,17,486800,2.7,2.7,2.59,2.59,-0.01,2023-12-15
03096F,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03096T,25000,9,24000,0.95,0.99,0.94,0.99,0.04,2023-12-15
030971,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03097F,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03097T,50000,1,46000,0.92,0.92,0.92,0.92,0.0,2023-12-15
03098F,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
