StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
705019,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705020,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705021,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705022,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705023,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705024,14000,1,5040,0.36,0.36,0.36,0.36,-0.03,2023-12-15
705025,1149000,83,817610,0.76,0.76,0.68,0.68,-0.07,2023-12-15
705026,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705027,24000,2,21800,0.92,0.92,0.85,0.85,-0.05,2023-12-15
705028,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705029,90000,23,173830,2.1,2.1,1.72,1.76,-0.39,2023-12-15
705030,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705031,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705032,174000,8,224300,1.36,1.36,1.25,1.26,-0.13,2023-12-15
705033,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705034,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705035,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705036,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705037,21000,4,20880,1.06,1.06,0.9,0.93,-0.05,2023-12-15
705038,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705039,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705040,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705041,1000,1,690,0.69,0.69,0.69,0.69,0.01,2023-12-15
705042,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705043,160000,10,146760,0.89,0.95,0.82,0.82,0.0,2023-12-15
705044,40000,1,34800,0.87,0.87,0.87,0.87,-0.1,2023-12-15
705045,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705046,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705047,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705048,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705049,46000,6,36740,0.85,0.85,0.75,0.75,0.11,2023-12-15
705050,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705051,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705052,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705053,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705054,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705055,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
705056,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
