股票代號,股票名稱,買進,賣出,現金償還,前日餘額,今日餘額,限額,買進,賣出,現券償還,前日餘額,今日餘額,限額,資券互抵,註記,日期
3661,世芯-KY,385,284,0,"3,211","3,312","18,218",57,3,0,494,440,"18,218",1, ,20231214
3665,貿聯-KY,31,24,0,"4,234","4,241","40,827",6,6,0,108,108,"40,827",0, ,20231214
3669,圓展,48,44,0,"1,417","1,421","23,229",0,0,0,104,104,"23,229",0, ,20231214
3673,TPK-KY,47,24,0,"9,174","9,197","101,665",0,0,0,350,350,"101,665",1, ,20231214
3679,新至陞,3,3,0,58,58,"15,762",0,0,0,0,0,"15,762",0, ,20231214
3682,亞太電,0,0,0,0,0,0,0,0,0,0,0,0,0,OX!,20231214
3686,達能,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
3694,海華,"1,213","1,686",0,"7,740","7,267","33,782",131,48,0,485,402,"33,782",7, ,20231214
3701,大眾控,116,105,1,"11,230","11,240","53,384",1,0,0,112,111,"53,384",0, ,20231214
3702,大聯大,"1,344","1,111",0,"6,401","6,634","419,764",38,3,0,296,261,"419,764",9, ,20231214
3703,欣陸,35,117,0,"1,628","1,546","205,803",0,0,0,0,0,"205,803",0, ,20231214
3704,合勤控,927,922,0,"16,462","16,467","102,289",46,4,0,190,148,"102,289",6, ,20231214
3705,永信,4,17,0,"1,493","1,480","66,605",0,0,0,0,0,"66,605",0, ,20231214
3706,神達,"2,029","1,751",2,"37,824","38,100","301,639",17,11,0,349,343,"301,639",15, ,20231214
3708,上緯投控,30,79,56,"3,923","3,818","24,640",43,0,0,138,95,"24,640",0, ,20231214
3711,日月光投控,233,289,0,"2,577","2,521","1,095,634",11,22,0,499,510,"1,095,634",0, ,20231214
3712,永崴投控,"1,340",851,0,"9,886","10,375","61,560",58,12,0,464,418,"61,560",18, ,20231214
3714,富采,89,134,3,"14,218","14,170","170,735",3,12,0,101,110,"170,735",0, ,20231214
3715,定穎投控,"2,299","1,726",1,"26,859","27,431","69,418",145,170,0,"5,256","5,281","69,418",30, ,20231214
4104,佳醫,1,1,0,285,285,"38,904",0,0,0,0,0,"38,904",0, ,20231214
4106,雃博,3,12,0,"1,341","1,332","25,227",0,0,0,4,4,"25,227",0, ,20231214
4108,懷特,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
4119,旭富,9,18,0,"1,097","1,088","29,877",0,0,0,10,10,"29,877",0, ,20231214
4133,亞諾法,40,74,12,"1,745","1,699","15,138",7,0,0,297,290,"15,138",0, ,20231214
4137,麗豐-KY,2,0,3,550,549,"19,873",0,0,0,0,0,"19,873",0, ,20231214
4142,國光生,94,19,22,"7,950","8,003","107,376",0,0,0,7,7,"107,376",1, ,20231214
4148,全宇生技-KY,4,3,2,761,760,"16,008",0,0,0,5,5,"16,008",0, ,20231214
4155,訊映,11,43,1,"5,442","5,409","35,442",0,120,0,43,163,"35,442",0, ,20231214
4164,承業醫,259,256,0,"8,599","8,602","40,408",0,0,0,39,39,"40,408",0, ,20231214
4190,佐登-KY,8,0,0,825,833,"15,272",0,0,0,1,1,"15,272",0, ,20231214
4306,炎洲,368,498,0,"14,210","14,080","164,725",0,0,199,356,157,"164,725",0, ,20231214
4414,如興,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
4426,利勤,74,50,0,"2,850","2,874","43,169",0,0,0,10,10,"43,169",0, ,20231214
4438,廣越,1,2,0,523,522,"25,856",3,0,0,10,7,"25,856",0, ,20231214
4439,冠星-KY,12,7,0,812,817,"9,573",0,0,0,0,0,"9,573",0, ,20231214
4440,宜新實業,0,3,1,179,175,"16,899",0,0,0,0,0,"16,899",0, ,20231214
4526,東台,7,97,0,"4,286","4,196","63,706",0,0,0,2,2,"63,706",0, ,20231214
4532,瑞智,73,99,0,"7,183","7,157","126,228",0,12,0,41,53,"126,228",0, ,20231214
4536,拓凱,64,22,2,"1,215","1,255","22,705",0,0,0,14,14,"22,705",0, ,20231214
4540,全球傳動,5,7,0,676,674,"23,789",2,0,0,12,10,"23,789",0, ,20231214
4545,銘鈺,3,4,0,549,548,"19,250",0,0,0,0,0,"19,250",0, ,20231214
4551,智伸科,2,1,0,"2,328","2,329","28,805",0,0,0,2,2,"28,805",0, ,20231214
4552,力達-KY,64,34,0,"2,245","2,275","29,000",0,0,0,107,107,"29,000",0, ,20231214
4555,氣立,11,1,19,"1,034","1,025","17,328",0,0,0,12,12,"17,328",0, ,20231214
4557,永新-KY,3,0,0,303,306,"10,492",0,0,0,0,0,"10,492",0, ,20231214
4560,強信-KY,0,0,0,159,159,"17,024",0,0,0,0,0,"17,024",0, ,20231214
4562,穎漢,3,6,0,787,784,"21,886",0,0,0,0,0,"21,886",0, ,20231214
4564,元翎,60,232,0,"6,734","6,562","50,697",0,1,0,299,300,"50,697",0, ,20231214
4566,時碩工業,34,20,0,"3,754","3,768","22,706",3,0,4,155,148,"22,706",0, ,20231214
4571,鈞興-KY,1,0,0,66,67,"13,333",0,0,0,0,0,"13,333",0, ,20231214
4572,駐龍,7,21,0,"1,073","1,059","9,750",1,0,0,5,4,"9,750",0, ,20231214
4576,大銀微系統,2,5,0,661,658,"29,950",0,0,0,0,0,"29,950",0, ,20231214
4581,光隆精密-KY,0,7,0,827,820,"8,474",0,0,0,9,9,"8,474",0, ,20231214
4583,台灣精銳,1,0,0,366,367,"20,042",0,0,0,0,0,"20,042",0, ,20231214
4720,德淵,146,35,0,"2,330","2,441","25,939",1,0,0,7,6,"25,939",0, ,20231214
4722,國精化,0,0,0,180,180,"25,002",0,0,0,0,0,"25,002",0, ,20231214
4737,華廣,17,5,0,"1,578","1,590","15,216",0,0,0,0,0,"15,216",0, ,20231214
4739,康普,25,80,1,"3,797","3,741","28,969",1,6,0,224,229,"28,969",0, ,20231214
4746,台耀,210,281,0,"9,975","9,904","30,063",16,4,0,329,317,"30,063",0, ,20231214
4755,三福化,3,9,2,904,896,"25,176",0,0,0,2,2,"25,176",1, ,20231214
4763,材料-KY,296,255,11,"9,175","9,205","21,571",61,5,24,359,279,"21,571",0, ,20231214
4764,雙鍵,0,1,0,201,200,"21,385",0,0,0,0,0,"21,385",0, ,20231214
4766,南寶,22,111,5,483,389,"30,142",0,2,0,15,17,"30,142",0, ,20231214
4770,上品,20,84,0,"2,133","2,069","19,929",0,0,0,26,26,"19,929",0, ,20231214
4807,日成-KY,0,0,0,275,275,"9,599",0,0,0,0,0,"9,599",0, ,20231214
4904,遠傳,10,2,1,147,154,"878,066",0,0,0,205,205,"878,066",0, ,20231214
4906,正文,"1,345","2,623",21,"16,459","15,160","100,208",42,460,0,"3,048","3,466","100,208",3, ,20231214
4912,聯德控股-KY,5,10,0,"2,231","2,226","15,548",0,0,0,0,0,"15,548",0, ,20231214
4915,致伸,618,303,1,"5,112","5,426","115,768",0,50,0,74,124,"115,768",5, ,20231214
4916,事欣科,42,80,2,"6,689","6,649","24,831",12,0,0,617,605,"24,831",0, ,20231214
4919,新唐,"1,262",485,11,"8,431","9,197","104,941",11,16,0,319,324,"104,941",0, ,20231214
4927,泰鼎-KY,4,38,6,"4,680","4,640","47,484",0,0,0,170,170,"47,484",0, ,20231214
4930,燦星網,14,11,0,"1,974","1,977","20,000",0,0,0,1,1,"20,000",0, ,20231214
4934,太極,65,30,37,"2,858","2,856","52,744",2,1,0,33,32,"52,744",0, ,20231214
4935,茂林-KY,21,27,0,"1,650","1,644","32,216",0,0,0,6,6,"32,216",0, ,20231214
4938,和碩,219,583,0,"3,939","3,575","666,145",1,16,0,138,153,"666,145",2, ,20231214
4942,嘉彰,89,50,0,492,531,"35,591",0,0,0,3,3,"35,591",0, ,20231214
4943,康控-KY,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
4952,凌通,49,79,0,"1,462","1,432","27,203",0,0,0,15,15,"27,203",0, ,20231214
4956,光鋐,48,71,0,"3,018","2,995","25,102",0,0,0,1,1,"25,102",1, ,20231214
4958,臻鼎-KY,12,85,0,"4,650","4,577","236,762",0,8,1,45,52,"236,762",0, ,20231214
4960,誠美材,188,151,0,"30,339","30,376","143,093",1,0,0,56,55,"143,093",1, ,20231214
4961,天鈺,351,179,1,"3,230","3,401","30,313",13,9,0,127,123,"30,313",0, ,20231214
4967,十銓,781,"1,315",0,"12,813","12,279","17,887",62,6,0,"1,331","1,275","17,887",6, ,20231214
4968,立積,306,400,0,"7,356","7,262","22,613",43,34,0,"1,147","1,138","22,613",3, ,20231214
4976,佳凌,284,453,5,"4,417","4,243","35,172",62,18,0,262,218,"35,172",7, ,20231214
4977,眾達-KY,100,68,0,"9,120","9,152","20,047",4,4,0,379,379,"20,047",0, ,20231214
4989,榮科,15,4,0,"1,499","1,510","34,444",0,0,0,86,86,"34,444",0, ,20231214
4994,傳奇,7,19,0,748,736,"16,595",0,0,0,0,0,"16,595",0, ,20231214
4999,鑫禾,0,1,0,445,444,"18,604",0,0,0,0,0,"18,604",0, ,20231214
5007,三星,0,3,0,150,147,"73,735",0,0,0,0,0,"73,735",0, ,20231214
5203,訊連,43,14,0,"3,755","3,784","19,735",0,5,0,0,5,"19,735",2, ,20231214
5215,科嘉-KY,14,45,0,"1,938","1,907","16,084",5,0,0,21,16,"16,084",0, ,20231214
5222,全訊,32,101,0,"3,453","3,384","18,640",4,0,0,13,9,"18,640",1, ,20231214
5225,東科-KY,125,161,0,"4,812","4,776","17,887",1,17,0,150,166,"17,887",5, ,20231214
5234,達興材料,248,82,0,"2,592","2,758","25,678",0,3,0,4,7,"25,678",0, ,20231214
5243,乙盛-KY,6,81,0,"7,012","6,937","42,132",0,3,0,3,6,"42,132",1, ,20231214
5244,弘凱,4,17,0,628,615,"16,986",0,0,0,0,0,"16,986",0, ,20231214
5258,虹堡,736,532,4,"13,755","13,955","26,210",27,44,2,205,220,"26,210",14, ,20231214
5269,祥碩,183,141,0,740,782,"17,340",10,0,0,57,47,"17,340",1, ,20231214
5283,禾聯碩,0,1,0,43,42,"18,250",0,0,0,1,1,"18,250",0, ,20231214
5284,jpp-KY,30,78,0,"3,471","3,423","11,982",3,1,0,35,33,"11,982",1, ,20231214
5285,界霖,6,3,0,"2,383","2,386","25,510",0,0,0,1,1,"25,510",0, ,20231214
5288,豐祥-KY,0,0,0,"1,287","1,287","16,616",0,0,0,12,12,"16,616",0, ,20231214
5306,桂盟,1,14,0,483,470,"31,500",0,0,0,0,0,"31,500",0,X ,20231214
5388,中磊,"1,587","1,588",0,"5,891","5,890","67,913",35,217,11,"1,296","1,467","67,913",45, ,20231214
5434,崇越,12,8,0,651,655,"47,174",0,0,0,1,1,"47,174",0, ,20231214
5469,瀚宇博,262,343,0,"9,104","9,023","132,110",4,2,0,139,137,"132,110",2, ,20231214
5471,松翰,74,71,0,"1,806","1,809","41,969",2,0,0,20,18,"41,969",0, ,20231214
5484,慧友,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
5515,建國,"2,125","1,546",0,"3,505","4,084","63,000",9,96,0,135,222,"63,000",45, ,20231214
5519,隆大,103,137,0,"2,515","2,481","54,799",1,0,0,4,3,"54,799",0, ,20231214
5521,工信,"7,321","10,759",0,"25,130","21,692","123,070",551,755,0,"1,771","1,975","123,070",402, ,20231214
5522,遠雄,2,3,0,396,395,"195,399",0,0,0,0,0,"195,399",0, ,20231214
5525,順天,0,60,0,909,849,"70,116",0,0,0,0,0,"70,116",0, ,20231214
5531,鄉林,117,100,0,"8,848","8,865","244,397",6,0,0,86,80,"244,397",1, ,20231214
5533,皇鼎,138,123,0,"1,730","1,745","71,311",0,0,0,2,2,"71,311",0, ,20231214
5534,長虹,15,10,0,"1,382","1,387","72,581",0,0,0,0,0,"72,581",0, ,20231214
5538,東明-KY,2,0,0,107,109,"50,300",0,0,0,0,0,"50,300",0, ,20231214
5546,永固-KY,0,0,0,"1,398","1,398","20,588",0,0,0,0,0,"20,588",0, ,20231214
5607,遠雄港,81,255,0,"5,891","5,717","84,094",0,2,0,"1,560","1,562","84,094",0, ,20231214
5608,四維航,451,823,145,"15,424","14,907","97,316",64,6,0,849,791,"97,316",0, ,20231214
5706,鳳凰,30,51,0,"4,782","4,761","18,441",57,1,0,582,526,"18,441",0, ,20231214
5871,中租-KY,116,129,0,"3,452","3,439","403,643",2,4,0,341,343,"403,643",1, ,20231214
5876,上海商銀,22,42,0,907,887,"1,215,400",1,6,0,86,91,"1,215,400",0, ,20231214
5880,合庫金,6,18,11,"1,253","1,230","3,677,345",0,0,0,14,14,"3,677,345",0, ,20231214
5906,台南-KY,0,0,0,847,847,"8,343",0,0,0,2,2,"8,343",0, ,20231214
5907,大洋-KY,0,9,0,"1,982","1,973","48,882",0,0,0,0,0,"48,882",0, ,20231214
6005,群益證,68,139,0,"1,992","1,921","542,727",0,0,0,16,16,"542,727",1, ,20231214
6024,群益期,3,3,0,335,335,"52,609",0,0,0,0,0,"52,609",0, ,20231214
6108,競國,78,103,0,"2,720","2,695","39,974",0,0,0,106,106,"39,974",6, ,20231214
6112,邁達特,262,466,0,"6,021","5,817","30,589",22,1,0,240,219,"30,589",2, ,20231214
6115,鎰勝,0,0,0,36,36,"46,915",0,0,0,0,0,"46,915",0, ,20231214
6116,彩晶,297,396,16,"35,334","35,219","735,082",20,6,0,176,162,"735,082",0, ,20231214
6117,迎廣,414,310,0,"3,340","3,444","22,162",19,13,0,"1,850","1,844","22,162",339, ,20231214
6120,達運,24,128,0,"11,495","11,391","166,388",7,0,0,49,42,"166,388",0, ,20231214
6128,上福,11,5,0,789,795,"31,897",0,0,0,0,0,"31,897",0, ,20231214
6133,金橋,0,11,0,"3,067","3,056",0,0,0,0,0,0,0,0,OX ,20231214
6136,富爾特,47,94,0,"3,271","3,224","28,884",0,0,0,10,10,"28,884",0, ,20231214
6139,亞翔,814,445,0,"7,667","8,036","56,385",37,33,2,"1,238","1,232","56,385",10, ,20231214
6141,柏承,8,10,33,680,645,"28,338",0,0,0,0,0,"28,338",0, ,20231214
6142,友勁,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
6152,百一,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
6153,嘉聯益,312,"1,059",2,"13,817","13,068","116,837",99,0,2,101,0,"116,837",0,X ,20231214
6155,鈞寶,6,0,5,"1,854","1,855","21,909",0,0,0,0,0,"21,909",0, ,20231214
6164,華興,131,218,0,"2,918","2,831","25,000",0,0,0,4,4,"25,000",12, ,20231214
6165,浪凡,49,1,0,"7,971","8,019","12,420",5,0,0,5,0,"12,420",0, ,20231214
6166,凌華,10,14,1,"2,862","2,857","50,697",0,0,0,2,2,"50,697",0, ,20231214
6168,宏齊,"1,337","1,006",0,"4,824","5,155","51,517",5,22,0,188,205,"51,517",24, ,20231214
6176,瑞儀,34,44,0,"2,424","2,414","116,256",0,0,0,60,60,"116,256",0, ,20231214
6177,達麗,110,10,10,"3,277","3,367","101,935",0,0,0,1,1,"101,935",0, ,20231214
6183,關貿,1,0,0,55,56,"37,500",0,0,0,0,0,"37,500",0, ,20231214
6184,大豐電,5,1,0,14,18,"39,557",0,0,0,0,0,"39,557",0, ,20231214
6189,豐藝,94,160,0,"1,046",980,"53,107",5,0,0,27,22,"53,107",0, ,20231214
6191,精成科,"1,117",769,0,"7,605","7,953","118,575",6,59,0,426,479,"118,575",2, ,20231214
6192,巨路,28,6,0,214,236,"24,038",0,0,0,0,0,"24,038",0, ,20231214
6196,帆宣,28,36,0,"2,031","2,023","50,076",0,0,37,99,62,"50,076",0, ,20231214
6197,佳必琪,122,297,1,"4,235","4,059","30,521",11,5,0,258,252,"30,521",0, ,20231214
6201,亞弘電,7,8,0,95,94,"22,300",0,0,0,0,0,"22,300",0, ,20231214
6202,盛群,40,22,22,"5,566","5,562","56,542",1,0,1,151,149,"56,542",1, ,20231214
6205,詮欣,351,521,0,"11,345","11,175","20,558",14,12,0,322,320,"20,558",0, ,20231214
6206,飛捷,20,9,0,898,909,"35,765",0,0,0,3,3,"35,765",0, ,20231214
6209,今國光,"1,078",642,0,"4,261","4,697","43,582",4,11,0,48,55,"43,582",11, ,20231214
6213,聯茂,71,212,19,"5,343","5,183","90,739",10,21,0,341,352,"90,739",1, ,20231214
6214,精誠,148,206,0,"1,356","1,298","68,075",0,2,0,51,53,"68,075",0, ,20231214
6215,和椿,9,4,0,962,967,"20,697",0,0,0,0,0,"20,697",1, ,20231214
6216,居易,84,63,0,"1,658","1,679","23,212",3,0,0,28,25,"23,212",0, ,20231214
6224,聚鼎,7,20,0,"1,062","1,049","21,411",0,0,0,1,1,"21,411",0, ,20231214
6225,天瀚,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
6226,光鼎,0,32,0,"4,100","4,068",0,0,0,0,0,0,0,0,OX ,20231214
6230,尼得科超眾,1,20,0,373,354,"21,585",0,0,0,0,0,"21,585",0, ,20231214
6235,華孚,848,"1,184",0,"19,614","19,278","48,289",43,147,0,"1,378","1,482","48,289",6, ,20231214
6239,力成,764,830,0,"2,582","2,516","189,786",3,165,0,121,283,"189,786",14, ,20231214
6243,迅杰,405,690,0,"4,107","3,822","9,317",52,8,0,378,334,"9,317",0, ,20231214
6257,矽格,"3,786",470,2,"4,742","8,056","114,185",1,78,0,83,160,"114,185",14, ,20231214
6269,台郡,32,90,1,"4,274","4,215","80,625",3,1,0,82,80,"80,625",0, ,20231214
6271,同欣電,286,268,0,"8,500","8,518","52,264",12,0,0,127,115,"52,264",1, ,20231214
6277,宏正,0,0,0,124,124,"29,867",0,0,0,0,0,"29,867",0, ,20231214
6278,台表科,46,101,11,"3,155","3,089","73,099",20,10,0,119,109,"73,099",0, ,20231214
6281,全國電,0,0,0,0,0,"24,793",0,0,0,0,0,"24,793",0, ,20231214
6282,康舒,259,989,30,"54,603","53,843","215,538",49,38,0,"1,094","1,083","215,538",3, ,20231214
6283,淳安,17,13,0,"2,190","2,194","20,363",0,0,0,12,12,"20,363",0, ,20231214
6285,啟碁,"1,607","2,123",1,"10,203","9,686","118,405",133,76,1,"1,142","1,084","118,405",26, ,20231214
6288,聯嘉,440,365,5,"16,640","16,710","51,401",4,0,0,385,381,"51,401",0, ,20231214
6405,悅城,9,5,0,"2,568","2,572","16,450",0,0,0,1,1,"16,450",0, ,20231214
6409,旭隼,4,5,0,60,59,"21,933",0,0,0,2,2,"21,933",0, ,20231214
6412,群電,25,53,2,429,399,"99,760",0,0,2,18,16,"99,760",0, ,20231214
6414,樺漢,314,170,0,"2,889","3,033","31,470",1,101,0,148,248,"31,470",1, ,20231214
6415,矽力*-KY,66,170,27,"2,480","2,349","95,947",11,41,0,894,924,"95,947",5, ,20231214
6416,瑞祺電通,34,72,0,"2,789","2,751","18,337",0,0,0,10,10,"18,337",0, ,20231214
6426,統新,72,82,0,"2,055","2,045","9,627",2,0,0,78,76,"9,627",0, ,20231214
6431,光麗-KY,0,0,0,"1,967","1,967",0,0,0,0,0,0,0,0,OX ,20231214
6438,迅得,47,41,0,"2,843","2,849","17,820",0,0,0,0,0,"17,820",0, ,20231214
6442,光聖,77,39,20,"9,918","9,936","16,575",1,1,0,35,35,"16,575",0, ,20231214
6443,元晶,598,542,0,"23,697","23,753","128,199",0,2,0,154,156,"128,199",0, ,20231214
6449,鈺邦,109,219,0,864,754,"22,238",0,0,0,1,1,"22,238",0, ,20231214
6451,訊芯-KY,266,208,2,"4,733","4,789","26,813",17,9,0,351,343,"26,813",0, ,20231214
6456,GIS-KY,25,87,2,"7,536","7,472","84,484",0,0,0,60,60,"84,484",0, ,20231214
6464,台數科,0,0,0,5,5,"31,903",0,0,0,0,0,"31,903",0, ,20231214
6477,安集,67,50,0,"4,550","4,567","30,945",2,0,0,70,68,"30,945",2, ,20231214
6491,晶碩,145,209,0,"2,034","1,970","19,500",0,3,0,14,17,"19,500",0, ,20231214
6504,南六,4,6,0,149,147,"18,150",0,0,0,7,7,"18,150",0, ,20231214
6505,台塑化,5,45,0,597,557,"2,381,489",0,3,0,5,8,"2,381,489",0, ,20231214
6515,穎崴,179,117,0,"1,346","1,408","8,694",6,7,0,121,122,"8,694",1, ,20231214
6525,捷敏-KY,1,6,0,542,537,"32,261",0,0,0,0,0,"32,261",0, ,20231214
6531,愛普*,725,"1,165",0,"12,994","12,554","40,489",26,437,0,"1,280","1,691","40,489",6, ,20231214
6533,晶心科,210,285,0,"4,362","4,287","12,662",27,3,0,199,175,"12,662",0, ,20231214
6541,泰福-KY,4,10,0,895,889,"33,466",0,0,0,7,7,"33,466",0, ,20231214
6550,北極星藥業-KY,44,22,5,"6,466","6,483","109,173",0,0,0,20,20,"109,173",0, ,20231214
6552,易華電,2,0,0,"1,919","1,921","20,750",0,0,0,0,0,"20,750",0, ,20231214
6558,興能高,14,9,0,"1,826","1,831","21,612",11,4,0,46,39,"21,612",0, ,20231214
6573,虹揚-KY,0,3,0,648,645,0,0,0,0,0,0,0,0,OX ,20231214
6579,研揚,25,10,1,"2,262","2,276","40,086",0,0,0,31,31,"40,086",0, ,20231214
6581,鋼聯,0,0,0,38,38,"27,817",0,0,0,0,0,"27,817",0, ,20231214
6582,申豐,1,1,0,505,505,"26,543",0,0,0,1,1,"26,543",0, ,20231214
6585,鼎基,98,121,0,"2,999","2,976","17,310",20,3,0,175,158,"17,310",0, ,20231214
6591,動力-KY,4,5,0,"1,298","1,297","8,907",0,0,0,39,39,"8,907",0, ,20231214
6592,和潤企業,7,4,0,634,637,"141,625",0,0,0,0,0,"141,625",0, ,20231214
6598,ABC-KY,0,3,0,340,337,0,0,0,0,0,0,0,0,OX ,20231214
6605,帝寶,108,104,0,"1,820","1,824","41,454",1,11,0,65,75,"41,454",0, ,20231214
6606,建德工業,0,13,0,22,9,"27,575",0,0,0,0,0,"27,575",0, ,20231214
6625,必應,42,53,5,"3,079","3,063","11,085",7,4,0,145,142,"11,085",0, ,20231214
6641,基士德-KY,0,0,0,27,27,"9,250",0,0,0,0,0,"9,250",0, ,20231214
6655,科定,1,3,0,6,4,"18,508",0,0,0,0,0,"18,508",0, ,20231214
6666,羅麗芬-KY,0,8,0,563,555,"11,847",0,0,0,0,0,"11,847",0, ,20231214
6668,中揚光,649,581,0,"3,606","3,674","19,553",113,128,0,379,394,"19,553",3, ,20231214
6669,緯穎,144,56,1,"2,193","2,280","43,710",5,20,0,92,107,"43,710",0, ,20231214
6670,復盛應用,8,9,0,263,262,"33,143",0,0,0,3,3,"33,143",0, ,20231214
6671,三能-KY,1,0,0,56,57,"15,187",0,0,0,0,0,"15,187",0, ,20231214
6672,騰輝電子-KY,293,272,0,"3,491","3,512","17,858",0,3,0,408,411,"17,858",0, ,20231214
6674,鋐寶科技,2,0,0,25,27,"16,909",0,0,0,0,0,"16,909",0, ,20231214
6689,伊雲谷,21,32,0,825,814,"17,000",0,0,0,0,0,"17,000",0, ,20231214
6691,洋基工程,100,98,0,907,909,"22,069",3,5,0,38,40,"22,069",4, ,20231214
6695,芯鼎,205,170,3,"4,134","4,166","21,302",26,5,0,192,171,"21,302",1, ,20231214
6698,旭暉應材,36,8,0,928,956,"16,597",1,0,0,3,2,"16,597",0, ,20231214
6706,惠特,8,8,2,"2,122","2,120","18,384",0,0,0,130,130,"18,384",0, ,20231214
6715,嘉基,14,25,0,"4,797","4,786","15,660",0,2,0,74,76,"15,660",0, ,20231214
6719,力智,99,118,3,"3,494","3,472","20,302",1,14,0,213,226,"20,302",3, ,20231214
6743,安普新,60,81,0,"2,085","2,064","37,500",1,0,0,10,9,"37,500",0, ,20231214
6753,龍德造船,25,34,0,744,735,"26,937",0,0,0,11,11,"26,937",0, ,20231214
6754,匯僑設計,169,75,2,411,503,"16,500",0,0,0,0,0,"16,500",0, ,20231214
6756,威鋒電子,74,79,1,"1,626","1,620","17,283",0,1,0,48,49,"17,283",0, ,20231214
6768,志強-KY,0,2,0,931,929,"49,011",0,0,0,6,6,"49,011",0, ,20231214
6770,力積電,878,830,2,"36,083","36,129","1,020,972",16,9,0,"1,219","1,212","1,020,972",1, ,20231214
6776,展碁國際,1,5,0,808,804,"20,395",0,0,0,0,0,"20,395",0, ,20231214
6781,AES-KY,14,45,0,"1,578","1,547","21,354",0,0,0,15,15,"21,354",1, ,20231214
6782,視陽,17,5,0,424,436,"15,750",0,0,0,29,29,"15,750",0, ,20231214
6789,采鈺,480,284,3,"5,206","5,399","79,130",9,9,0,176,176,"79,130",5, ,20231214
6790,永豐實,0,2,0,297,295,"66,782",0,0,0,0,0,"66,782",0, ,20231214
6792,詠業,4,1,0,681,684,"11,968",0,0,0,0,0,"11,968",0, ,20231214
6796,晉弘,66,38,0,692,720,"8,646",0,0,0,0,0,"8,646",0, ,20231214
6799,來頡,235,361,0,"3,627","3,501","10,635",10,2,0,79,71,"10,635",9, ,20231214
6806,森崴能源,210,594,0,"9,475","9,091","54,037",11,1,0,126,116,"54,037",2, ,20231214
6807,峰源-KY,11,38,0,283,256,"13,500",1,0,0,3,2,"13,500",0, ,20231214
6830,汎銓,28,31,0,806,803,"11,695",0,0,0,2,2,"11,695",0, ,20231214
6834,天二科技,10,0,0,280,290,"22,117",0,0,0,0,0,"22,117",0, ,20231214
6835,圓裕,24,10,3,685,696,"16,543",0,0,0,0,0,"16,543",4, ,20231214
6861,睿生光電,3,4,0,243,242,"10,058",0,0,0,0,0,"10,058",0, ,20231214
6863,永道-KY,34,7,0,585,612,"18,579",0,0,0,0,0,"18,579",0, ,20231214
8011,台通,"2,009","2,625",0,"10,371","9,755","42,730",85,31,8,242,180,"42,730",51, ,20231214
8016,矽創,22,57,1,"2,225","2,189","30,034",4,28,0,114,138,"30,034",0, ,20231214
8021,尖點,21,24,0,"1,112","1,109","35,545",0,0,0,1,1,"35,545",0, ,20231214
8028,昇陽半導體,133,101,13,"8,041","8,060","43,157",2,0,0,62,60,"43,157",0, ,20231214
8033,雷虎,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
8039,台虹,50,22,0,"1,007","1,035","52,279",0,2,0,6,8,"52,279",0, ,20231214
8046,南電,410,120,1,"9,751","10,040","161,541",8,14,0,313,319,"161,541",0, ,20231214
8070,長華*,28,15,1,"1,233","1,245","172,355",20,0,0,21,1,"172,355",0,X ,20231214
8072,陞泰,4,15,0,"1,008",997,"20,000",0,0,0,0,0,"20,000",0, ,20231214
8081,致新,39,13,1,947,972,"21,543",0,53,0,82,135,"21,543",0, ,20231214
8101,華冠,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
8103,瀚荃,43,72,0,"1,419","1,390","19,738",0,0,0,44,44,"19,738",1, ,20231214
8104,錸寶,27,20,1,"1,887","1,893","18,662",0,0,0,0,0,"18,662",0, ,20231214
8105,凌巨,69,32,0,"10,760","10,797","72,140",0,0,0,4,4,"72,140",0, ,20231214
8110,華東,"1,700",546,0,"6,899","8,053","129,434",1,18,0,48,65,"129,434",15, ,20231214
8112,至上,"3,243","3,461",0,"12,935","12,717","124,788",79,88,"1,237","7,345","6,117","124,788",74, ,20231214
8114,振樺電,60,108,0,"1,028",980,"18,898",0,0,0,5,5,"18,898",0, ,20231214
8131,福懋科,0,1,0,478,477,"110,555",0,0,0,0,0,"110,555",0, ,20231214
8150,南茂,374,204,0,"3,760","3,930","181,810",2,9,0,195,202,"181,810",0, ,20231214
8163,達方,232,260,0,"2,244","2,216","70,000",12,2,0,63,53,"70,000",1, ,20231214
8201,無敵,0,1,0,7,6,0,0,0,0,0,0,0,0,OX ,20231214
8210,勤誠,649,361,0,"4,028","4,316","30,148",11,4,0,"1,531","1,524","30,148",2, ,20231214
8213,志超,45,79,0,"1,081","1,047","67,810",0,0,0,0,0,"67,810",0, ,20231214
8215,明基材,70,155,0,"4,185","4,100","80,168",7,0,0,32,25,"80,168",2, ,20231214
