公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註,日期
1101,台泥,7517896,10821264,8084465,-30.52,-7.0,7517896,8084465,-7.0,,20220110
1102,亞泥,7420726,9403723,7436331,-21.08,-0.2,7420726,7436331,-0.2,,20220110
1103,嘉泥,158052,171518,195482,-7.85,-19.14,158052,195482,-19.14,,20220110
1104,環泥,592322,569625,511466,3.98,15.8,592322,511466,15.8,,20220110
1108,幸福,324664,319368,417355,1.65,-22.2,324664,417355,-22.2,,20220110
1109,信大,566897,777783,739226,-27.11,-23.31,566897,739226,-23.31,,20220110
1110,東泥,166858,184874,137866,-9.74,21.02,166858,137866,21.02,,20220110
1201,味全,1668787,1614562,1461118,3.35,14.21,1668787,1461118,14.21,,20220110
1203,味王,564100,507831,545268,11.08,3.45,564100,545268,3.45,,20220110
1210,大成,9956918,9224406,8480630,7.94,17.4,9956918,8480630,17.4,,20220110
1213,大飲,45833,31545,32550,45.29,40.8,45833,32550,40.8,,20220110
1215,卜蜂,2672823,2438193,2037460,9.62,31.18,2672823,2037460,31.18,,20220110
1216,統一,48049485,37291418,45194815,28.84,6.31,48049485,45194815,6.31,,20220110
1217,愛之味,442813,314921,411016,40.61,7.73,442813,411016,7.73,,20220110
1218,泰山,978592,816534,845756,19.84,15.7,978592,845756,15.7,,20220110
1219,福壽,1433167,1383471,1326083,3.59,8.07,1433167,1326083,8.07,,20220110
1220,台榮,322989,316808,262424,1.95,23.07,322989,262424,23.07,,20220110
1225,福懋油,1291723,1251774,1076979,3.19,19.93,1291723,1076979,19.93,,20220110
1227,佳格,3169810,3562124,4585987,-11.01,-30.88,3169810,4585987,-30.88,,20220110
1229,聯華,873750,1166930,761338,-25.12,14.76,873750,761338,14.76,,20220110
1231,聯華食,1024108,1063115,949444,-3.66,7.86,1024108,949444,7.86,,20220110
1232,大統益,2063315,1782666,1659919,15.74,24.3,2063315,1659919,24.3,,20220110
1233,天仁,188123,192899,170575,-2.47,10.28,188123,170575,10.28,,20220110
1234,黑松,940229,881319,835074,6.68,12.59,940229,835074,12.59,,20220110
1235,興泰,1218,1227,1833,-0.73,-33.55,1218,1833,-33.55,,20220110
1236,宏亞,283748,263522,329513,7.67,-13.88,283748,329513,-13.88,,20220110
1256,鮮活果汁-KY,382345,326762,470300,17.01,-18.7,382345,470300,-18.7,,20220110
1702,南僑,1809151,2070357,1747421,-12.61,3.53,1809151,1747421,3.53,,20220110
1737,臺鹽,339010,547775,280603,-38.11,20.81,339010,280603,20.81,,20220110
3054,立萬利,3939,2909,6420,35.4,-38.64,3939,6420,-38.64,,20220110
1301,台塑,23937795,25199437,19215607,-5.0,24.57,23937795,19215607,24.57,,20220110
1303,南亞,35266502,34539153,29346765,2.1,20.17,35266502,29346765,20.17,,20220110
1304,台聚,6100816,5787813,5316928,5.4,14.74,6100816,5316928,14.74,,20220110
1305,華夏,1890241,1338864,1603671,41.18,17.86,1890241,1603671,17.86,,20220110
1307,三芳,837560,678141,949887,23.5,-11.82,837560,949887,-11.82,,20220110
1308,亞聚,759128,916679,653244,-17.18,16.2,759128,653244,16.2,,20220110
1309,台達化,1480381,1560037,1456463,-5.1,1.64,1480381,1456463,1.64,,20220110
1310,台苯,1118245,919556,730042,21.6,53.17,1118245,730042,53.17,,20220110
1312,國喬,1637284,1760112,1739674,-6.97,-5.88,1637284,1739674,-5.88,,20220110
1313,聯成,5982448,7605814,5994488,-21.34,-0.2,5982448,5994488,-0.2,,20220110
1314,中石化,2541068,2916368,2541752,-12.86,-0.02,2541068,2541752,-0.02,,20220110
1315,達新,227241,197286,185347,15.18,22.6,227241,185347,22.6,,20220110
1321,大洋,596974,530841,464301,12.45,28.57,596974,464301,28.57,,20220110
1323,永裕,364733,354010,279444,3.02,30.52,364733,279444,30.52,,20220110
1324,地球,87732,101103,82015,-13.22,6.97,87732,82015,6.97,,20220110
1325,恆大,67973,53580,218816,26.86,-68.93,67973,218816,-68.93,,20220110
1326,台化,30314286,31274998,26749217,-3.07,13.32,30314286,26749217,13.32,,20220110
1337,再生-KY,63028,51042,107554,23.48,-41.39,63028,107554,-41.39,,20220110
1340,勝悅-KY,35025,69361,57252,-49.5,-38.82,35025,57252,-38.82,,20220110
1341,富林-KY,219638,291644,228998,-24.68,-4.08,219638,228998,-4.08,,20220110
4306,炎洲,1294378,1427390,1288713,-9.31,0.43,1294378,1288713,0.43,,20220110
1402,遠東新,20470940,22302476,19154653,-8.21,6.87,20470940,19154653,6.87,,20220110
1409,新纖,4120985,3704921,3145297,11.23,31.02,4120985,3145297,31.02,,20220110
1410,南染,21405,28325,36064,-24.43,-40.64,21405,36064,-40.64,,20220110
1413,宏洲,285966,262444,202561,8.96,41.17,285966,202561,41.17,,20220110
1414,東和,57978,71240,69139,-18.61,-16.14,57978,69139,-16.14,,20220110
1417,嘉裕,131332,152265,126957,-13.74,3.44,131332,126957,3.44,,20220110
1418,東華,1751,909,6471,92.62,-72.94,1751,6471,-72.94,,20220110
1419,新紡,260430,299528,192552,-13.05,35.25,260430,192552,35.25,,20220110
1423,利華,18968,20778,17467,-8.71,8.59,18968,17467,8.59,,20220110
1434,福懋,2904198,2962335,2591722,-1.96,12.05,2904198,2591722,12.05,,20220110
1440,南紡,1784787,1889526,1721188,-5.54,3.69,1784787,1721188,3.69,,20220110
1441,大東,135504,142124,152172,-4.65,-10.95,135504,152172,-10.95,,20220110
1444,力麗,1047806,1243528,749992,-15.73,39.7,1047806,749992,39.7,,20220110
1445,大宇,135407,137076,78183,-1.21,73.19,135407,78183,73.19,,20220110
1446,宏和,12563,18881,29710,-33.46,-57.71,12563,29710,-57.71,,20220110
1447,力鵬,1567857,1991636,1703830,-21.27,-7.98,1567857,1703830,-7.98,,20220110
1449,佳和,203474,233086,139548,-12.7,45.8,203474,139548,45.8,,20220110
1451,年興,669189,734906,542580,-8.94,23.33,669189,542580,23.33,,20220110
1452,宏益,175169,191268,170473,-8.41,2.75,175169,170473,2.75,,20220110
1454,台富,153526,135245,120729,13.51,27.16,153526,120729,27.16,,20220110
1455,集盛,913636,1030203,828749,-11.31,10.24,913636,828749,10.24,,20220110
1457,宜進,384718,342682,317026,12.26,21.35,384718,317026,21.35,,20220110
1459,聯發,179979,189929,235665,-5.23,-23.62,179979,235665,-23.62,,20220110
1460,宏遠,866114,1037359,792034,-16.5,9.35,866114,792034,9.35,,20220110
1463,強盛,44170,44924,36696,-1.67,20.36,44170,36696,20.36,,20220110
1464,得力,976510,1085357,868295,-10.02,12.46,976510,868295,12.46,,20220110
1465,偉全,44730,59147,27063,-24.37,65.28,44730,27063,65.28,,20220110
1466,聚隆,278937,292753,248522,-4.71,12.23,278937,248522,12.23,,20220110
1467,南緯,543119,641730,464808,-15.36,16.84,543119,464808,16.84,,20220110
1468,昶和,124411,96249,123050,29.25,1.1,124411,123050,1.1,,20220110
1470,大統新創,92169,68472,65206,34.6,41.35,92169,65206,41.35,,20220110
1473,台南,797210,543668,612453,46.63,30.16,797210,612453,30.16,,20220110
1474,弘裕,302638,317229,273395,-4.59,10.69,302638,273395,10.69,,20220110
1475,業旺,86843,102007,10361,-14.86,738.17,86843,10361,738.17,,20220110
1476,儒鴻,3681106,4187881,2783179,-12.1,32.26,3681106,2783179,32.26,,20220110
1477,聚陽,2857690,3177996,2381607,-10.07,19.98,2857690,2381607,19.98,,20220110
4414,如興,1331669,1288430,1223675,3.35,8.82,1331669,1223675,8.82,,20220110
4426,利勤,78077,76617,85240,1.9,-8.4,78077,85240,-8.4,,20220110
4438,廣越,1096683,1487360,600145,-26.26,82.73,1096683,600145,82.73,,20220110
4439,冠星-KY,687020,588047,517928,16.83,32.64,687020,517928,32.64,,20220110
4440,宜新實業,146860,154818,131153,-5.14,11.97,146860,131153,11.97,,20220110
1503,士電,2959059,2623218,2810779,12.8,5.27,2959059,2810779,5.27,,20220110
1504,東元,4670154,5126901,3939500,-8.9,18.54,4670154,3939500,18.54,,20220110
1506,正道,101348,100016,86872,1.33,16.66,101348,86872,16.66,,20220110
1513,中興電,1327330,1966465,1504562,-32.5,-11.77,1327330,1504562,-11.77,,20220110
1514,亞力,425119,542315,399915,-21.61,6.3,425119,399915,6.3,,20220110
1515,力山,863527,1518927,1580814,-43.14,-45.37,863527,1580814,-45.37,,20220110
1517,利奇,413317,518756,355350,-20.32,16.31,413317,355350,16.31,,20220110
1519,華城,300184,1624957,469183,-81.52,-36.01,300184,469183,-36.01,,20220110
1526,日馳,165056,222530,113686,-25.82,45.18,165056,113686,45.18,,20220110
1527,鑽全,435041,324779,344093,33.94,26.43,435041,344093,26.43,,20220110
1528,恩德,234592,372935,216644,-37.09,8.28,234592,216644,8.28,,20220110
1529,樂事綠能,18573,34913,5595,-46.8,231.95,18573,5595,231.95,,20220110
1530,亞崴,263258,327068,250039,-19.5,5.28,263258,250039,5.28,,20220110
1531,高林股,276087,306201,243146,-9.83,13.54,276087,243146,13.54,,20220110
1532,勤美,1578230,2747544,1164624,-42.55,35.51,1578230,1164624,35.51,,20220110
1535,中宇,780623,983216,653089,-20.6,19.52,780623,653089,19.52,,20220110
1537,廣隆,659845,546187,615961,20.8,7.12,659845,615961,7.12,,20220110
1538,正峰,29024,29686,17124,-2.23,69.49,29024,17124,69.49,,20220110
1539,巨庭,320702,294709,209247,8.81,53.26,320702,209247,53.26,,20220110
1540,喬福,44143,14730,45257,199.68,-2.46,44143,45257,-2.46,,20220110
1541,錩泰,629216,510159,489059,23.33,28.65,629216,489059,28.65,,20220110
1558,伸興,746933,539205,980933,38.52,-23.85,746933,980933,-23.85,,20220110
1560,中砂,531136,526453,472827,0.88,12.33,531136,472827,12.33,,20220110
1583,程泰,580008,623795,488443,-7.01,18.74,580008,488443,18.74,,20220110
1589,永冠-KY,672787,821682,879365,-18.12,-23.49,672787,879365,-23.49,,20220110
1590,亞德客-KY,1950788,2250066,2133512,-13.3,-8.56,1950788,2133512,-8.56,,20220110
1597,直得,130623,154388,135504,-15.39,-3.6,130623,135504,-3.6,,20220110
2049,上銀,2401483,2022010,1965642,18.76,22.17,2401483,1965642,22.17,,20220110
2371,大同,2727030,2872978,2449678,-5.08,11.32,2727030,2449678,11.32,,20220110
3167,大量,263033,314188,331751,-16.28,-20.71,263033,331751,-20.71,,20220110
4526,東台,544190,813826,585796,-33.13,-7.1,544190,585796,-7.1,,20220110
4532,瑞智,2092937,1778105,1891854,17.7,10.62,2092937,1891854,10.62,,20220110
4540,全球傳動,278854,284290,141398,-1.91,97.21,278854,141398,97.21,,20220110
4552,力達-KY,472620,529269,391263,-10.7,20.79,472620,391263,20.79,,20220110
4555,氣立,164960,137059,152664,20.35,8.05,164960,152664,8.05,,20220110
4560,強信-KY,124107,170462,124121,-27.19,-0.01,124107,124121,-0.01,,20220110
4562,穎漢,65373,56789,63215,15.11,3.41,65373,63215,3.41,,20220110
4564,元翎,210454,219501,206442,-4.12,1.94,210454,206442,1.94,,20220110
4566,時碩工業,433996,345781,452308,25.51,-4.04,433996,452308,-4.04,,20220110
4571,鈞興-KY,263884,206941,285503,27.51,-7.57,263884,285503,-7.57,,20220110
4572,駐龍,36435,31074,21021,17.25,73.32,36435,21021,73.32,,20220110
4576,大銀微系統,292793,258672,213407,13.19,37.19,292793,213407,37.19,,20220110
4583,台灣精銳,262631,304741,237182,-13.81,10.72,262631,237182,10.72,,20220110
5288,豐祥-KY,694059,519406,486480,33.62,42.66,694059,486480,42.66,,20220110
6606,建德工業,63999,56679,74416,12.91,-13.99,63999,74416,-13.99,,20220110
8222,寶一,35927,35526,20399,1.12,76.12,35927,20399,76.12,,20220110
8374,羅昇,297814,284089,334614,4.83,-10.99,297814,334614,-10.99,,20220110
8996,高力,186934,198155,170058,-5.66,9.92,186934,170058,9.92,,20220110
1603,華電,244118,214602,265490,13.75,-8.05,244118,265490,-8.05,,20220110
1604,聲寶,1014865,802160,846631,26.51,19.87,1014865,846631,19.87,,20220110
1605,華新,13499329,17479990,10181000,-22.77,32.59,13499329,10181000,32.59,,20220110
1608,華榮,834139,987205,671293,-15.5,24.25,834139,671293,24.25,,20220110
1609,大亞,2295292,2515377,2135936,-8.74,7.46,2295292,2135936,7.46,,20220110
1611,中電,142331,151535,182866,-6.07,-22.16,142331,182866,-22.16,,20220110
1612,宏泰,602810,416764,430393,44.64,40.06,602810,430393,40.06,,20220110
1614,三洋電,585753,391218,478400,49.72,22.44,585753,478400,22.44,,20220110
1615,大山,326974,395359,261465,-17.29,25.05,326974,261465,25.05,,20220110
1616,億泰,235391,363726,201227,-35.28,16.97,235391,201227,16.97,,20220110
1617,榮星,287453,363711,372868,-20.96,-22.9,287453,372868,-22.9,,20220110
1618,合機,224176,211082,257430,6.2,-12.91,224176,257430,-12.91,,20220110
1626,艾美特-KY,605122,495351,801066,22.16,-24.46,605122,801066,-24.46,,20220110
4930,燦星網,772569,665791,1004435,16.03,-23.08,772569,1004435,-23.08,,20220110
5283,禾聯碩,589350,567429,470400,3.86,25.28,589350,470400,25.28,,20220110
1708,東鹼,581784,509802,290746,14.11,100.1,581784,290746,100.1,,20220110
1709,和益,1107155,667984,813366,65.74,36.12,1107155,813366,36.12,,20220110
1710,東聯,2009754,2026225,2011182,-0.81,-0.07,2009754,2011182,-0.07,,20220110
1711,永光,850106,785435,823732,8.23,3.2,850106,823732,3.2,,20220110
1712,興農,2341759,1515840,1587445,54.48,47.51,2341759,1587445,47.51,,20220110
1713,國化,54770,52511,47489,4.3,15.33,54770,47489,15.33,,20220110
1714,和桐,1526686,1802419,1800434,-15.29,-15.2,1526686,1800434,-15.2,,20220110
1717,長興,4036781,4418031,4116280,-8.62,-1.93,4036781,4116280,-1.93,,20220110
1718,中纖,2960509,3295638,2327601,-10.16,27.19,2960509,2327601,27.19,,20220110
1721,三晃,278165,261364,267847,6.42,3.85,278165,267847,3.85,,20220110
1722,台肥,1495346,2280895,1057966,-34.44,41.34,1495346,1057966,41.34,,20220110
1723,中碳,830092,698785,456534,18.79,81.82,830092,456534,81.82,,20220110
1725,元禎,838171,749295,785959,11.86,6.64,838171,785959,6.64,,20220110
1726,永記,873211,844839,786523,3.35,11.02,873211,786523,11.02,,20220110
1727,中華化,177535,234471,156461,-24.28,13.46,177535,156461,13.46,,20220110
1730,花仙子,446559,271717,469327,64.34,-4.85,446559,469327,-4.85,,20220110
1732,毛寶,59368,58806,64719,0.95,-8.26,59368,64719,-8.26,,20220110
1735,日勝化,238167,285734,222960,-16.64,6.82,238167,222960,6.82,,20220110
1773,勝一,1060458,1033729,760089,2.58,39.51,1060458,760089,39.51,,20220110
1776,展宇,112031,134270,129522,-16.56,-13.5,112031,129522,-13.5,,20220110
4720,德淵,334387,313125,333512,6.79,0.26,334387,333512,0.26,,20220110
4722,國精化,468424,439241,418667,6.64,11.88,468424,418667,11.88,,20220110
4739,康普,708304,659151,549362,7.45,28.93,708304,549362,28.93,,20220110
4755,三福化,586173,512194,326140,14.44,79.73,586173,326140,79.73,,20220110
4763,材料-KY,272487,277052,230499,-1.64,18.21,272487,230499,18.21,,20220110
4764,雙鍵,306969,237157,311456,29.43,-1.44,306969,311456,-1.44,,20220110
4766,南寶,1634099,1691091,1634821,-3.37,-0.04,1634099,1634821,-0.04,,20220110
4770,上品,435794,402666,244251,8.22,78.42,435794,244251,78.42,,20220110
1701,中化,740726,713668,863490,3.79,-14.21,740726,863490,-14.21,,20220110
1707,葡萄王,701078,1054773,594187,-33.53,17.98,701078,594187,17.98,,20220110
1720,生達,480929,480171,393236,0.15,22.3,480929,393236,22.3,,20220110
1731,美吾華,154000,111288,126627,38.37,21.61,154000,126627,21.61,,20220110
1733,五鼎,161017,198232,191093,-18.77,-15.73,161017,191093,-15.73,,20220110
1734,杏輝,240274,226318,220867,6.16,8.78,240274,220867,8.78,,20220110
1752,南光,142201,150898,143279,-5.76,-0.75,142201,143279,-0.75,,20220110
1760,寶齡富錦,119666,139599,94467,-14.27,26.67,119666,94467,26.67,,20220110
1762,中化生,143662,241357,165372,-40.47,-13.12,143662,165372,-13.12,,20220110
1783,和康生,36137,41072,24423,-12.01,47.96,36137,24423,47.96,,20220110
1786,科妍,20044,68261,30819,-70.63,-34.96,20044,30819,-34.96,,20220110
1789,神隆,243992,167287,202389,45.85,20.55,243992,202389,20.55,,20220110
1795,美時,945800,914162,1208009,3.46,-21.7,945800,1208009,-21.7,,20220110
3164,景岳,40185,36559,36597,9.91,9.8,40185,36597,9.8,,20220110
3705,永信,758338,752956,734637,0.71,3.22,758338,734637,3.22,,20220110
4104,佳醫,642618,607566,552882,5.76,16.23,642618,552882,16.23,,20220110
4106,雃博,191914,201639,179988,-4.82,6.62,191914,179988,6.62,,20220110
4108,懷特,11018,11700,7594,-5.82,45.08,11018,7594,45.08,,20220110
4119,旭富,63422,39412,127066,60.92,-50.08,63422,127066,-50.08,,20220110
4133,亞諾法,34836,32397,44034,7.52,-20.88,34836,44034,-20.88,,20220110
4137,麗豐-KY,356980,436654,428088,-18.24,-16.61,356980,428088,-16.61,,20220110
4142,國光生,3102,53447,821,-94.19,277.83,3102,821,277.83,,20220110
4148,全宇生技-KY,119692,217442,115077,-44.95,4.01,119692,115077,4.01,,20220110
4155,訊映,145615,147082,101700,-0.99,43.18,145615,101700,43.18,,20220110
4164,承業醫,219627,475310,185814,-53.79,18.19,219627,185814,18.19,,20220110
4190,佐登-KY,237034,270270,265276,-12.29,-10.64,237034,265276,-10.64,,20220110
4737,華廣,100995,180301,210797,-43.98,-52.08,100995,210797,-52.08,,20220110
4746,台耀,286048,321307,239225,-10.97,19.57,286048,239225,19.57,,20220110
6431,光麗-KY,29043,32904,12352,-11.73,135.12,29043,12352,135.12,,20220110
6491,晶碩,480308,453908,412169,5.81,16.53,480308,412169,16.53,,20220110
6541,泰福-KY,911,1286,0,-29.16,,911,0,,,20220110
6550,北極星藥業-KY,415,278,426,49.28,-2.58,415,426,-2.58,,20220110
6598,ABC-KY,21257,38500,29030,-44.78,-26.77,21257,29030,-26.77,,20220110
6657,華安,184,1066,632,-82.73,-70.88,184,632,-70.88,,20220110
6666,羅麗芬-KY,57590,112855,56929,-48.96,1.16,57590,56929,1.16,,20220110
6782,視陽,213787,217032,177738,-1.49,20.28,213787,177738,20.28,,20220110
6796,晉弘,32571,65609,30054,-50.35,8.37,32571,30054,8.37,,20220110
6861,睿生光電,152143,187523,162413,-18.86,-6.32,152143,162413,-6.32,,20220110
1802,台玻,3691631,4821058,3996314,-23.42,-7.62,3691631,3996314,-7.62,,20220110
1806,冠軍,280380,328742,247388,-14.71,13.33,280380,247388,13.33,,20220110
1809,中釉,230442,212940,219701,8.21,4.88,230442,219701,4.88,,20220110
1810,和成,366759,516832,415635,-29.03,-11.75,366759,415635,-11.75,,20220110
1817,凱撒衛,216284,244160,223703,-11.41,-3.31,216284,223703,-3.31,,20220110
1903,士紙,16281,15505,17479,5.0,-6.85,16281,17479,-6.85,,20220110
1904,正隆,3932302,4308455,3450873,-8.73,13.95,3932302,3450873,13.95,,20220110
1905,華紙,1756575,2001256,1775959,-12.22,-1.09,1756575,1775959,-1.09,,20220110
1906,寶隆,277745,250159,26234,11.02,958.72,277745,26234,958.72,,20220110
1907,永豐餘,7116474,7493928,7724639,-5.03,-7.87,7116474,7724639,-7.87,,20220110
1909,榮成,4635420,5235978,4645758,-11.46,-0.22,4635420,4645758,-0.22,,20220110
6790,永豐實,962964,904300,995646,6.48,-3.28,962964,995646,-3.28,,20220110
2002,中鋼,40027506,40998980,30818388,-2.36,29.88,40027506,30818388,29.88,,20220110
2006,東和鋼鐵,5018739,5769845,4702050,-13.01,6.73,5018739,4702050,6.73,,20220110
2007,燁興,561311,541477,569769,3.66,-1.48,561311,569769,-1.48,,20220110
2008,高興昌,138823,130213,99906,6.61,38.95,138823,99906,38.95,,20220110
2009,第一銅,280418,309020,246267,-9.25,13.86,280418,246267,13.86,,20220110
2010,春源,2055870,2287734,1912136,-10.13,7.51,2055870,1912136,7.51,,20220110
2012,春雨,907280,1058724,840622,-14.3,7.92,907280,840622,7.92,,20220110
2013,中鋼構,1629998,1984612,1230121,-17.86,32.5,1629998,1230121,32.5,,20220110
2014,中鴻,3767758,3960426,3311675,-4.86,13.77,3767758,3311675,13.77,,20220110
2015,豐興,3230383,3469789,2749552,-6.89,17.48,3230383,2749552,17.48,,20220110
2017,官田鋼,318136,357864,340450,-11.1,-6.55,318136,340450,-6.55,,20220110
2020,美亞,551942,494293,487487,11.66,13.22,551942,487487,13.22,,20220110
2022,聚亨,758133,566084,1094501,33.92,-30.73,758133,1094501,-30.73,,20220110
2023,燁輝,7631794,8238651,6226039,-7.36,22.57,7631794,6226039,22.57,,20220110
2024,志聯,117640,100534,130573,17.01,-9.9,117640,130573,-9.9,,20220110
2025,千興,231719,246856,179948,-6.13,28.76,231719,179948,28.76,,20220110
2027,大成鋼,9047135,7283767,6292369,24.2,43.77,9047135,6292369,43.77,,20220110
2028,威致,1189984,1033385,832002,15.15,43.02,1189984,832002,43.02,,20220110
2029,盛餘,1380627,1156280,977540,19.4,41.23,1380627,977540,41.23,,20220110
2030,彰源,1385505,1516248,1042513,-8.62,32.9,1385505,1042513,32.9,,20220110
2031,新光鋼,1278804,1055080,1267366,21.2,0.9,1278804,1267366,0.9,,20220110
2032,新鋼,331369,246302,354041,34.53,-6.4,331369,354041,-6.4,,20220110
2033,佳大,84638,81112,64935,4.34,30.34,84638,64935,30.34,,20220110
2034,允強,1450652,1079643,1042931,34.36,39.09,1450652,1042931,39.09,,20220110
2038,海光,938678,1070006,787410,-12.27,19.21,938678,787410,19.21,,20220110
2069,運錩,1283596,1378770,886535,-6.9,44.78,1283596,886535,44.78,,20220110
2211,長榮鋼,1335773,1601289,920804,-16.58,45.06,1335773,920804,45.06,,20220110
3004,豐達科,142391,175598,105170,-18.91,35.39,142391,105170,35.39,,20220110
5007,三星,650468,574972,552972,13.13,17.63,650468,552972,17.63,,20220110
5538,東明-KY,1162643,1432405,929031,-18.83,25.14,1162643,929031,25.14,,20220110
9958,世紀鋼,778199,748038,512707,4.03,51.78,778199,512707,51.78,,20220110
2101,南港,590420,555150,745513,6.35,-20.8,590420,745513,-20.8,,20220110
2102,泰豐,116444,112379,261286,3.61,-55.43,116444,261286,-55.43,,20220110
2103,台橡,2929358,2527728,2754553,15.88,6.34,2929358,2754553,6.34,,20220110
2104,國際中橡,1854481,1309757,1919865,41.58,-3.4,1854481,1919865,-3.4,,20220110
2105,正新,7883884,8706887,9489105,-9.45,-16.91,7883884,9489105,-16.91,,20220110
2106,建大,2935690,2652661,2955178,10.66,-0.65,2935690,2955178,-0.65,,20220110
2107,厚生,121750,271825,468682,-55.21,-74.02,121750,468682,-74.02,,20220110
2108,南帝,1145232,1259030,2492328,-9.03,-54.04,1145232,2492328,-54.04,,20220110
2109,華豐,486468,511732,418187,-4.93,16.32,486468,418187,16.32,,20220110
2114,鑫永銓,170846,172444,140816,-0.92,21.32,170846,140816,21.32,,20220110
6582,申豐,371330,229537,776922,61.77,-52.2,371330,776922,-52.2,,20220110
1319,東陽,1743989,1692914,1486448,3.01,17.32,1743989,1486448,17.32,,20220110
1338,廣華-KY,782314,824576,647553,-5.12,20.81,782314,647553,20.81,,20220110
1339,昭輝,229012,142241,197300,61.0,16.07,229012,197300,16.07,,20220110
1512,瑞利,55688,136056,110677,-59.06,-49.68,55688,110677,-49.68,,20220110
1521,大億,434379,503128,422046,-13.66,2.92,434379,422046,2.92,,20220110
1522,堤維西,1487456,1445961,1324347,2.86,12.31,1487456,1324347,12.31,,20220110
1524,耿鼎,203779,172008,159668,18.47,27.62,203779,159668,27.62,,20220110
1525,江申,80122,102137,104028,-21.55,-22.98,80122,104028,-22.98,,20220110
1533,車王電,311048,518311,201948,-39.98,54.02,311048,201948,54.02,,20220110
1536,和大,522610,535469,609771,-2.4,-14.29,522610,609771,-14.29,,20220110
1568,倉佑,179206,161655,157429,10.85,13.83,179206,157429,13.83,,20220110
1587,吉茂,199961,178794,173964,11.83,14.94,199961,173964,14.94,,20220110
2115,六暉-KY,313632,277824,315364,12.88,-0.54,313632,315364,-0.54,,20220110
2201,裕隆,7645944,6792809,8022183,12.55,-4.68,7645944,8022183,-4.68,,20220110
2204,中華,2812031,2254268,3800145,24.74,-26.0,2812031,3800145,-26.0,,20220110
2206,三陽工業,4156281,3954865,3722889,5.09,11.64,4156281,3722889,11.64,,20220110
2207,和泰車,22413331,20114988,26648234,11.42,-15.89,22413331,26648234,-15.89,,20220110
2227,裕日車,3542019,1587678,3200019,123.09,10.68,3542019,3200019,10.68,,20220110
2228,劍麟,369668,332356,349773,11.22,5.68,369668,349773,5.68,,20220110
2231,為升,368966,384275,417416,-3.98,-11.6,368966,417416,-11.6,,20220110
2233,宇隆,311962,237970,294379,31.09,5.97,311962,294379,5.97,,20220110
2236,百達-KY,119216,121147,110119,-1.59,8.26,119216,110119,8.26,,20220110
2239,英利-KY,2138384,2203754,1686817,-2.96,26.77,2138384,1686817,26.77,,20220110
2241,艾姆勒,89153,102282,82183,-12.83,8.48,89153,82183,8.48,,20220110
2243,宏旭-KY,3670,232318,27488,-98.42,-86.64,3670,27488,-86.64,,20220110
2247,汎德永業,4590652,3267876,4320502,40.47,6.25,4590652,4320502,6.25,,20220110
2250,IKKA-KY,283037,325446,348810,-13.03,-18.85,283037,348810,-18.85,,20220110
2254,巨鎧精密-創,99366,119658,39026,-16.95,154.61,99366,39026,154.61,,20220110
2497,怡利電,283270,307811,174997,-7.97,61.87,283270,174997,61.87,,20220110
3346,麗清,561848,677368,656196,-17.05,-14.37,561848,656196,-14.37,,20220110
4551,智伸科,908621,705286,764702,28.83,18.82,908621,764702,18.82,,20220110
4557,永新-KY,262643,273660,171782,-4.02,52.89,262643,171782,52.89,,20220110
4581,光隆精密-KY,85017,82929,80371,2.51,5.78,85017,80371,5.78,,20220110
6288,聯嘉,377905,263532,323363,43.4,16.86,377905,323363,16.86,,20220110
6605,帝寶,1434443,1348615,1409054,6.36,1.8,1434443,1409054,1.8,,20220110
2302,麗正,85341,66115,62357,29.07,36.85,85341,62357,36.85,,20220110
2303,聯電,20472766,20279580,15529559,0.95,31.83,20472766,15529559,31.83,,20220110
2329,華泰,1231513,1373837,1265924,-10.35,-2.71,1231513,1265924,-2.71,,20220110
2330,台積電,172176110,155382230,126749152,10.8,35.84,172176110,126749152,35.84,,20220110
2337,旺宏,3717861,4092428,3006304,-9.15,23.66,3717861,3006304,23.66,,20220110
2338,光罩,555509,527643,450154,5.28,23.4,555509,450154,23.4,,20220110
2340,台亞,513013,424572,608816,20.83,-15.73,513013,608816,-15.73,,20220110
2342,茂矽,169985,174118,129549,-2.37,31.21,169985,129549,31.21,,20220110
2344,華邦電,8690488,8607001,6903387,0.96,25.88,8690488,6903387,25.88,,20220110
2351,順德,974980,1071281,866523,-8.98,12.51,974980,866523,12.51,,20220110
2363,矽統,13672,11780,16338,16.06,-16.31,13672,16338,-16.31,,20220110
2369,菱生,598978,634088,574950,-5.53,4.17,598978,574950,4.17,,20220110
2379,瑞昱,10202856,9177653,8257933,11.17,23.55,10202856,8257933,23.55,,20220110
2388,威盛,750798,716680,589623,4.76,27.33,750798,589623,27.33,,20220110
2401,凌陽,677865,636053,597454,6.57,13.45,677865,597454,13.45,,20220110
2408,南亞科,6772211,6936592,5532161,-2.36,22.41,6772211,5532161,22.41,,20220110
2434,統懋,7789,8888,13487,-12.36,-42.24,7789,13487,-42.24,,20220110
2436,偉詮電,339166,324760,260609,4.43,30.14,339166,260609,30.14,,20220110
2441,超豐,1680581,1622801,1399077,3.56,20.12,1680581,1399077,20.12,,20220110
2449,京元電子,3089213,3271294,2559791,-5.56,20.68,3089213,2559791,20.68,,20220110
