公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註,日期
6005,群益證,927194,269876,1464586,243.56,-36.69,4431698,8102657,-45.3,,20220710
6024,群益期,240420,244292,238238,-1.58,0.91,1599302,1535826,4.13,,20220710
2601,益航,465054,548726,488347,-15.24,-4.76,3791797,3935647,-3.65,,20220710
2901,欣欣,10378,9659,4808,7.44,115.84,69903,48004,45.61,,20220710
2903,遠百,2770769,2335302,1967397,18.64,40.83,18977708,18392921,3.17,,20220710
2905,三商,13639081,26774102,10997098,-49.05,24.02,130135028,114030476,14.12,,20220710
2906,高林,713089,783171,598991,-8.94,19.04,5463422,4446497,22.87,,20220710
2908,特力,2946815,3741022,3616618,-21.22,-18.52,22875882,25408248,-9.96,,20220710
2910,統領,38141,35381,27704,7.8,37.67,345070,322619,6.95,,20220710
2911,麗嬰房,266685,220588,218928,20.89,21.81,1783474,1938251,-7.98,,20220710
2912,統一超,25537871,23950195,21957391,6.62,16.3,164335661,150603988,9.11,,20220710
2913,農林,36201,23752,37123,52.41,-2.48,212705,206387,3.06,,20220710
2915,潤泰全,228155,304947,203983,-25.18,11.85,1766619,1547326,14.17,,20220710
2929,淘帝-KY,132659,86978,133877,52.52,-0.9,1383205,1601154,-13.61,,20220710
2939,凱羿-KY,55048,63063,107897,-12.7,-48.98,504565,608184,-17.03,,20220710
2945,三商家購,1283566,1206456,1351300,6.39,-5.01,8153615,8736732,-6.67,,20220710
4807,日成-KY,149937,151016,209716,-0.71,-28.5,898632,1116204,-19.49,,20220710
5906,台南-KY,169090,116457,81358,45.19,107.83,950399,787978,20.61,,20220710
5907,大洋-KY,290923,370985,348011,-21.58,-16.4,2570167,3095542,-16.97,,20220710
8429,金麗-KY,24850,18559,27648,33.89,-10.12,141385,238938,-40.82,,20220710
8443,阿瘦,100263,96812,59301,3.56,69.07,733592,577452,27.03,,20220710
3708,上緯投控,679366,878765,708797,-22.69,-4.15,5788501,6130792,-5.58,,20220710
5292,華懋,124870,197350,109222,-36.72,14.32,1058455,822295,28.71,,20220710
6581,鋼聯,167760,248795,136828,-32.57,22.6,1446544,917099,57.73,,20220710
6641,基士德-KY,143152,198671,148807,-27.94,-3.8,1043451,1017351,2.56,,20220710
6806,森崴能源,117837,445832,249593,-73.56,-52.78,2222950,1269468,75.1,,20220710
6869,雲豹能源-創,753063,329075,60467,128.84,1145.41,2805829,268427,945.28,,20220710
6873,泓德能源-創,92401,213444,247592,-56.7,-62.68,1219041,873516,39.55,,20220710
8341,日友,291676,294986,247931,-1.12,17.64,2252729,1867974,20.59,,20220710
8422,可寧衛,398929,431881,222122,-7.62,79.59,2786152,1633082,70.6,,20220710
8438,昶昕,282123,350067,376397,-19.4,-25.04,2364777,2360224,0.19,,20220710
8473,山林水,328329,468302,268317,-29.88,22.36,2219573,2313997,-4.08,,20220710
8476,台境,234158,209910,33681,11.55,595.22,1284920,284929,350.96,,20220710
9930,中聯資源,980550,982486,897124,-0.19,9.29,6772121,6184807,9.49,,20220710
9955,佳龍,85625,80726,89353,6.06,-4.17,744931,884934,-15.82,,20220710
3130,一零四,194456,182592,136842,6.49,42.1,1266956,1031676,22.8,,20220710
6165,浪凡,242920,259957,245336,-6.55,-0.98,1664682,1450312,14.78,,20220710
6689,伊雲谷,685053,680859,824201,0.61,-16.88,4882677,6202049,-21.27,,20220710
8454,富邦媒,7937347,8864286,7173226,-10.45,10.65,56013214,47792717,17.2,,20220710
1432,大魯閣,111611,79090,27002,41.11,313.34,597169,395655,50.93,,20220710
1598,岱宇,448166,420104,751159,6.67,-40.33,4085873,7363783,-44.51,,20220710
1736,喬山,1996618,2150449,2040156,-7.15,-2.13,16088071,15861454,1.42,,20220710
4536,拓凱,865598,1097168,659131,-21.1,31.32,5724205,4491708,27.43,,20220710
5306,桂盟,640723,701511,658316,-8.66,-2.67,4462485,4465380,-0.06,,20220710
6670,復盛應用,2597223,2949591,2143308,-11.94,21.17,19002678,13972098,36.0,,20220710
6768,志強-KY,1748160,1699073,962960,2.88,81.54,10276630,8682117,18.36,,20220710
8462,柏文,293742,271548,54302,8.17,440.94,2033623,1444699,40.76,,20220710
8467,波力-KY,182053,253246,174964,-28.11,4.05,1176454,772956,52.2,,20220710
8478,東哥遊艇,296568,827931,248745,-64.17,19.22,3221462,2622634,22.83,,20220710
9802,鈺齊-KY,2091076,2722235,1165782,-23.18,79.37,12818042,8061999,58.99,,20220710
9904,寶成,23003923,24498462,17125661,-6.1,34.32,158604743,152918418,3.71,,20220710
9910,豐泰,8494558,8435900,5871064,0.69,44.68,55652953,44905732,23.93,,20220710
9914,美利達,3256264,2992062,3067038,8.83,6.16,20196532,18364248,9.97,,20220710
9921,巨大,9163350,8869017,6936813,3.31,32.09,54165543,48926362,10.7,,20220710
2062,橋椿,660951,823088,1015858,-19.69,-34.93,5401092,5408974,-0.14,,20220710
3557,嘉威,359103,317876,364614,12.96,-1.51,3523769,2857249,23.32,,20220710
6671,三能-KY,156324,175792,158195,-11.07,-1.18,1072149,1161226,-7.67,,20220710
6754,匯僑設計,489318,422178,362733,15.9,34.89,2609749,2184177,19.48,,20220710
6807,峰源-KY,444087,436729,384120,1.68,15.61,2566522,2344959,9.44,,20220710
8464,億豐,2493171,2863397,2396907,-12.92,4.01,17701841,16606923,6.59,,20220710
8482,商億-KY,476927,516927,396817,-7.73,20.18,2954185,2687937,9.9,,20220710
9911,櫻花,667660,681498,562427,-2.03,18.71,4755814,4177810,13.83,,20220710
9924,福興,992611,908126,941940,9.3,5.37,5669288,5716297,-0.82,,20220710
9934,成霖,1506098,1726293,1659018,-12.75,-9.21,11934594,11503236,3.74,,20220710
9935,慶豐富,472316,548106,499187,-13.82,-5.38,3234456,2926266,10.53,,20220710
1342,八貫,214641,214236,187911,0.18,14.22,1456675,1089350,33.71,,20220710
1416,廣豐,22451,41487,19722,-45.88,13.83,154732,149599,3.43,,20220710
1435,中福,1067,1475,1306,-27.66,-18.3,8177,8320,-1.71,,20220710
1437,勤益控,123460,61957,78640,99.26,56.99,476607,403607,18.08,,20220710
1443,立益物流,63796,57486,64877,10.97,-1.66,464270,378801,22.56,,20220710
1516,川飛,217961,0,134181,,62.43,972172,768451,26.51,,20220710
2348,海悅,341010,341529,314953,-0.15,8.27,2667716,2641222,1.0,,20220710
2358,廷鑫,115744,182708,226282,-36.65,-48.84,1187108,1185538,0.13,,20220710
2443,昶虹,2805,1751,4865,60.19,-42.34,14887,185882,-91.99,,20220710
2496,卓越,63384,47030,54171,34.77,17.0,374965,363021,3.29,,20220710
2514,龍邦,678320,573067,707223,18.36,-4.08,4649826,6079450,-23.51,,20220710
2614,東森,538118,478148,454699,12.54,18.34,3416915,3041475,12.34,,20220710
2904,匯僑,41951,44184,35223,-5.05,19.1,278918,291167,-4.2,,20220710
3040,遠見,13205,12896,13595,2.39,-2.86,87472,100136,-12.64,,20220710
5284,jpp-KY,157092,144544,115074,8.68,36.51,937296,803059,16.71,,20220710
5871,中租-KY,7438078,7142046,6037563,4.14,23.19,48531010,40495702,19.84,,20220710
6184,大豐電,165923,167214,163633,-0.77,1.39,1160274,1148639,1.01,,20220710
6464,台數科,345552,355260,356049,-2.73,-2.94,2470055,2499669,-1.18,,20220710
6504,南六,450852,502961,445059,-10.36,1.3,3280651,4007476,-18.13,,20220710
6585,鼎基,254596,267172,236907,-4.7,7.46,1584924,1512367,4.79,,20220710
6592,和潤企業,1967486,1909136,1427310,3.05,37.84,12614955,9786527,28.9,,20220710
6625,必應,48517,40150,5772,20.83,740.55,369227,307668,20.0,,20220710
6655,科定,208228,213879,196217,-2.64,6.12,1277818,1191158,7.27,,20220710
6901,鑽石投資,-152799,-694427,-470782,77.99,67.54,568642,-444773,227.84,,20220710
8033,雷虎,89114,92307,80039,-3.45,11.33,598812,683205,-12.35,,20220710
8404,百和興業-KY,670082,614924,688038,8.96,-2.6,5361442,6996351,-23.36,,20220710
8411,福貞-KY,870010,741869,681810,17.27,27.6,4741199,4115431,15.2,,20220710
8442,威宏-KY,772258,826501,499506,-6.56,54.6,4856159,3080018,57.66,,20220710
8463,潤泰材,373645,360341,263738,3.69,41.67,2054514,2095272,-1.94,,20220710
8466,美吉吉-KY,271446,312338,221486,-13.09,22.55,2339731,1786090,30.99,,20220710
8481,政伸,120095,116406,136814,3.16,-12.22,861478,909231,-5.25,,20220710
8488,吉源-KY,361638,244612,291554,47.84,24.03,2132509,2021662,5.48,,20220710
9902,台火,18647,18048,12894,3.31,44.61,67973,220062,-69.11,,20220710
9905,大華,941787,842455,914833,11.79,2.94,5204829,5182663,0.42,,20220710
9907,統一實,4242111,4002398,3905986,5.98,8.6,26794002,22628744,18.4,,20220710
9917,中保科,1246390,1271669,1121679,-1.98,11.11,8777930,8113607,8.18,,20220710
9919,康那香,309769,274214,285197,12.96,8.61,1914797,2353273,-18.63,,20220710
9925,新保,631362,635098,613750,-0.58,2.86,4423281,4324780,2.27,,20220710
9927,泰銘,781853,770932,791022,1.41,-1.15,5800155,5244775,10.58,,20220710
9928,中視,72766,69775,62515,4.28,16.39,477395,431317,10.68,,20220710
9929,秋雨,44423,39779,43866,11.67,1.26,315374,331396,-4.83,,20220710
9933,中鼎,7859156,7439029,5280140,5.64,48.84,52662987,35919390,46.61,,20220710
9938,百和,1340178,1298356,1312886,3.22,2.07,10598073,11994179,-11.63,,20220710
9939,宏全,2360564,2352601,2081826,0.33,13.38,14549162,13134749,10.76,,20220710
9940,信義,1062504,1007954,1431355,5.41,-25.76,8126516,9154012,-11.22,,20220710
9941,裕融,3093859,3024447,2687872,2.29,15.1,20438731,18238262,12.06,,20220710
9942,茂順,349111,343834,326411,1.53,6.95,2248485,2176656,3.29,,20220710
9944,新麗,231139,242874,206937,-4.83,11.69,1697692,1670107,1.65,,20220710
9945,潤泰新,2846856,3384698,2925757,-15.89,-2.69,16781167,14537315,15.43,,20220710
9105,泰金寶-DR,11601913,11109986,9140244,4.42,26.93,76604527,60932823,25.71,,20220710
912000,晨訊科-DR,237021,201634,195858,17.55,21.01,1258990,1694819,-25.71,,20220710
總計,總計,3326648049,3608539829,3102660723,-7.81,7.21,23169379289,20925767342,10.72,,20220710
1101,台泥,10689860,10102468,8964476,5.81,19.24,68937060,67307812,2.42,,20220810
1102,亞泥,7069221,7864622,7193266,-10.11,-1.72,59102719,54657145,8.13,,20220810
1103,嘉泥,182371,178825,166022,1.98,9.84,1388559,1453918,-4.49,,20220810
1104,環泥,605512,580420,431224,4.32,40.41,4466788,3829973,16.62,,20220810
1108,幸福,390053,326691,249977,19.39,56.03,2599544,2635052,-1.34,,20220810
1109,信大,478276,557403,591358,-14.19,-19.12,4040555,4781224,-15.49,,20220810
1110,東泥,176935,134470,109276,31.57,61.91,1073546,1203643,-10.8,,20220810
1201,味全,2008672,1907939,1917771,5.27,4.73,13379758,13034161,2.65,,20220810
1203,味王,546197,514516,540451,6.15,1.06,4173247,3974812,4.99,,20220810
1210,大成,10578033,9161168,7913624,15.46,33.66,73074148,65837966,10.99,,20220810
1213,大飲,38696,29503,42312,31.15,-8.54,266205,299920,-11.24,,20220810
1215,卜蜂,2393814,2400161,2037783,-0.26,17.47,18832593,16013397,17.6,,20220810
1216,統一,48654713,47295432,41942340,2.87,16.0,350684373,316592095,10.76,,20220810
1217,愛之味,634623,512688,605106,23.78,4.87,3378583,3320654,1.74,,20220810
1218,泰山,1054476,1023417,960802,3.03,9.74,7420131,6565812,13.01,,20220810
1219,福壽,1352250,1321525,1167521,2.32,15.82,11165467,9590926,16.41,,20220810
1220,台榮,314062,294528,265446,6.63,18.31,2260624,2021307,11.83,,20220810
1225,福懋油,1333748,1301087,1052440,2.51,26.72,9949131,8401897,18.41,,20220810
1227,佳格,2686715,2146094,2813843,25.19,-4.51,17555478,21048567,-16.59,,20220810
1229,聯華,831107,906199,793517,-8.28,4.73,8337876,7217042,15.53,,20220810
1231,聯華食,976319,987622,887835,-1.14,9.96,6937135,6247836,11.03,,20220810
1232,大統益,2186695,1798053,1634616,21.61,33.77,15617873,12951642,20.58,,20220810
1233,天仁,158102,148964,137571,6.13,14.92,1176372,1132169,3.9,,20220810
1234,黑松,1074526,952900,853329,12.76,25.92,6074514,6001388,1.21,,20220810
1235,興泰,6974,3274,2284,113.01,205.34,19578,12009,63.02,,20220810
1236,宏亞,221454,170333,107836,30.01,105.36,1320028,1049765,25.74,,20220810
1256,鮮活果汁-KY,581403,475276,481992,22.32,20.62,2954035,3378224,-12.55,,20220810
1702,南僑,1710172,1604189,1662626,6.6,2.85,13221922,12742164,3.76,,20220810
1737,臺鹽,334505,305192,364313,9.6,-8.18,2436397,2455665,-0.78,,20220810
3054,立萬利,2518,3012,3153,-16.4,-20.13,21456,35392,-39.37,,20220810
1301,台塑,17450790,19936058,23158607,-12.46,-24.64,182314985,177757514,2.56,,20220810
1303,南亞,27507669,27970940,37422239,-1.65,-26.49,252302767,267916767,-5.82,,20220810
1304,台聚,5215901,5657528,6074485,-7.8,-14.13,45901121,46012825,-0.24,,20220810
1305,華夏,1190704,1560080,1751859,-23.67,-32.03,12898207,13136609,-1.81,,20220810
1307,三芳,1118509,923832,513232,21.07,117.93,7361271,5717710,28.74,,20220810
1308,亞聚,1082981,969456,788485,11.71,37.34,6541755,5798109,12.82,,20220810
1309,台達化,1529912,1586565,1846662,-3.57,-17.15,12741266,13646901,-6.63,,20220810
1310,台苯,851722,1314555,1130863,-35.2,-24.68,9524028,7826366,21.69,,20220810
1312,國喬,1405126,1382426,1877342,1.64,-25.15,12827409,14949192,-14.19,,20220810
1313,聯成,5052422,5993125,7666218,-15.69,-34.09,51008382,52720891,-3.24,,20220810
1314,中石化,1941044,2318156,3348017,-16.26,-42.02,19780573,23187613,-14.69,,20220810
1315,達新,306497,212786,209850,44.04,46.05,1824757,1580283,15.47,,20220810
1321,大洋,550848,474542,545282,16.07,1.02,4747490,4228747,12.26,,20220810
1323,永裕,327512,321947,334429,1.72,-2.06,2538080,2418615,4.93,,20220810
1324,地球,75027,73983,92497,1.41,-18.88,665718,698589,-4.7,,20220810
1325,恆大,44949,50686,44447,-11.31,1.12,396140,991930,-60.06,,20220810
1326,台化,28666166,31249506,30621450,-8.26,-6.38,263105895,240891981,9.22,,20220810
1337,再生-KY,60295,53666,87640,12.35,-31.2,405188,781009,-48.11,,20220810
1340,勝悅-KY,40342,36383,60628,10.88,-33.45,316890,399790,-20.73,,20220810
1341,富林-KY,215526,212305,144646,1.51,49.0,2053844,1807334,13.63,,20220810
4306,炎洲,1189836,1253875,1464255,-5.1,-18.74,10448361,11524565,-9.33,,20220810
1402,遠東新,21973635,22144589,19327770,-0.77,13.68,176791914,153140150,15.44,,20220810
1409,新纖,4216488,4072380,4049279,3.53,4.12,32859362,28835306,13.95,,20220810
1410,南染,29489,30028,43566,-1.79,-32.31,261861,323180,-18.97,,20220810
1413,宏洲,263208,219957,260225,19.66,1.14,2259957,1895692,19.21,,20220810
1414,東和,55727,60543,66782,-7.95,-16.55,502779,533911,-5.83,,20220810
1417,嘉裕,117306,120361,74018,-2.53,58.48,949499,788304,20.44,,20220810
1418,東華,701,427,4421,64.16,-84.14,10769,34715,-68.97,,20220810
1419,新紡,312131,270399,223987,15.43,39.35,2045550,1575081,29.86,,20220810
1423,利華,14789,10059,12666,47.02,16.76,126975,129626,-2.04,,20220810
1434,福懋,2965754,2957701,2453091,0.27,20.89,24118908,21842204,10.42,,20220810
1440,南紡,1615212,1727479,1414727,-6.49,14.17,14732944,13788146,6.85,,20220810
1441,大東,108145,141393,113796,-23.51,-4.96,1098807,1001774,9.68,,20220810
1444,力麗,1110060,1124306,1017562,-1.26,9.09,8853750,6903420,28.25,,20220810
1445,大宇,124480,129689,102038,-4.01,21.99,965298,769556,25.43,,20220810
1446,宏和,10478,20368,15769,-48.55,-33.55,98040,142538,-31.21,,20220810
1447,力鵬,2719435,3157856,1980684,-13.88,37.29,19987066,16034480,24.65,,20220810
1449,佳和,232128,182939,191301,26.88,21.34,1730455,1889282,-8.4,,20220810
1451,年興,825466,861416,815573,-4.17,1.21,6129664,5165828,18.65,,20220810
1452,宏益,134402,135987,171621,-1.16,-21.68,1295841,1343026,-3.51,,20220810
1454,台富,157137,155473,128509,1.07,22.27,1264080,1065479,18.63,,20220810
1455,集盛,694537,742046,987059,-6.4,-29.63,6811999,7101980,-4.08,,20220810
1457,宜進,365255,309944,356213,17.84,2.53,3062658,2770896,10.52,,20220810
1459,聯發,132777,162430,200609,-18.25,-33.81,1491607,1685817,-11.52,,20220810
1460,宏遠,925749,835539,920232,10.79,0.59,6702935,5960951,12.44,,20220810
1463,強盛,37194,43449,28601,-14.39,30.04,332205,290417,14.38,,20220810
1464,得力,1055023,981694,802061,7.46,31.53,8215288,6659029,23.37,,20220810
1465,偉全,60397,40660,35555,48.54,69.86,349669,240659,45.29,,20220810
1466,聚隆,215180,228599,333540,-5.87,-35.48,1981140,2368177,-16.34,,20220810
1467,南緯,547415,522042,522945,4.86,4.67,4333999,4207738,3.0,,20220810
1468,昶和,132643,152071,88023,-12.77,50.69,910870,714337,27.51,,20220810
1470,大統新創,84491,70402,87710,20.01,-3.67,664123,589051,12.74,,20220810
1473,台南,707355,787362,475063,-10.16,48.89,5501065,3695021,48.87,,20220810
1474,弘裕,286882,264396,318031,8.5,-9.79,2260325,2236211,1.07,,20220810
1475,業旺,83865,104255,37495,-19.55,123.66,753228,153716,390.01,,20220810
1476,儒鴻,3913925,3899629,2544549,0.36,53.81,29206423,24015325,21.61,,20220810
1477,聚陽,3261778,3718403,2754378,-12.28,18.42,22292729,18741487,18.94,,20220810
4414,如興,1311522,1778776,1493036,-26.26,-12.15,11660361,10989438,6.1,,20220810
4426,利勤,120036,140625,39970,-14.64,200.31,847785,474300,78.74,,20220810
4438,廣越,2558539,2473638,1441478,3.43,77.49,12862198,8114053,58.51,,20220810
4439,冠星-KY,785447,574542,743091,36.7,5.69,5764970,4752746,21.29,,20220810
4440,宜新實業,135067,126887,170421,6.44,-20.74,1055225,1171722,-9.94,,20220810
1503,士電,2575587,2353474,2339338,9.43,10.09,20275359,18664549,8.63,,20220810
1504,東元,4690410,5228346,4386806,-10.28,6.92,38405027,32914345,16.68,,20220810
1506,正道,91940,90144,82072,1.99,12.02,773377,676477,14.32,,20220810
1513,中興電,1486349,1498362,1466839,-0.8,1.33,12098816,11457955,5.59,,20220810
1514,亞力,581803,497977,443719,16.83,31.11,4532832,3543905,27.9,,20220810
1515,力山,419646,342805,1641095,22.41,-74.42,3341542,11913901,-71.95,,20220810
1517,利奇,509527,582796,443970,-12.57,14.76,3669563,3093051,18.63,,20220810
1519,華城,509820,353640,705918,44.16,-27.77,4303942,5323044,-19.14,,20220810
1526,日馳,198988,188609,173495,5.5,14.69,1510634,1159452,30.28,,20220810
1527,鑽全,318364,304470,383380,4.56,-16.95,2924056,3126856,-6.48,,20220810
1528,恩德,286967,287238,369008,-0.09,-22.23,2421749,2315148,4.6,,20220810
1529,樂事綠能,22909,25085,35320,-8.67,-35.13,162195,206642,-21.5,,20220810
1530,亞崴,299268,327831,337700,-8.71,-11.38,1998581,2395954,-16.58,,20220810
1531,高林股,193348,212566,273558,-9.04,-29.32,1863612,1885279,-1.14,,20220810
1532,勤美,1202021,1127279,1665213,6.63,-27.81,9996784,10385114,-3.73,,20220810
1535,中宇,685491,720211,690125,-4.82,-0.67,5565635,5423586,2.61,,20220810
1537,廣隆,707839,702257,193093,0.79,266.57,5105048,4236258,20.5,,20220810
1538,正峰,32519,28086,16692,15.78,94.81,178552,170227,4.89,,20220810
1539,巨庭,214396,232621,241574,-7.83,-11.25,2007194,1911926,4.98,,20220810
1540,喬福,52791,48710,21460,8.37,145.99,326275,276125,18.16,,20220810
1541,錩泰,291602,242720,674920,20.13,-56.79,3138709,3946053,-20.45,,20220810
1558,伸興,406755,431679,382470,-5.77,6.34,4750086,6050506,-21.49,,20220810
1560,中砂,617552,618058,512863,-0.08,20.41,4738592,3982817,18.97,,20220810
1583,程泰,615406,596528,561792,3.16,9.54,4121643,4395088,-6.22,,20220810
1589,永冠-KY,849214,786319,747334,7.99,13.63,5779050,5884587,-1.79,,20220810
1590,亞德客-KY,1976218,1978552,2245773,-0.11,-12.0,17686118,17468206,1.24,,20220810
1597,直得,138345,147964,151508,-6.5,-8.68,1131385,1225983,-7.71,,20220810
2049,上銀,2627868,2781486,2529149,-5.52,3.9,21211159,18069641,17.38,,20220810
2371,大同,2406367,2301653,2793519,4.54,-13.85,19194045,19122595,0.37,,20220810
3167,大量,163116,225273,384221,-27.59,-57.54,1830455,3055047,-40.08,,20220810
4526,東台,612167,715290,885974,-14.41,-30.9,5260306,6608725,-20.4,,20220810
4532,瑞智,1250912,1519977,1540420,-17.7,-18.79,13823369,15645552,-11.64,,20220810
4540,全球傳動,283229,329530,292876,-14.05,-3.29,2387217,2148330,11.11,,20220810
4552,力達-KY,512122,438540,518087,16.77,-1.15,3192483,2943795,8.44,,20220810
4555,氣立,149859,184869,188963,-18.93,-20.69,1287459,1400139,-8.04,,20220810
4560,強信-KY,154978,161919,158514,-4.28,-2.23,1276735,1076437,18.6,,20220810
4562,穎漢,74722,66153,79112,12.95,-5.54,470646,544319,-13.53,,20220810
4564,元翎,146576,152461,228775,-3.86,-35.93,1304702,1627366,-19.82,,20220810
4566,時碩工業,477432,406815,394438,17.35,21.04,3301721,2932664,12.58,,20220810
4571,鈞興-KY,189199,206991,302672,-8.59,-37.49,1640711,1971587,-16.78,,20220810
4572,駐龍,59544,50043,39537,18.98,50.6,404150,260892,54.91,,20220810
4576,大銀微系統,283578,286237,275969,-0.92,2.75,2287366,2037651,12.25,,20220810
4583,台灣精銳,246306,291708,240476,-15.56,2.42,2283315,2184817,4.5,,20220810
5288,豐祥-KY,721680,668347,437905,7.97,64.8,5065668,3728241,35.87,,20220810
6606,建德工業,91226,82907,68805,10.03,32.58,634081,590656,7.35,,20220810
8222,寶一,47723,41131,25340,16.02,88.33,302919,222211,36.32,,20220810
8374,羅昇,294942,331442,302644,-11.01,-2.54,2600922,2462360,5.62,,20220810
8996,高力,235345,258753,179731,-9.04,30.94,1677171,1461205,14.77,,20220810
1603,華電,491483,214634,174638,128.98,181.42,2197979,1519571,44.64,,20220810
1604,聲寶,714628,845180,706217,-15.44,1.19,6372356,5898364,8.03,,20220810
1605,華新,14315935,15121399,13419588,-5.32,6.67,122415468,95922097,27.61,,20220810
1608,華榮,857290,976010,812890,-12.16,5.46,7367303,6593981,11.72,,20220810
1609,大亞,2289497,2138751,2238712,7.04,2.26,18156733,17769304,2.18,,20220810
1611,中電,140844,126845,145213,11.03,-3.0,1053557,1170219,-9.96,,20220810
1612,宏泰,470080,503497,631737,-6.63,-25.58,4044904,4227596,-4.32,,20220810
1614,三洋電,570465,692704,482311,-17.64,18.27,4475392,3959983,13.01,,20220810
1615,大山,415238,263424,372934,57.63,11.34,2746945,3012434,-8.81,,20220810
1616,億泰,366545,308203,248488,18.92,47.51,2454706,1928546,27.28,,20220810
1617,榮星,248161,278889,393843,-11.01,-36.98,2468157,3160360,-21.9,,20220810
1618,合機,405947,103947,143424,290.53,183.03,1740908,1862483,-6.52,,20220810
1626,艾美特-KY,500166,712747,487627,-29.82,2.57,7058793,7617109,-7.32,,20220810
4930,燦星網,628347,681833,868663,-7.84,-27.66,5337974,7075731,-24.55,,20220810
5283,禾聯碩,639286,751888,611845,-14.97,4.48,5077723,4412464,15.07,,20220810
1708,東鹼,882160,681342,403997,29.47,118.35,5438533,2788411,95.04,,20220810
1709,和益,874460,868527,785104,0.68,11.38,7308934,6207242,17.74,,20220810
1710,東聯,1852131,1121107,2370831,65.2,-21.87,15017815,18660168,-19.51,,20220810
1711,永光,772829,735513,757158,5.07,2.06,6244376,6099717,2.37,,20220810
1712,興農,1910508,2021193,1518611,-5.47,25.8,16097259,12671391,27.03,,20220810
1713,國化,58815,44478,49951,32.23,17.74,432490,402005,7.58,,20220810
1714,和桐,2042992,2338832,1673015,-12.64,22.11,14994176,13064924,14.76,,20220810
1717,長興,3878708,4010038,4368209,-3.27,-11.2,33437349,33022270,1.25,,20220810
1718,中纖,2973454,2952896,2735907,0.69,8.68,22352359,21140142,5.73,,20220810
1721,三晃,225643,230167,194246,-1.96,16.16,2107638,1787838,17.88,,20220810
1722,台肥,1318608,1191512,996228,10.66,32.36,10341270,7458025,38.65,,20220810
1723,中碳,865016,964882,751480,-10.35,15.1,7444938,5121411,45.36,,20220810
1725,元禎,646962,632445,846697,2.29,-23.58,6556231,7040199,-6.87,,20220810
1726,永記,763776,791287,727220,-3.47,5.02,6303584,5709163,10.41,,20220810
1727,中華化,192152,192762,164839,-0.31,16.56,1541760,1228844,25.46,,20220810
1730,花仙子,266545,204056,241463,30.62,10.38,1880855,1930883,-2.59,,20220810
1732,毛寶,46050,49203,48631,-6.4,-5.3,401254,412443,-2.71,,20220810
1735,日勝化,242407,229032,244920,5.83,-1.02,2089876,2099976,-0.48,,20220810
1773,勝一,973028,900338,1008976,8.07,-3.56,7920923,7006562,13.05,,20220810
1776,展宇,126953,101105,129490,25.56,-1.95,1018391,1000297,1.8,,20220810
4720,德淵,322875,326494,277210,-1.1,16.47,2467503,2291076,7.7,,20220810
4722,國精化,285783,378792,404410,-24.55,-29.33,3191648,3101420,2.9,,20220810
4739,康普,680910,797698,616595,-14.64,10.43,6743282,4741718,42.21,,20220810
4755,三福化,419269,411234,386062,1.95,8.6,4030478,2747763,46.68,,20220810
4763,材料-KY,416873,372572,210207,11.89,98.31,2633554,1726415,52.54,,20220810
4764,雙鍵,226376,227727,261889,-0.59,-13.56,1956410,2022364,-3.26,,20220810
4766,南寶,1993074,1882912,1306960,5.85,52.49,14434939,11730229,23.05,,20220810
4770,上品,420669,524897,460637,-19.85,-8.67,3922783,2450739,60.06,,20220810
1701,中化,678623,659390,614507,2.91,10.43,5374000,5298755,1.42,,20220810
1707,葡萄王,838287,792012,749006,5.84,11.91,6405352,6086116,5.24,,20220810
1720,生達,509036,462839,379426,9.98,34.15,3690531,2988152,23.5,,20220810
1731,美吾華,103953,105362,105984,-1.33,-1.91,838169,843796,-0.66,,20220810
1733,五鼎,198847,203389,169558,-2.23,17.27,1532295,1402798,9.23,,20220810
1734,杏輝,240083,193219,192807,24.25,24.51,1817424,1581008,14.95,,20220810
1752,南光,151201,180890,153505,-16.41,-1.5,1180700,1187383,-0.56,,20220810
1760,寶齡富錦,345476,159290,217592,116.88,58.77,1774124,1295786,36.91,,20220810
1762,中化生,156945,130715,175815,20.06,-10.73,1396595,1293571,7.96,,20220810
1783,和康生,56342,46993,47965,19.89,17.46,380851,315256,20.8,,20220810
1786,科妍,38740,58552,55141,-33.83,-29.74,329870,324208,1.74,,20220810
1789,神隆,189826,290904,232901,-34.74,-18.49,2024207,1829398,10.64,,20220810
1795,美時,996806,1043645,936958,-4.48,6.38,8112261,8833317,-8.16,,20220810
3164,景岳,32210,18103,29139,77.92,10.53,236758,271005,-12.63,,20220810
3705,永信,556860,537095,666505,3.67,-16.45,5003788,5017669,-0.27,,20220810
4104,佳醫,634672,562980,539838,12.73,17.56,4580291,4235799,8.13,,20220810
4106,雃博,260700,219580,179714,18.72,45.06,1755809,1520791,15.45,,20220810
4108,懷特,14316,8752,19215,63.57,-25.49,90922,116807,-22.16,,20220810
4119,旭富,124845,49649,65351,151.45,91.03,543878,658468,-17.4,,20220810
4133,亞諾法,42019,30430,34436,38.08,22.02,274625,324825,-15.45,,20220810
4137,麗豐-KY,396987,388205,380085,2.26,4.44,2582300,3121488,-17.27,,20220810
4142,國光生,109142,277341,235780,-60.64,-53.71,966217,383538,151.92,,20220810
