代號,名稱,前日餘額,賣出,買進,現券,今日餘額,限額,前日餘額,當日賣出,當日還券,當日調整,當日餘額,次一營業日可限額,備註,日期
2362,藍天,"10,000",0,0,0,"10,000","158,065,750","1,617,000","2,000",0,0,"1,619,000","186,996", ,20231211
2363,矽統,"10,836,000","247,000","479,000","1,000","10,603,000","187,397,339","45,718,560","366,000","112,000",0,"45,972,560","18,596,835", ,20231211
2364,倫飛,"190,000","41,000","3,000",0,"228,000","7,749,800","392,000","4,000",0,0,"396,000","524,219", ,20231211
2365,昆盈,"16,000","37,000",0,0,"53,000","55,382,124","2,050,000","309,000","15,000",0,"2,344,000","607,234", ,20231211
2367,燿華,"976,000","49,000","181,000","2,000","842,000","167,351,793","38,092,204","173,000","1,044,000",0,"37,221,204","5,924,603", ,20231211
2368,金像電,"2,915,000","5,000","61,000","1,000","2,858,000","122,959,764","7,712,000","314,000",0,0,"8,026,000","2,702,109", ,20231211
2369,菱生,"1,018,000","22,000","21,000",0,"1,019,000","95,025,586","8,007,000","7,000",0,0,"8,014,000","3,582,994", ,20231211
2371,大同,"659,000","164,000","38,000",0,"785,000","584,884,171","42,907,000","3,925,000","1,541,324",0,"45,290,676","4,171,992", ,20231211
2373,震旦行,0,0,0,0,0,"59,050,629","156,000",0,0,0,"156,000","8,493", ,20231211
2374,佳能,"61,000",0,0,"1,000","60,000","71,886,578","3,354,000","7,000","12,000",0,"3,349,000","836,661", ,20231211
2375,凱美,"97,000",0,"21,000",0,"76,000","27,168,833","1,418,000","101,000",0,0,"1,519,000","423,057", ,20231211
2376,技嘉,"2,228,000","112,000","268,000",0,"2,072,000","158,922,221","39,341,484","3,051,000",0,0,"42,392,484","6,932,422", ,20231211
2377,微星,"112,000","1,000","5,000",0,"108,000","211,214,049","3,314,960","135,000",0,0,"3,449,960","1,320,603", ,20231211
2379,瑞昱,"82,000","6,000",0,0,"88,000","128,215,910","6,843,316","219,000","413,000",0,"6,649,316","643,648", ,20231211
2380,虹光,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231211
2382,廣達,"3,685,000","53,000","94,000",0,"3,644,000","965,656,858","120,111,928","968,000","1,431,000",0,"119,648,928","11,781,897", ,20231211
2383,台光電,"479,000","19,000","7,000","33,000","458,000","85,566,549","12,675,292","172,000","83,000",0,"12,764,292","1,726,893", ,20231211
2385,群光,"172,000","2,000","4,000",0,"170,000","190,013,293","8,927,817","44,000","20,000",0,"8,951,817","1,236,470", ,20231211
2387,精元,"122,000","11,000","2,000",0,"131,000","48,812,762","1,019,000","2,000",0,0,"1,021,000","773,812", ,20231211
2388,威盛,"7,260,000","78,000","1,181,000",0,"6,157,000","124,794,047","11,628,000","1,978,000","360,000",0,"13,246,000","12,611,082", ,20231211
2390,云辰,"114,000","4,000",0,0,"118,000","48,154,860","2,566,000","39,000",0,0,"2,605,000","1,268,800", ,20231211
2392,正崴,"128,000","37,000","2,000",0,"163,000","128,081,735","3,495,000","46,000","6,000",0,"3,535,000","657,507", ,20231211
2393,億光,"18,000","1,000",0,0,"19,000","110,848,271","2,532,000","6,000",0,0,"2,538,000","266,119", ,20231211
2395,研華,0,"1,000",0,0,"1,000","214,480,787","2,197,408","17,000","1,000",0,"2,213,408","285,373", ,20231211
2397,友通,0,0,0,0,0,"28,672,214","210,000",0,0,0,"210,000","9,485", ,20231211
2399,映泰,"357,000","3,000","68,000",0,"292,000","44,525,000","9,724,000","542,000",0,0,"10,266,000","1,831,733", ,20231211
2401,凌陽,"848,000","26,000","28,000",0,"846,000","147,998,729","7,657,000","285,000","41,000",0,"7,901,000","4,456,440", ,20231211
2402,毅嘉,"616,000","116,000","71,000",0,"661,000","76,884,133","26,165,000","54,000","127,000",0,"26,092,000","4,031,206", ,20231211
2404,漢唐,"26,000",0,0,0,"26,000","47,646,674","2,587,036","4,000","67,000",0,"2,524,036","287,991", ,20231211
2405,輔信,"323,000","2,000","24,000",0,"301,000","85,856,825","7,875,000","3,000",0,0,"7,878,000","3,797,195", ,20231211
2406,國碩,"30,000","1,000","9,000",0,"22,000","87,726,422","10,587,406","7,000","37,000",0,"10,557,406","517,785", ,20231211
2408,南亞科,"822,000","16,000","30,000",0,"808,000","774,523,723","23,093,090","26,000","1,566,000",0,"21,553,090","4,608,715", ,20231211
2409,友達,"1,997,000","12,000","49,000","1,000","1,959,000","1,924,849,023","112,343,540","855,000","8,000",0,"113,190,540","7,860,505", ,20231211
2412,中華電,"19,000",0,0,0,"19,000","1,939,361,636","16,505,858","40,000","60,970",0,"16,484,888","2,234,559", ,20231211
2413,環科,"106,000","16,000","77,000",0,"45,000","31,839,800","2,603,000","42,000",0,0,"2,645,000","329,147", ,20231211
2414,精技,0,0,0,0,0,"40,433,961","531,000",0,0,0,"531,000","16,308", ,20231211
2415,錩新,"7,000",0,0,0,"7,000","22,500,000","1,193,000",0,"6,000",0,"1,187,000","79,187", ,20231211
2417,圓剛,"1,651,000","5,000","2,000",0,"1,654,000","39,517,216","4,210,000","24,000",0,0,"4,234,000","3,969,074", ,20231211
2419,仲琦,"336,000","14,000","43,000",0,"307,000","80,329,307","9,091,000","99,000",0,0,"9,190,000","884,133", ,20231211
2420,新巨,"7,000",0,0,0,"7,000","38,162,172","493,000",0,"3,000",0,"490,000","66,020", ,20231211
2421,建準,"322,000","1,000","63,000",0,"260,000","68,296,659","10,582,000","92,000","34,000",0,"10,640,000","2,230,592", ,20231211
2423,固緯,0,0,0,0,0,"36,261,822","818,000",0,"8,000",0,"810,000","103,256", ,20231211
2424,隴華,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231211
2425,承啟,"141,000","13,000","1,000",0,"153,000","24,124,707","4,300,000","1,000",0,0,"4,301,000","1,157,030", ,20231211
2426,鼎元,"6,000",0,0,0,"6,000","75,155,563","1,643,000",0,0,0,"1,643,000","130,134", ,20231211
2427,三商電,"920,000","208,000","3,000",0,"1,125,000","46,078,615","2,889,000","31,000",0,0,"2,920,000","1,320,437", ,20231211
2428,興勤,"17,000",0,"6,000",0,"11,000","32,028,181","1,924,000","76,000",0,0,"2,000,000","138,340", ,20231211
2429,銘旺科,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231211
2430,燦坤,"3,000",0,0,0,"3,000","29,200,000","661,000","2,000",0,0,"663,000","23,757", ,20231211
2431,聯昌,"1,000",0,0,0,"1,000","27,731,753","640,000",0,0,0,"640,000","32,954", ,20231211
2433,互盛電,0,0,0,0,0,"36,124,002","43,000",0,0,0,"43,000","6,082", ,20231211
2434,統懋,0,0,0,0,0,"2,377,720","27,000",0,0,0,"27,000","15,401", ,20231211
2436,偉詮電,"1,785,000","1,000","21,000",0,"1,765,000","44,502,490","4,228,000","107,000","56,000",0,"4,279,000","1,798,972", ,20231211
2438,翔耀,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231211
2439,美律,"549,000","1,000",0,0,"550,000","54,846,810","2,195,215","58,000","18,000",0,"2,235,215","1,255,471", ,20231211
2440,太空梭,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231211
2441,超豐,"13,000",0,0,0,"13,000","142,211,480","3,074,000",0,"5,000",0,"3,069,000","193,005", ,20231211
2442,新美齊,"10,000","2,000","1,000",0,"11,000","61,959,053","2,279,764","73,000","2,000",0,"2,350,764","676,216", ,20231211
2443,昶虹,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231211
2444,兆勁,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231211
2449,京元電子,"1,279,000","17,000","26,000",0,"1,270,000","305,686,266","12,949,525","117,000","50,000",0,"13,016,525","3,435,633", ,20231211
2450,神腦,0,0,0,0,0,"64,563,164","435,000",0,0,0,"435,000","60,553", ,20231211
2451,創見,"46,000","1,000",0,0,"47,000","107,265,418","1,751,000",0,"39,000",0,"1,712,000","318,031", ,20231211
2453,凌群,"127,000","7,000","23,000",0,"111,000","25,000,000","3,550,000","48,000","132,000",0,"3,466,000","862,629", ,20231211
2454,聯發科,"463,000",0,"11,000",0,"452,000","399,911,879","2,274,518","51,000","249,000",0,"2,076,518","2,014,437", ,20231211
2455,全新,"469,000","5,000","13,000",0,"461,000","46,226,479","2,363,000","22,000","163,000",0,"2,222,000","1,341,756", ,20231211
2457,飛宏,"2,241,000","12,000","78,000",0,"2,175,000","98,422,104","19,817,264","335,000","707,000",0,"19,445,264","2,879,878", ,20231211
2458,義隆,"168,000","12,000","2,000",0,"178,000","75,970,098","1,933,514","23,000","84,000",0,"1,872,514","1,118,749", ,20231211
2459,敦吉,0,0,0,0,0,"26,398,903","116,000",0,0,0,"116,000","27,108", ,20231211
2460,建通,"114,000",0,"2,000",0,"112,000","42,300,000","2,537,000",0,0,0,"2,537,000","496,321", ,20231211
2461,光群雷,"27,000","1,000",0,0,"28,000","42,325,758","1,813,000","2,000",0,0,"1,815,000","300,302", ,20231211
2462,良得電,"650,000","5,000","7,000","3,000","645,000","29,328,033","6,574,910","8,000",0,0,"6,582,910","1,382,130", ,20231211
2464,盟立,"42,000",0,0,0,"42,000","48,882,806","3,109,000",0,"4,000",0,"3,105,000","112,531", ,20231211
2465,麗臺,"56,000",0,"1,000",0,"55,000",0,0,0,0,0,0,0,XV ,20231211
2466,冠西電,0,0,0,0,0,"40,952,741","63,000",0,0,0,"63,000","4,494", ,20231211
2467,志聖,"54,000","4,000","27,000",0,"31,000","39,188,837","612,949","8,000",0,0,"620,949","272,027", ,20231211
2468,華經,"107,000","10,000","1,000",0,"116,000","17,490,312","1,576,000","1,000",0,0,"1,577,000","521,474", ,20231211
2471,資通,"14,000","2,000","5,000",0,"11,000","11,813,472","1,023,000",0,0,0,"1,023,000","106,560", ,20231211
2472,立隆電,"41,000","8,000","2,000","10,000","37,000","41,183,784","931,000","80,000",0,0,"1,011,000","451,020", ,20231211
2474,可成,"3,000","2,000",0,0,"5,000","170,091,017","8,781,250",0,"629,000",0,"8,152,250","890,543", ,20231211
2476,鉅祥,"301,000","47,000",0,0,"348,000","47,663,574","3,073,000","384,000","40,000",0,"3,417,000","1,201,202", ,20231211
2477,美隆電,0,0,0,0,0,"39,643,311","195,000",0,0,0,"195,000","23,619", ,20231211
2478,大毅,"6,000",0,0,0,"6,000","36,182,834","406,000",0,0,0,"406,000","81,294", ,20231211
2480,敦陽科,"7,000",0,0,0,"7,000","26,590,072","554,000","18,000","26,000",0,"546,000","92,240", ,20231211
2481,強茂,"79,000","5,000","6,000",0,"78,000","95,528,731","13,133,000","667,000","8,000",0,"13,792,000","735,194", ,20231211
2482,連宇,"1,052,000",0,"4,000",0,"1,048,000","19,470,677","4,365,000","41,000",0,0,"4,406,000","378,477", ,20231211
2483,百容,"1,000",0,0,0,"1,000","27,273,451","614,000",0,0,0,"614,000","19,562", ,20231211
2484,希華,"31,000",0,"1,000",0,"30,000","39,855,255","5,011,000",0,"177,000",0,"4,834,000","274,530", ,20231211
2485,兆赫,"428,000","7,000","1,000",0,"434,000","79,422,259","12,021,000","36,000","109,000",0,"11,948,000","1,565,392", ,20231211
2486,一詮,"969,000","59,000","34,000",0,"994,000","55,489,644","14,362,701","71,000",0,0,"14,433,701","2,254,308", ,20231211
2488,漢平,"7,000",0,0,0,"7,000","19,999,858","856,000","8,000","5,000",0,"859,000","415,826", ,20231211
2489,瑞軒,"20,000","30,000","2,000",0,"48,000","185,025,000","1,714,000","106,000",0,0,"1,820,000","628,457", ,20231211
2491,吉祥全,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231211
2492,華新科,"425,000","13,000","3,000",0,"435,000","121,451,074","5,621,366","1,404,000","356,000",0,"6,669,366","2,845,362", ,20231211
2493,揚博,"39,000",0,0,0,"39,000","28,609,347","589,000",0,0,0,"589,000","92,021", ,20231211
2495,普安,"18,000","2,000","7,000",0,"13,000","68,387,884","6,171,000","74,000","4,000",0,"6,241,000","351,681", ,20231211
2496,卓越,0,0,0,0,0,"4,775,110","47,000",0,0,0,"47,000","27,305", ,20231211
2497,怡利電,"91,000",0,0,0,"91,000","30,699,615","4,895,991","10,000","169,000",0,"4,736,991","153,987", ,20231211
2498,宏達電,"1,628,000","13,000","26,000",0,"1,615,000","207,910,621","66,987,024","312,000","647,000",0,"66,652,024","1,917,345", ,20231211
2501,國建,0,0,0,0,0,"289,890,264","3,882,000","69,000",0,0,"3,951,000","463,954", ,20231211
2504,國產,"24,000",0,0,0,"24,000","295,000,000","8,350,000","310,000",0,0,"8,660,000","457,871", ,20231211
2505,國揚,"3,000",0,0,0,"3,000","95,000,000","2,237,000",0,0,0,"2,237,000","38,016", ,20231211
2506,太設,"4,000",0,"1,000",0,"3,000","75,125,104","399,000",0,0,0,"399,000","94,233", ,20231211
2509,全坤建,0,0,0,0,0,"56,137,632","245,000","1,000",0,0,"246,000","43,877", ,20231211
2511,太子,0,0,0,0,0,"405,831,536","6,288,000","18,000","285,000",0,"6,021,000","136,686", ,20231211
2514,龍邦,"1,000",0,0,0,"1,000","98,682,319","564,000",0,0,0,"564,000","65,363", ,20231211
2515,中工,"63,000","2,000",0,0,"65,000","382,724,955","15,518,000","13,000","913,000",0,"14,618,000","3,623,667", ,20231211
2516,新建,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231211
2520,冠德,"85,000","9,000","1,000",0,"93,000","138,542,525","1,450,000","8,000",0,0,"1,458,000","537,539", ,20231211
2524,京城,0,0,0,0,0,"92,354,900","165,000",0,0,0,"165,000","9,709", ,20231211
2527,宏璟,"1,000","1,000",0,0,"2,000","67,576,500","339,000","5,000",0,0,"344,000","104,326", ,20231211
2528,皇普,"705,000","174,000",0,"156,000","723,000","69,271,352","445,000",0,0,0,"445,000","118,767", ,20231211
2530,華建,"39,000",0,0,0,"39,000","130,188,116","6,454,000",0,0,0,"6,454,000","366,825", ,20231211
2534,宏盛,"2,000",0,0,0,"2,000","118,556,992","9,974,000","50,000",0,0,"10,024,000","167,332", ,20231211
2535,達欣工,"2,000",0,0,0,"2,000","67,698,491","147,000",0,0,0,"147,000","138,516", ,20231211
2536,宏普,"3,000",0,0,0,"3,000","83,202,163","1,535,000",0,0,0,"1,535,000","78,957", ,20231211
2537,聯上發,"2,000",0,0,0,"2,000","75,139,448","3,189,000",0,0,0,"3,189,000","415,773", ,20231211
2538,基泰,"529,000",0,"19,000",0,"510,000","109,612,191","4,987,000","26,000","1,000",0,"5,012,000","750,490", ,20231211
2539,櫻花建,"3,000",0,0,0,"3,000","214,278,481","1,091,465",0,0,0,"1,091,465","155,020", ,20231211
2540,愛山林,"25,000",0,0,0,"25,000","97,901,662","1,097,550","112,000","17,000",0,"1,192,550","242,171", ,20231211
2542,興富發,"24,000","1,000","7,000",0,"18,000","471,035,397","17,341,598","649,000","137,000",0,"17,853,598","735,675", ,20231211
2543,皇昌,"926,000","79,000","30,000",0,"975,000","59,370,947","540,000",0,0,0,"540,000","2,155,259", ,20231211
2545,皇翔,"4,000",0,0,0,"4,000","81,933,702","1,832,000",0,0,0,"1,832,000","36,949", ,20231211
2546,根基,0,0,0,0,0,"30,180,399","249,000","5,000","4,000",0,"250,000","17,604", ,20231211
2547,日勝生,"1,000",0,0,0,"1,000","220,023,662","4,586,832",0,0,0,"4,586,832","325,334", ,20231211
2548,華固,"1,000",0,0,0,"1,000","69,203,181","2,204,000","2,000",0,0,"2,206,000","106,233", ,20231211
2597,潤弘,0,0,0,0,0,"46,237,500","482,310","1,000",0,0,"483,310","20,276", ,20231211
2601,益航,"126,000","18,000","13,000",0,"131,000","206,194,016","15,668,000","187,000","39,000",0,"15,816,000","1,376,901", ,20231211
2603,長榮,"2,378,000","138,000","33,000",0,"2,483,000","529,105,020","43,855,870","207,000","1,429,000",0,"42,633,870","4,718,610", ,20231211
2605,新興,"3,165,000","126,000","817,000",0,"2,474,000","146,338,324","13,795,000","651,000","114,000",0,"14,332,000","7,199,707", ,20231211
2606,裕民,"803,000","39,000","73,000",0,"769,000","211,263,928","39,665,214","74,000","1,266,000",0,"38,473,214","5,255,262", ,20231211
2607,榮運,"66,000",0,"1,000",0,"65,000","266,785,273","5,735,000","118,000","181,000",0,"5,672,000","1,488,087", ,20231211
2608,嘉里大榮,"1,000",0,0,0,"1,000","116,750,124","992,000","11,000",0,0,"1,003,000","60,482", ,20231211
2609,陽明,"4,756,000","32,000","125,000",0,"4,663,000","873,026,067","119,649,068","864,000","1,273,000",0,"119,240,068","4,653,629", ,20231211
2610,華航,"2,149,000","6,000","155,000",0,"2,000,000","1,512,778,241","121,203,000","2,060,000",0,0,"123,263,000","10,699,091", ,20231211
2611,志信,"115,000","13,000","20,000",0,"108,000","47,250,568","2,268,500",0,"6,000",0,"2,262,500","860,244", ,20231211
2612,中航,"575,000","12,000","93,000",0,"494,000","49,371,148","2,423,000",0,"82,000",0,"2,341,000","1,284,213", ,20231211
2613,中櫃,"32,000",0,0,0,"32,000","37,105,864","507,000",0,0,0,"507,000","124,171", ,20231211
2614,東森,0,0,0,0,0,"75,060,767","2,356,000","190,000","35,000",0,"2,511,000","388,455", ,20231211
2615,萬海,"4,353,000","185,000","88,000",0,"4,450,000","701,536,573","39,376,326","755,000","294,000",0,"39,837,326","2,333,185", ,20231211
2616,山隆,0,0,0,0,0,"34,320,456","446,000",0,0,0,"446,000","101,307", ,20231211
2617,台航,"73,000","3,000","6,000",0,"70,000","104,323,621","4,385,000","12,000","55,000",0,"4,342,000","1,335,240", ,20231211
2618,長榮航,"3,857,000","16,000","300,000",0,"3,573,000","1,350,111,083","63,032,000","4,777,000",0,0,"67,809,000","25,711,892", ,20231211
2630,亞航,0,0,0,0,0,0,"1,866,911",0,0,0,"1,866,911","1,217,230",Y ,20231211
2633,台灣高鐵,"14,000",0,0,0,"14,000","657,073,264","2,812,917",0,"109,000",0,"2,703,917","843,052", ,20231211
2634,漢翔,"277,000","3,000","2,000",0,"278,000","235,466,775","17,760,000","35,000","8,000",0,"17,787,000","2,462,572", ,20231211
2636,台驊投控,"33,000",0,"1,000",0,"32,000","35,847,807","3,953,626","2,000",0,0,"3,955,626","287,084", ,20231211
2637,慧洋-KY,"385,000","9,000","17,000",0,"377,000","186,602,299","18,109,441","40,000","1,074,000",0,"17,075,441","2,588,555", ,20231211
2642,宅配通,"1,000",0,0,0,"1,000","23,866,750","522,000","1,000",0,0,"523,000","32,197", ,20231211
2645,長榮航太,0,0,0,0,0,"93,642,740","1,808,000","3,000","167,000",0,"1,644,000","285,499", ,20231211
2701,萬企,"2,000",0,"1,000",0,"1,000","112,491,959","1,445,000",0,0,0,"1,445,000","118,916", ,20231211
2702,華園,"6,000",0,0,0,"6,000","39,153,312","510,800",0,0,0,"510,800","107,176", ,20231211
2704,國賓,"3,000",0,0,0,"3,000","91,730,835","1,555,000","11,000","10,000",0,"1,556,000","52,146", ,20231211
2705,六福,"15,000",0,"1,000",0,"14,000","46,634,157","3,804,000","13,000","34,000",0,"3,783,000","538,676", ,20231211
2706,第一店,"12,000",0,0,0,"12,000","124,999,586","2,673,000","6,000","76,000",0,"2,603,000","160,420", ,20231211
2707,晶華,"25,000",0,"1,000",0,"24,000","31,850,809","3,238,000","12,000",0,0,"3,250,000","256,842", ,20231211
2712,遠雄來,0,0,0,0,0,"26,250,000","130,000",0,0,0,"130,000","18,759", ,20231211
2722,夏都,"328,000","12,000","14,000",0,"326,000","29,553,584","96,000",0,0,0,"96,000","538,110", ,20231211
2723,美食-KY,"3,000","1,000",0,0,"4,000","45,000,000","1,574,450","160,000","140,000",0,"1,594,450","265,456", ,20231211
2727,王品,"99,000","1,000",0,0,"100,000","19,247,055","2,559,932","50,000",0,0,"2,609,932","302,276", ,20231211
2731,雄獅,"420,000","8,000","12,000",0,"416,000","23,306,992","1,758,631","6,000",0,0,"1,764,631","1,186,572", ,20231211
2739,寒舍,"29,000","1,000",0,0,"30,000","22,881,500","115,000",0,"3,000",0,"112,000","617,925", ,20231211
2748,雲品,"378,000","10,000","10,000",0,"378,000","26,444,685","1,640,900",0,0,0,"1,640,900","1,290,620", ,20231211
2753,八方雲集,"9,000",0,0,0,"9,000","16,604,949","939,000","2,000","21,000",0,"920,000","76,512", ,20231211
2801,彰銀,"2,000","50,000","1,000",0,"51,000","2,714,573,240","7,870,377",0,"323,000",0,"7,547,377","2,553,669", ,20231211
2809,京城銀,"19,000",0,0,0,"19,000","277,808,566","4,338,000",0,"46,000",0,"4,292,000","408,687", ,20231211
2812,台中銀,"31,000","4,000",0,0,"35,000","1,306,523,835","8,270,731",0,0,0,"8,270,731","1,493,438", ,20231211
2816,旺旺保,"590,000","47,000","33,000",0,"604,000","55,902,000","1,905,150","6,000",0,0,"1,911,150","1,328,841", ,20231211
2820,華票,"3,000",0,0,0,"3,000","335,740,000","5,460,000",0,"18,000",0,"5,442,000","147,513", ,20231211
2832,台產,0,0,0,0,0,"90,550,100","449,000",0,0,0,"449,000","113,461", ,20231211
2834,臺企銀,"16,000","2,000","1,000",0,"17,000","1,935,006,165","32,556,175","2,000",0,0,"32,558,175","3,235,701", ,20231211
2836,高雄銀,"42,000",0,0,0,"42,000","308,574,556","7,431,030","117,000","14,000",0,"7,534,030","118,503", ,20231211
2838,聯邦銀,"10,000",0,0,0,"10,000","944,738,125","9,585,579","20,000","18,000",0,"9,587,579","472,002", ,20231211
2845,遠東銀,"19,000",0,0,0,"19,000","1,017,370,963","8,642,951","86,000","259,000",0,"8,469,951","1,092,439", ,20231211
2849,安泰銀,0,0,0,0,0,"223,623,986","238,000",0,0,0,"238,000","20,012", ,20231211
2850,新產,"1,000",0,0,0,"1,000","78,990,825","750,000","1,000","9,000",0,"742,000","118,021", ,20231211
2851,中再保,"1,000",0,0,0,"1,000","200,097,187","4,141,112",0,"1,000",0,"4,140,112","263,204", ,20231211
2852,第一保,0,0,0,0,0,"75,290,946","417,000",0,0,0,"417,000","119,898", ,20231211
2855,統一證,"110,000",0,0,0,"110,000","363,957,835","4,153,000","1,000","74,000",0,"4,080,000","214,342", ,20231211
2867,三商壽,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231211
2880,華南金,"16,000",0,0,0,"16,000","3,410,686,474","37,188,591","180,000","160,000",0,"37,208,591","2,914,151", ,20231211
2881,富邦金,"235,000","17,000","7,000",0,"245,000","3,253,743,310","79,812,960","698,000","613,000",0,"79,897,960","3,668,742", ,20231211
2882,國泰金,"538,000","3,000","30,000",0,"511,000","3,667,302,532","69,086,127","1,050,000","531,000",0,"69,605,127","4,478,398", ,20231211
2883,開發金,"356,000","5,000","9,000",0,"352,000","4,208,645,157","222,747,561","2,966,000","767,000",0,"224,946,561","23,335,912", ,20231211
2884,玉山金,"71,000",0,0,0,"71,000","3,916,000,000","61,938,321","50,000","132,000",0,"61,856,321","5,385,131", ,20231211
2885,元大金,"22,000","1,000",0,0,"23,000","3,172,270,594","2,687,827","169,000",0,0,"2,856,827","4,025,455", ,20231211
2886,兆豐金,"290,000","29,000","11,000",0,"308,000","3,512,834,534","89,467,023","721,000","909,000",0,"89,279,023","4,648,005", ,20231211
2887,台新金,"39,000",0,"1,000",0,"38,000","3,119,265,459","21,647,447","129,000","58,000",0,"21,718,447","3,528,583", ,20231211
2888,新光金,"12,115,000","80,000","1,032,000",0,"11,163,000","3,871,907,260","343,107,745","6,334,000","1,452,000",0,"347,989,745","7,583,469", ,20231211
2889,國票金,"19,000",0,0,"2,000","17,000","861,845,995","27,446,060","649,000",0,0,"28,095,060","1,040,663", ,20231211
2890,永豐金,"276,000","15,000",0,0,"291,000","3,094,109,985","18,570,271","27,000",0,0,"18,597,271","4,306,979", ,20231211
2891,中信金,"558,000","4,000","38,000",0,"524,000","4,895,824,276","3,476,850",0,0,0,"3,476,850","12,225,632", ,20231211
2892,第一金,"26,000",0,0,0,"26,000","3,405,036,384","6,883,672","29,000","121,000",0,"6,791,672","3,832,998", ,20231211
2897,王道銀行,"652,000","24,000",0,0,"676,000","683,498,075","15,807,000","23,000",0,0,"15,830,000","711,206", ,20231211
2901,欣欣,0,0,0,0,0,"18,260,820","52,000",0,0,0,"52,000","6,336", ,20231211
2903,遠百,"1,000",0,0,0,"1,000","354,235,147","6,469,000","21,000",0,0,"6,490,000","492,900", ,20231211
2904,匯僑,0,0,0,0,0,"19,458,608","86,000",0,0,0,"86,000","7,625", ,20231211
2905,三商,"1,000","1,000",0,0,"2,000","280,623,925","5,214,797","63,000",0,0,"5,277,797","442,711", ,20231211
2906,高林,"128,000",0,"3,000",0,"125,000","52,277,773","5,745,000",0,0,0,"5,745,000","127,603", ,20231211
2908,特力,0,0,0,0,0,"127,471,889","877,000",0,0,0,"877,000","82,715", ,20231211
2910,統領,0,0,0,0,0,"52,181,250","7,000",0,0,0,"7,000","3,374", ,20231211
2911,麗嬰房,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231211
2912,統一超,0,0,0,0,0,"259,905,563","350,108","8,000",0,0,"358,108","269,055", ,20231211
2913,農林,"102,000","23,000",0,0,"125,000","176,687,500","26,891,000","153,000",0,0,"27,044,000","764,917", ,20231211
2915,潤泰全,"27,000",0,0,0,"27,000","276,079,693","23,585,064","99,000","526,000",0,"23,158,064","890,101", ,20231211
2929,淘帝-KY,"3,000","2,000",0,0,"5,000","27,373,459","1,975,000",0,0,0,"1,975,000","153,322", ,20231211
2939,凱羿-KY,0,0,0,0,0,"11,387,166","134,000",0,0,0,"134,000","25,097", ,20231211
3002,歐格,0,0,0,0,0,"25,500,000","304,000",0,0,0,"304,000","100,253", ,20231211
3003,健和興,"9,000",0,0,0,"9,000","38,913,722","4,050,000","4,000","65,000",0,"3,989,000","85,893", ,20231211
3004,豐達科,"35,000","1,000",0,0,"36,000","13,462,538","1,335,000",0,"4,000",0,"1,331,000","95,066", ,20231211
3005,神基,"743,000","19,000","3,000",0,"759,000","152,327,350","3,518,000","133,000",0,0,"3,651,000","2,681,715", ,20231211
3006,晶豪科,"1,017,000","170,000","23,000",0,"1,164,000","71,542,767","15,252,000","192,000",0,0,"15,444,000","3,722,728", ,20231211
3008,大立光,"21,000",0,0,0,"21,000","33,367,049","1,178,966","8,000","78,000",0,"1,108,966","204,852", ,20231211
3010,華立,"82,000","1,000","1,000",0,"82,000","59,005,070","1,732,980",0,0,0,"1,732,980","141,701", ,20231211
3011,今皓,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231211
3013,晟銘電,"2,065,000","31,000","315,000","15,000","1,766,000","38,983,754","9,599,000",0,0,0,"9,599,000","5,004,282", ,20231211
3014,聯陽,"225,000","4,000","14,000",0,"215,000","40,270,031","6,104,000","8,000","25,000",0,"6,087,000","809,273", ,20231211
3015,全漢,"2,000",0,0,0,"2,000","46,815,487","363,000",0,0,0,"363,000","101,354", ,20231211
3016,嘉晶,"151,000",0,"1,000",0,"150,000","72,134,842","4,972,655","7,000",0,0,"4,979,655","168,525", ,20231211
3017,奇鋐,"701,000","61,000","18,000",0,"744,000","95,827,539","18,225,772","478,000","39,000",0,"18,664,772","2,896,434", ,20231211
3018,隆銘綠能,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231211
3019,亞光,"35,000",0,0,0,"35,000","69,810,975","2,807,000","2,000",0,0,"2,809,000","287,229", ,20231211
3021,鴻名,0,0,0,0,0,"23,972,500","391,000",0,0,0,"391,000","42,894", ,20231211
3022,威強電,"10,000","1,000","1,000",0,"10,000","44,149,447","2,920,000","2,000","128,000",0,"2,794,000","431,427", ,20231211
3023,信邦,"4,000",0,0,0,"4,000","60,008,289","1,147,000","29,000",0,0,"1,176,000","249,570", ,20231211
3024,憶聲,"358,000","2,000",0,0,"360,000","69,289,374","2,593,000",0,0,0,"2,593,000","420,009", ,20231211
3025,星通,0,"1,000",0,0,"1,000","14,184,110",0,"1,000",0,0,"1,000","2,506,393", ,20231211
3026,禾伸堂,0,0,0,0,0,"41,472,579","2,129,689","2,000",0,0,"2,131,689","62,280", ,20231211
