代號,名稱,前日餘額,賣出,買進,現券,今日餘額,限額,前日餘額,當日賣出,當日還券,當日調整,當日餘額,次一營業日可限額,備註,日期
00682U,期元大美元指數,0,0,0,0,0,"2,036,000","10,000",0,0,0,"10,000","6,630", ,20231214
00683L,期元大美元指正2,"385,000","15,000","11,000",0,"389,000","7,358,500","471,000",0,0,0,"471,000","114,080", ,20231214
00684R,期元大美元指反1,0,0,0,0,0,"1,797,000",0,0,0,0,0,"4,371", ,20231214
00685L,群益臺灣加權正2,"31,000",0,"1,000",0,"30,000","1,284,750","80,000",0,0,0,"80,000","41,423", ,20231214
00686R,群益臺灣加權反1,"13,000",0,"3,000",0,"10,000","11,569,000",0,0,0,0,0,"107,181", ,20231214
00688L,國泰20年美債正2,"1,178,000","42,000","460,000",0,"760,000","172,778,750","21,849,000","1,550,000","379,000",0,"23,020,000","6,532,320", ,20231214
00689R,國泰20年美債反1,"1,000",0,0,0,"1,000","2,347,250","17,000",0,0,0,"17,000","36,777", ,20231214
00690,兆豐藍籌30,"2,000",0,0,0,"2,000","11,332,500","357,000",0,0,0,"357,000","347,955", ,20231214
00692,富邦公司治理,0,0,0,0,0,"172,570,000","15,628,000",0,0,0,"15,628,000","899,871", ,20231214
00693U,期街口S&P黃豆,0,0,0,0,0,"3,666,500","102,000",0,0,0,"102,000","20,378", ,20231214
00700,富邦恒生國企,0,0,0,0,0,"6,120,750","475,000",0,0,0,"475,000","87,600", ,20231214
00701,國泰股利精選30,0,0,0,0,0,"64,847,750","1,529,000",0,0,0,"1,529,000","306,250", ,20231214
00702,國泰標普低波高息,0,0,0,0,0,"1,672,000","1,000",0,0,0,"1,000","34,567",X ,20231214
00703,台新MSCI中國,0,0,0,0,0,"2,887,500","150,000",0,0,0,"150,000","18,105", ,20231214
00706L,期元大S&P日圓正2,"1,113,000","271,000",0,0,"1,384,000","115,771,000","12,519,000",0,"932,000",0,"11,587,000","3,155,148", ,20231214
00707R,期元大S&P日圓反1,0,0,0,0,0,"1,713,750",0,0,0,0,0,"2,239",X ,20231214
00708L,期元大S&P黃金正2,"376,000","20,000","94,000",0,"302,000","9,018,250","649,000",0,0,0,"649,000","300,286", ,20231214
00709,富邦歐洲,0,0,0,0,0,"2,615,000","66,000",0,0,0,"66,000","16,752",X ,20231214
00710B,復華彭博非投等債,0,0,0,0,0,"76,065,250","505,000",0,0,0,"505,000","123,945",X ,20231214
00711B,復華彭博新興債,0,0,0,0,0,"221,815,250","129,000",0,0,0,"129,000","52,989",X ,20231214
00712,復華富時不動產,"2,000",0,"2,000",0,0,"723,877,750","45,326,000",0,0,0,"45,326,000","6,794,992",X ,20231214
00713,元大台灣高息低波,0,0,0,0,0,"245,878,000","15,105,000","1,218,000",0,0,"16,323,000","1,271,548",X ,20231214
00714,群益道瓊美國地產,0,0,0,0,0,"10,516,750","691,000",0,0,0,"691,000","115,729", ,20231214
00715L,期街口布蘭特正2,"5,799,000","167,000","358,000",0,"5,608,000","210,846,000","32,372,000",0,0,0,"32,372,000","12,733,756", ,20231214
00717,富邦美國特別股,0,0,0,0,0,"52,026,250","751,000",0,0,0,"751,000","85,597", ,20231214
00728,第一金工業30,0,0,0,0,0,"20,980,750","811,000",0,0,0,"811,000","165,966", ,20231214
00730,富邦臺灣優質高息,0,0,0,0,0,"23,886,000","256,000",0,0,0,"256,000","135,159", ,20231214
00731,復華富時高息低波,0,0,0,0,0,"3,525,000","239,000",0,0,0,"239,000","168,714", ,20231214
00733,富邦臺灣中小,"10,000","5,000",0,0,"15,000","8,866,500","789,000",0,0,0,"789,000","186,730", ,20231214
00735,國泰臺韓科技,0,0,0,0,0,"1,697,250",0,0,0,0,0,"42,759", ,20231214
00736,國泰新興市場,0,0,0,0,0,"1,681,750","42,000",0,0,0,"42,000","33,261", ,20231214
00737,國泰AI+Robo,0,0,0,0,0,"7,259,500","294,000",0,0,0,"294,000","40,537", ,20231214
00738U,期元大道瓊白銀,"40,000",0,"5,000",0,"35,000","13,449,750","463,000",0,0,0,"463,000","165,130", ,20231214
00739,元大MSCI A股,0,0,0,0,0,"8,747,000","81,000",0,0,0,"81,000","14,123",X ,20231214
00752,中信中國50,"2,000",0,"2,000",0,0,"109,929,000","8,230,000",0,0,0,"8,230,000","731,407", ,20231214
00753L,中信中國50正2,"569,000","215,000","41,000",0,"743,000","158,039,250","30,514,000","1,509,000",0,0,"32,023,000","5,272,592", ,20231214
00757,統一FANG+,"100,000",0,0,0,"100,000","44,498,500","2,545,000",0,0,0,"2,545,000","552,017", ,20231214
00762,元大全球AI,"11,000",0,0,0,"11,000","6,562,000","256,000",0,0,0,"256,000","50,302", ,20231214
00763U,期街口道瓊銅,"1,000",0,0,0,"1,000","3,391,250","38,000",0,0,0,"38,000","50,052", ,20231214
00770,國泰北美科技,0,0,0,0,0,"2,739,500","76,000",0,0,0,"76,000","23,139", ,20231214
00771,元大US高息特別股,0,0,0,0,0,"5,056,250","50,000",0,0,0,"50,000","11,362",X ,20231214
00775B,新光投等債15+,0,0,0,0,0,"26,775,000","1,000",0,0,0,"1,000","1,743",X ,20231214
00783,富邦中証500,0,0,0,0,0,"2,382,750","254,000",0,0,0,"254,000","16,374", ,20231214
00830,國泰費城半導體,"260,000","6,000","11,000",0,"255,000","93,866,250","6,234,000",0,0,0,"6,234,000","1,679,924", ,20231214
00850,元大臺灣ESG永續,0,0,0,0,0,"103,736,000","7,776,000",0,0,0,"7,776,000","799,722", ,20231214
00851,台新全球AI,0,0,0,0,0,"1,756,250","18,000",0,0,0,"18,000","16,011", ,20231214
00852L,國泰美國道瓊正2,"379,000",0,0,0,"379,000","2,091,250","210,000",0,0,0,"210,000","188,794", ,20231214
00861,元大全球未來通訊,0,0,0,0,0,"28,603,000","817,000",0,0,0,"817,000","132,359", ,20231214
00865B,國泰US短期公債,0,0,0,0,0,"2,936,000","45,000",0,0,0,"45,000","81,397",X ,20231214
00875,國泰網路資安,0,0,0,0,0,"6,622,000","180,000",0,0,0,"180,000","73,705", ,20231214
00876,元大全球5G,0,0,0,0,0,"35,631,000","1,539,000",0,0,0,"1,539,000","173,135", ,20231214
00878,國泰永續高股息,"73,000","36,000",0,0,"109,000","2,871,322,500","101,933,000",0,"4,570,000",0,"97,363,000","17,222,616", ,20231214
00881,國泰台灣5G+,"29,000",0,0,0,"29,000","611,975,750","12,586,000",0,0,0,"12,586,000","2,807,392", ,20231214
00882,中信中國高股息,"36,000",0,0,0,"36,000","932,962,250","62,885,000",0,0,0,"62,885,000","5,011,256", ,20231214
00885,富邦越南,"273,000","10,000","1,000",0,"282,000","545,184,500","18,343,000","616,000","29,000",0,"18,930,000","3,312,029", ,20231214
00891,中信關鍵半導體,"4,000",0,0,0,"4,000","304,772,500","8,618,000",0,0,0,"8,618,000","2,705,514", ,20231214
00892,富邦台灣半導體,"8,000",0,0,0,"8,000","157,573,000","3,750,000",0,0,0,"3,750,000","1,737,960", ,20231214
00893,國泰智能電動車,"596,000",0,0,0,"596,000","275,846,000","12,606,000",0,"36,000",0,"12,570,000","2,228,111", ,20231214
00894,中信小資高價30,0,0,0,0,0,"29,752,250","1,023,000",0,0,0,"1,023,000","400,220", ,20231214
00895,富邦未來車,"184,000",0,0,0,"184,000","70,104,000","3,136,000",0,"4,000",0,"3,132,000","751,368", ,20231214
00896,中信綠能及電動車,0,0,0,0,0,"67,970,000","2,018,000",0,0,0,"2,018,000","513,472",X ,20231214
00897,富邦基因免疫生技,"17,000","8,000",0,0,"25,000","72,878,000","4,336,000",0,0,0,"4,336,000","426,529", ,20231214
00898,國泰基因免疫革命,0,0,0,0,0,"76,619,000","625,000",0,0,0,"625,000","180,761", ,20231214
00899,FT潔淨能源,0,0,0,0,0,"6,033,750","756,000",0,0,0,"756,000","42,713", ,20231214
00900,富邦特選高股息30,"393,000","34,000",0,0,"427,000","664,256,250","11,227,000",0,0,0,"11,227,000","5,294,178", ,20231214
00901,永豐智能車供應鏈,0,0,0,0,0,"37,087,250","1,049,000",0,0,0,"1,049,000","451,611", ,20231214
00902,中信電池及儲能,"6,000",0,0,0,"6,000","178,249,250","10,217,000",0,0,0,"10,217,000","1,137,453", ,20231214
00903,富邦元宇宙,"114,000",0,0,0,"114,000","73,055,250","1,809,000",0,0,0,"1,809,000","399,754", ,20231214
00904,新光臺灣半導體30,0,0,0,0,0,"26,778,000","610,000",0,0,0,"610,000","507,216", ,20231214
00905,FT臺灣Smart,"1,000","1,000",0,0,"2,000","48,456,750","1,713,000",0,0,0,"1,713,000","736,717", ,20231214
00907,永豐優息存股,0,0,0,0,0,"51,908,250","4,058,000",0,0,0,"4,058,000","901,630",X ,20231214
00908,富邦入息REITs+,0,0,0,0,0,"13,229,000","2,602,000",0,0,0,"2,602,000","199,096", ,20231214
00909,國泰數位支付服務,0,0,0,0,0,"2,676,000","163,000",0,0,0,"163,000","128,174", ,20231214
00910,第一金太空衛星,0,0,0,0,0,"1,734,750",0,0,0,0,0,"75,752", ,20231214
00911,兆豐洲際半導體,0,0,0,0,0,"1,475,750",0,0,0,0,0,"37,506", ,20231214
00912,中信臺灣智慧50,0,0,0,0,0,"13,188,250","539,000",0,0,0,"539,000","229,803", ,20231214
00913,兆豐台灣晶圓製造,0,0,0,0,0,"2,191,500",0,0,0,0,0,"51,041", ,20231214
00915,凱基優選高股息30,0,0,0,0,0,"73,620,750","5,873,000",0,0,0,"5,873,000","2,180,818",X ,20231214
00916,國泰全球品牌50,0,0,0,0,0,"16,979,750","630,000",0,0,0,"630,000","139,046", ,20231214
00917,中信特選金融,0,0,0,0,0,"7,244,500","350,000",0,0,0,"350,000","113,620", ,20231214
00918,大華優利高填息30,0,0,0,0,0,"93,191,000","3,755,000",0,0,0,"3,755,000","3,797,925",X ,20231214
00919,群益台灣精選高息,0,0,0,0,0,"921,908,750","61,765,000",0,0,0,"61,765,000","21,445,458",X ,20231214
00920,富邦ESG綠色電力,0,0,0,0,0,"3,695,000","221,000",0,0,0,"221,000","98,135", ,20231214
00921,兆豐龍頭等權重,0,0,0,0,0,"27,192,500","1,389,000",0,0,0,"1,389,000","605,990",X ,20231214
00922,國泰台灣領袖50,"9,000","3,000",0,0,"12,000","144,921,500","2,843,000",0,0,0,"2,843,000","2,090,036", ,20231214
00923,群益台ESG低碳50,0,"4,000",0,0,"4,000","180,105,750","7,032,000",0,0,0,"7,032,000","2,379,824", ,20231214
00924,復華S&P500成長,0,0,0,0,0,"28,400,750","1,737,000","208,000",0,0,"1,945,000","401,974", ,20231214
00925,新光標普電動車,0,0,0,0,0,"1,937,750",0,0,0,0,0,"91,109", ,20231214
00926,凱基全球菁英55,0,0,0,0,0,"6,245,500","277,000",0,0,0,"277,000","151,113",X ,20231214
00927,群益半導體收益,0,0,0,0,0,"41,349,250","2,582,000",0,0,0,"2,582,000","627,972", ,20231214
00929,復華台灣科技優息,0,0,0,0,0,"1,479,159,750","43,112,000","5,399,000",0,0,"48,511,000","23,061,662",X ,20231214
00930,永豐ESG低碳高息,0,0,0,0,0,"26,944,750","140,000",0,0,0,"140,000","654,694", ,20231214
00932,兆豐永續高息等權,0,0,0,0,0,"62,070,750","1,040,000",0,0,0,"1,040,000","1,058,671", ,20231214
00934,中信成長高股息,0,0,0,0,0,"136,131,500","3,210,000",0,0,0,"3,210,000","4,933,767", ,20231214
00935,野村臺灣新科技50,0,0,0,0,0,"50,376,000","3,673,000","367,000",0,0,"4,040,000","3,048,641", ,20231214
00936,台新永續高息中小,"2,000","11,000","1,000",0,"12,000","65,199,250","557,000",0,0,0,"557,000","4,770,716", ,20231214
1101,台泥,"106,000","1,000",0,0,"107,000","1,887,795,435","118,218,046","2,209,000","646,000",0,"119,781,046","7,128,198", ,20231214
1102,亞泥,"1,000",0,0,0,"1,000","886,640,720","25,394,000","1,015,000","505,000",0,"25,904,000","1,548,464", ,20231214
1103,嘉泥,0,0,0,0,0,"197,561,864","4,402,100","1,000","8,000",0,"4,395,100","77,120", ,20231214
1104,環泥,"7,000",0,0,0,"7,000","168,304,366","6,529,970",0,"245,000",0,"6,284,970","280,118", ,20231214
1108,幸福,"1,000",0,0,0,"1,000","101,184,512","1,712,000",0,0,0,"1,712,000","179,951", ,20231214
1109,信大,0,0,0,0,0,"85,289,717","309,000",0,0,0,"309,000","44,153", ,20231214
1110,東泥,0,0,0,0,0,"143,000,199","616,000",0,0,0,"616,000","26,937", ,20231214
1201,味全,0,0,0,0,0,"126,515,728","3,424,338","27,000",0,0,"3,451,338","93,211", ,20231214
1203,味王,0,0,0,0,0,"60,000,000","63,000",0,0,0,"63,000","13,257", ,20231214
1210,大成,"14,000","8,000","2,000",0,"20,000","223,691,805","4,813,004","1,000","134,954",0,"4,679,050","489,263", ,20231214
1213,大飲,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231214
1215,卜蜂,"5,000",0,0,0,"5,000","73,697,524","1,766,900",0,0,0,"1,766,900","92,795", ,20231214
1216,統一,"30,000","1,000",0,0,"31,000","1,420,503,855","7,392,067","311,000","126,000",0,"7,577,067","3,626,839", ,20231214
1217,愛之味,"45,000",0,"10,000",0,"35,000","123,628,334","9,716,000","15,000","34,000",0,"9,697,000","688,257", ,20231214
1218,泰山,"81,000",0,0,0,"81,000","124,999,759","5,501,908",0,"109,000",0,"5,392,908","235,118", ,20231214
1219,福壽,0,0,0,0,0,"82,915,845","2,306,880",0,0,0,"2,306,880","84,976", ,20231214
1220,台榮,0,0,0,0,0,"44,269,486","1,051,000","3,000",0,0,"1,054,000","47,682", ,20231214
1225,福懋油,0,0,0,0,0,"57,409,551","63,000",0,0,0,"63,000","5,229", ,20231214
1227,佳格,"4,000",0,"1,000",0,"3,000","228,772,397","6,540,409","2,000",0,0,"6,542,409","143,382", ,20231214
1229,聯華,"16,000",0,0,0,"16,000","395,934,891","5,025,900","306,000","156,000",0,"5,175,900","324,889", ,20231214
1231,聯華食,0,0,0,0,0,"61,664,147","1,068,500",0,"11,000",0,"1,057,500","34,970", ,20231214
1232,大統益,0,0,0,0,0,"39,993,728","385,000",0,"3,000",0,"382,000","11,126", ,20231214
1233,天仁,0,0,0,0,0,"22,647,987","59,000",0,0,0,"59,000","2,671", ,20231214
1234,黑松,0,0,0,0,0,"100,467,773","486,000",0,0,0,"486,000","37,845", ,20231214
1235,興泰,0,0,0,0,0,"37,416,237","15,000",0,0,0,"15,000","2,809", ,20231214
1236,宏亞,0,0,0,0,0,"21,668,502","34,000",0,0,0,"34,000","7,297", ,20231214
1256,鮮活果汁-KY,0,0,0,0,0,"8,460,540","77,000",0,0,0,"77,000","2,254", ,20231214
1301,台塑,"16,000","1,000",0,0,"17,000","1,591,435,195","58,610,340","251,000","94,000",0,"58,767,340","1,566,357", ,20231214
1303,南亞,"55,000","21,000","3,000",0,"73,000","1,982,705,397","38,734,664","254,000","1,000",0,"38,987,664","1,908,825", ,20231214
1304,台聚,"209,000","2,000","4,000",0,"207,000","297,190,875","8,296,000","23,000","43,000",0,"8,276,000","342,853", ,20231214
1305,華夏,"13,000","2,000",0,0,"15,000","145,262,623","5,932,750","24,000","36,000",0,"5,920,750","393,589", ,20231214
1307,三芳,"5,000",0,0,0,"5,000","99,454,531","978,000",0,"10,000",0,"968,000","182,979", ,20231214
1308,亞聚,"192,000",0,"1,000",0,"191,000","148,435,979","12,412,690","204,000","32,000",0,"12,584,690","225,409", ,20231214
1309,台達化,"13,000",0,0,0,"13,000","99,396,712","2,373,150","4,000",0,0,"2,377,150","123,124", ,20231214
1310,台苯,"12,000",0,0,0,"12,000","131,967,441","4,994,000",0,"291,000",0,"4,703,000","251,976", ,20231214
1312,國喬,"1,972,000","121,000","172,000",0,"1,921,000","226,655,082","19,746,000","660,000",0,0,"20,406,000","696,804", ,20231214
1313,聯成,"149,000",0,0,0,"149,000","341,129,026","6,536,000","7,000",0,0,"6,543,000","516,578", ,20231214
1314,中石化,"87,000","1,000",0,0,"88,000","946,212,532","100,445,807","810,000","690,000",0,"100,565,807","2,602,118", ,20231214
1315,達新,0,0,0,0,0,"24,774,750","51,000",0,0,0,"51,000","3,865", ,20231214
1316,上曜,"367,000",0,"8,000","43,000","316,000","69,764,490","3,780,739","1,000",0,0,"3,781,739","717,332", ,20231214
1319,東陽,"1,008,000","21,000","11,000",0,"1,018,000","147,869,267","3,638,000",0,"67,000",0,"3,571,000","2,151,486", ,20231214
1321,大洋,0,0,0,0,0,"56,807,067","486,000",0,0,0,"486,000","141,774", ,20231214
1323,永裕,0,0,0,0,0,"22,818,638","118,000",0,0,0,"118,000","12,060", ,20231214
1324,地球,"149,000","22,000","29,000",0,"142,000","18,780,470","688,000","24,000",0,0,"712,000","1,056,303", ,20231214
1325,恆大,"1,255,000","125,000","7,000","1,000","1,372,000","21,320,299","565,000",0,0,0,"565,000","794,730", ,20231214
1326,台化,"39,000",0,0,0,"39,000","1,465,296,572","20,857,358","7,000","14,000",0,"20,850,358","1,095,353", ,20231214
1337,再生-KY,0,0,0,0,0,"67,238,682","2,405,994",0,"11,000",0,"2,394,994","70,723", ,20231214
1338,廣華-KY,"106,000","3,000",0,0,"109,000","20,960,000","927,000","13,000",0,0,"940,000","125,727", ,20231214
1339,昭輝,"24,000","1,000",0,0,"25,000","18,534,718","833,000","6,000","28,000",0,"811,000","307,052", ,20231214
1340,勝悅-KY,0,0,0,0,0,"38,230,713","746,600",0,"4,000",0,"742,600","25,923", ,20231214
1341,富林-KY,0,0,0,0,0,0,"19,000",0,0,0,"19,000","2,888",Y ,20231214
1342,八貫,"9,000","1,000",0,"1,000","9,000","17,832,391","1,394,000","15,000","50,000",0,"1,359,000","170,218", ,20231214
1402,遠東新,"21,000","1,000",0,0,"22,000","1,338,218,806","56,144,000","681,000","667,000",0,"56,158,000","2,960,927", ,20231214
1409,新纖,0,0,0,0,0,"404,602,321","18,284,000","52,000","342,000",0,"17,994,000","422,798", ,20231214
1410,南染,0,0,0,0,0,"15,750,000","160,000",0,0,0,"160,000","16,476", ,20231214
1413,宏洲,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231214
1414,東和,0,0,0,0,0,"55,000,000","488,000",0,0,0,"488,000","24,059", ,20231214
1416,廣豐,"5,000",0,0,0,"5,000","46,335,542","454,000","1,000",0,0,"455,000","91,920", ,20231214
1417,嘉裕,"11,000","1,000","8,000",0,"4,000","47,485,460","1,911,000","11,000",0,0,"1,922,000","56,309", ,20231214
1418,東華,0,0,0,0,0,"11,708,577","34,000",0,"2,000",0,"32,000","14,820", ,20231214
1419,新紡,0,0,0,0,0,"75,010,320","205,000","1,000",0,0,"206,000","14,083", ,20231214
1423,利華,0,0,0,0,0,"24,912,000","6,000",0,0,0,"6,000","33,347", ,20231214
1432,大魯閣,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231214
1434,福懋,"1,000",0,0,0,"1,000","421,166,159","11,976,000","216,000",0,0,"12,192,000","341,574", ,20231214
1435,中福,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231214
1436,華友聯,"11,000",0,"1,000",0,"10,000","24,892,839","97,000",0,0,0,"97,000","33,042", ,20231214
1437,勤益控,0,0,0,0,0,"50,842,821","584,000",0,0,0,"584,000","93,189", ,20231214
1438,三地開發,0,0,0,0,0,"17,801,439","112,000",0,0,0,"112,000","15,034", ,20231214
1439,雋揚,"1,000",0,0,0,"1,000","23,000,000","81,000",0,"1,000",0,"80,000","3,885", ,20231214
1440,南紡,"65,000","1,000",0,0,"66,000","414,203,964","12,190,750","43,000","53,000",0,"12,180,750","576,149", ,20231214
1441,大東,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231214
1442,名軒,"20,000",0,0,0,"20,000","91,552,839","1,824,000",0,"22,000",0,"1,802,000","259,014", ,20231214
1443,立益物流,0,0,0,0,0,"33,835,752","221,000",0,"2,000",0,"219,000","9,008", ,20231214
1444,力麗,"12,000",0,0,0,"12,000","248,898,764","16,159,000","80,000","218,000",0,"16,021,000","380,352", ,20231214
1445,大宇,"1,000",0,0,0,"1,000","32,666,508","714,000","15,000",0,0,"729,000","69,007", ,20231214
1446,宏和,"4,000",0,0,0,"4,000","34,427,378","417,000",0,0,0,"417,000","38,386", ,20231214
1447,力鵬,"33,000",0,0,0,"33,000","227,517,810","5,373,000",0,0,0,"5,373,000","361,510", ,20231214
1449,佳和,"485,000","18,000","48,000","2,000","453,000","20,671,741","1,489,000",0,0,0,"1,489,000","1,597,855", ,20231214
1451,年興,0,0,0,0,0,"51,597,500","974,000",0,0,0,"974,000","77,028", ,20231214
1452,宏益,0,0,0,0,0,"33,160,350","416,000",0,"1,000",0,"415,000","33,635", ,20231214
1453,大將,"15,000","2,000",0,0,"17,000","26,685,608","572,200","2,000","2,000",0,"572,200","121,523", ,20231214
1454,台富,0,0,0,0,0,"32,458,462","139,000",0,0,0,"139,000","13,980", ,20231214
1455,集盛,"85,000",0,0,0,"85,000","132,922,095","3,691,000","1,000","1,000",0,"3,691,000","359,618", ,20231214
1456,怡華,0,0,0,0,0,"23,430,000","82,000",0,0,0,"82,000","20,319", ,20231214
1457,宜進,0,0,0,0,0,"75,411,910","1,477,000",0,"174,000",0,"1,303,000","128,162", ,20231214
1459,聯發,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231214
1460,宏遠,0,0,0,0,0,0,"3,074,000",0,"179,000",0,"2,895,000","187,754",X ,20231214
1463,強盛,"1,000",0,"1,000",0,0,"43,317,095","688,000","14,000","3,000",0,"699,000","128,902", ,20231214
1464,得力,0,0,0,0,0,"101,909,897","1,071,000",0,0,0,"1,071,000","56,562", ,20231214
1465,偉全,0,0,0,0,0,"25,901,816","49,000",0,0,0,"49,000","10,210", ,20231214
1466,聚隆,"9,000","20,000","7,000",0,"22,000","27,789,330","268,000","9,000","2,000",0,"275,000","137,022", ,20231214
1467,南緯,"15,000",0,0,0,"15,000","42,052,440","4,205,000",0,"3,000",0,"4,202,000","212,980", ,20231214
1468,昶和,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231214
1470,大統新創,0,0,0,0,0,"21,441,750","41,000",0,0,0,"41,000","7,730", ,20231214
1471,首利,"4,000",0,0,0,"4,000",0,0,0,0,0,0,0,XV ,20231214
1472,三洋實業,0,0,0,0,0,"2,658,813","13,000",0,0,0,"13,000","62,154", ,20231214
1473,台南,"4,000",0,0,0,"4,000","36,538,383","708,000","4,000",0,0,"712,000","120,071", ,20231214
1474,弘裕,0,0,0,0,0,"32,474,242","272,000",0,0,0,"272,000","36,818", ,20231214
1475,業旺,0,0,0,0,0,0,"64,000",0,"1,000",0,"63,000","26,163",X ,20231214
1476,儒鴻,"9,000",0,"1,000",0,"8,000","68,591,777","685,616","8,000","10,000",0,"683,616","211,164", ,20231214
1477,聚陽,"125,000",0,0,0,"125,000","60,464,145","2,105,294","93,000","25,000",0,"2,173,294","624,759", ,20231214
1503,士電,"340,000","50,000","39,000","1,000","350,000","130,243,055","10,159,000","705,000","311,000",0,"10,553,000","2,486,646", ,20231214
1504,東元,"233,000","10,000","12,000",0,"231,000","534,699,154","28,419,000","554,000","387,000",0,"28,586,000","4,011,256", ,20231214
1506,正道,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231214
1512,瑞利,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231214
1513,中興電,"1,198,000","18,000","51,000",0,"1,165,000","125,778,128","24,969,000","287,000","458,000",0,"24,798,000","5,886,043", ,20231214
1514,亞力,"4,903,000","326,000","93,000","245,000","4,891,000","61,733,823","8,638,070","111,000","1,971,000",0,"6,778,070","7,816,017", ,20231214
1515,力山,"938,000","2,000","49,000",0,"891,000","45,368,375","2,149,676","10,000","259,000",0,"1,900,676","2,763,060", ,20231214
1516,川飛,"11,000",0,"10,000",0,"1,000","9,705,035","182,879","4,000","18,058",0,"168,821","63,607", ,20231214
1517,利奇,"140,000","2,000",0,0,"142,000","56,421,251","2,633,000",0,0,0,"2,633,000","59,622", ,20231214
1519,華城,"2,443,000","219,000","68,000",0,"2,594,000","65,264,637","3,845,000","135,000","39,000",0,"3,941,000","4,547,441", ,20231214
1521,大億,"7,000",0,"7,000",0,0,"19,057,500","248,000","11,000",0,0,"259,000","87,438", ,20231214
1522,堤維西,"462,000","25,000","6,000",0,"481,000","78,224,470","5,108,000","23,000","303,000",0,"4,828,000","2,519,821", ,20231214
1524,耿鼎,"1,846,000","152,000","212,000","1,000","1,785,000","41,327,599","4,747,000","84,000","390,000",0,"4,441,000","5,317,038", ,20231214
1525,江申,"161,000",0,0,0,"161,000","18,350,033","323,000","2,000","14,000",0,"311,000","46,477", ,20231214
1526,日馳,"10,000",0,"4,000",0,"6,000","15,000,000","804,000",0,0,0,"804,000","23,903", ,20231214
1527,鑽全,"4,000",0,0,0,"4,000","34,642,660","1,317,000",0,0,0,"1,317,000","46,958", ,20231214
1528,恩德,"5,000",0,"5,000",0,0,"47,832,750","2,823,000","15,000",0,0,"2,838,000","209,833", ,20231214
1529,樂事綠能,"157,000","8,000","6,000",0,"159,000","37,644,435","5,771,440","251,000",0,0,"6,022,440","1,405,328", ,20231214
1530,亞崴,0,0,0,0,0,"24,148,542","70,000",0,0,0,"70,000","19,030", ,20231214
1531,高林股,0,0,0,0,0,"45,902,020","225,000",0,0,0,"225,000","32,471", ,20231214
1532,勤美,"153,000",0,0,0,"153,000","94,502,271","1,296,000","25,000","10,000",0,"1,311,000","401,920", ,20231214
1533,車王電,"37,000",0,"1,000",0,"36,000","24,636,871","1,564,195","13,000","11,000",0,"1,566,195","87,132", ,20231214
1535,中宇,0,0,0,0,0,"30,935,638","298,000",0,0,0,"298,000","19,961", ,20231214
1536,和大,"6,000","48,000","1,000",0,"53,000","69,879,378","10,386,443","155,000","21,000",0,"10,520,443","179,721", ,20231214
1537,廣隆,0,0,0,0,0,"20,516,198","760,000","2,000","3,000",0,"759,000","32,917", ,20231214
1538,正峰,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231214
1539,巨庭,"8,000",0,0,0,"8,000","16,342,500","578,000",0,0,0,"578,000","48,703", ,20231214
1540,喬福,"1,000",0,0,0,"1,000","21,368,403","1,089,000",0,0,0,"1,089,000","153,318", ,20231214
1541,錩泰,"1,000",0,0,0,"1,000","19,700,000","66,000",0,0,0,"66,000","24,308", ,20231214
1558,伸興,0,0,0,0,0,"16,633,907","338,000","1,000",0,0,"339,000","28,905", ,20231214
1560,中砂,"861,000","5,000","8,000",0,"858,000","36,227,472","3,102,000",0,0,0,"3,102,000","1,415,036", ,20231214
1568,倉佑,"244,000","1,000","41,000",0,"204,000","25,771,639","1,734,000","64,000","91,000",0,"1,707,000","1,296,658", ,20231214
1582,信錦,"700,000","78,000","1,000","47,000","730,000","33,942,530","1,093,000","15,000","105,000",0,"1,003,000","2,083,185", ,20231214
1583,程泰,0,0,0,0,0,"27,600,093","18,000",0,0,0,"18,000","2,189", ,20231214
1587,吉茂,"2,000",0,0,0,"2,000","17,156,112","526,980",0,"12,000",0,"514,980","19,407", ,20231214
1589,永冠-KY,"287,000","11,000",0,0,"298,000","29,533,985","3,947,431","34,000",0,0,"3,981,431","124,257", ,20231214
1590,亞德客-KY,"1,000",0,0,0,"1,000","49,999,999","1,362,000","42,000","5,000",0,"1,399,000","151,990", ,20231214
1597,直得,"1,000",0,0,0,"1,000","22,315,451","557,000",0,0,0,"557,000","21,430", ,20231214
1598,岱宇,"5,000",0,0,0,"5,000","39,902,438","1,713,000","60,000",0,0,"1,773,000","196,707", ,20231214
1603,華電,"118,000",0,0,0,"118,000","47,922,000","1,937,000","15,000","45,000",0,"1,907,000","862,072", ,20231214
1604,聲寶,"6,000",0,0,0,"6,000","96,050,000","1,582,000",0,0,0,"1,582,000","93,795", ,20231214
