,有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
13815,054606　大同國票32購01,TW23Z0546069,2023/08/11,上市,,RWSCCA,
13816,054607　大同國票33購01,TW23Z0546077,2023/08/11,上市,,RWSCCA,
13817,054608　天鈺國票32購01,TW23Z0546085,2023/08/11,上市,,RWSCCA,
13818,054609　天鈺國票33購01,TW23Z0546093,2023/08/11,上市,,RWSCCA,
13819,054610　樺漢國票33購01,TW23Z0546101,2023/08/11,上市,,RWSCCA,
13820,054611　正隆國泰34購01,TW23Z0546119,2023/08/11,上市,,RWSCCA,
13821,054612　光寶科國泰34購01,TW23Z0546127,2023/08/11,上市,,RWSCCA,
13822,054613　光寶科國泰34購02,TW23Z0546135,2023/08/11,上市,,RWSCCA,
13823,054614　興勤國泰34購01,TW23Z0546143,2023/08/11,上市,,RWSCCA,
13824,054615　南電國泰34購01,TW23Z0546150,2023/08/11,上市,,RWSCCA,
13825,054616　東哥國泰34購01,TW23Z0546168,2023/08/11,上市,,RWSCCA,
13826,054617　中工富邦34購01,TW23Z0546176,2023/08/11,上市,,RWSCCA,
13827,054618　慧洋富邦35購01,TW23Z0546184,2023/08/11,上市,,RWSCCA,
13828,054619　華擎富邦38購01,TW23Z0546192,2023/08/11,上市,,RWSCCA,
13829,054620　貿聯富邦36購01,TW23Z0546200,2023/08/11,上市,,RWSCCA,
13830,054621　愛普富邦37購01,TW23Z0546218,2023/08/11,上市,,RWSCCA,
13831,054622　臺股指富邦38購01,TW23Z0546226,2023/08/11,上市,,RWICCE,
13832,054623　道瓊反元富35購01,TW23Z0546234,2023/08/11,上市,,RWBCCA,
13833,054624　元債2X元富32購04,TW23Z0546242,2023/08/11,上市,,RWBCCA,
13834,054625　元日2X元富35購01,TW23Z0546259,2023/08/11,上市,,RWBCCA,
13835,054626　士紙元富32購01,TW23Z0546267,2023/08/11,上市,,RWSCCA,
13836,054627　士紙元富32購02,TW23Z0546275,2023/08/11,上市,,RWSCCA,
13837,054628　士紙元富32購03,TW23Z0546283,2023/08/11,上市,,RWSCCA,
13838,054629　國巨元富32購01,TW23Z0546291,2023/08/11,上市,,RWSCCA,
13839,054630　技嘉元富32購05,TW23Z0546309,2023/08/11,上市,,RWSCCA,
13840,054631　威健元富32購01,TW23Z0546317,2023/08/11,上市,,RWSCCA,
13841,054632　康舒元富32購08,TW23Z0546325,2023/08/11,上市,,RWSCCA,
13842,054633　台積電麥證32購01,TW23Z0546333,2023/08/11,上市,,RWSCCE,
13843,054634　台積電麥證33購04,TW23Z0546341,2023/08/11,上市,,RWSCCE,
13844,054635　台積電麥證33購05,TW23Z0546358,2023/08/11,上市,,RWSCCE,
13845,054636　聯發科麥證32購01,TW23Z0546366,2023/08/11,上市,,RWSCCE,
13846,054637　愛普麥證32購01,TW23Z0546374,2023/08/11,上市,,RWSCCE,
13847,054638　T50正2元大36購02,TW23Z0546382,2023/08/11,上市,,RWBCCA,
13848,054639　上証2X元大34購01,TW23Z0546390,2023/08/11,上市,,RWBCCA,
13849,054640　上証2X元大34購02,TW23Z0546408,2023/08/11,上市,,RWBCCA,
13850,054641　滬深2X元大33購05,TW23Z0546416,2023/08/11,上市,,RWBCCA,
13851,054642　滬深2X元大34購05,TW23Z0546424,2023/08/11,上市,,RWBCCA,
13852,054643　臺指2X元大36購01,TW23Z0546432,2023/08/11,上市,,RWBCCA,
13853,054644　FBNQ2X元大33購01,TW23Z0546440,2023/08/11,上市,,RWBCCA,
13854,054645　中502X元大33購01,TW23Z0546457,2023/08/11,上市,,RWBCCA,
13855,054646　中502X元大33購02,TW23Z0546465,2023/08/11,上市,,RWBCCA,
13856,054647　中興電元大35購02,TW23Z0546473,2023/08/11,上市,,RWSCCA,
13857,054648　中興電元大36購01,TW23Z0546481,2023/08/11,上市,,RWSCCA,
13858,054649　中興電元大38購01,TW23Z0546499,2023/08/11,上市,,RWSCCA,
13859,054650　華新元大33購01,TW23Z0546507,2023/08/11,上市,,RWSCCA,
13860,054651　華新元大38購01,TW23Z0546515,2023/08/11,上市,,RWSCCA,
13861,054652　華紙元大33購01,TW23Z0546523,2023/08/11,上市,,RWSCCA,
13862,054653　大成鋼元大33購06,TW23Z0546531,2023/08/11,上市,,RWSCCA,
13863,054654　長榮鋼元大33購01,TW23Z0546549,2023/08/11,上市,,RWSCCA,
13864,054655　長榮鋼元大33購02,TW23Z0546556,2023/08/11,上市,,RWSCCA,
13865,054656　光寶科元大35購06,TW23Z0546564,2023/08/11,上市,,RWSCCA,
13866,054657　聯電元大33購01,TW23Z0546572,2023/08/11,上市,,RWSCCA,
13867,054658　聯電元大33購02,TW23Z0546580,2023/08/11,上市,,RWSCCA,
13868,054659　聯電元大35購01,TW23Z0546598,2023/08/11,上市,,RWSCCA,
13869,054660　技嘉元大35購05,TW23Z0546606,2023/08/11,上市,,RWSCCA,
13870,054661　技嘉元大36購03,TW23Z0546614,2023/08/11,上市,,RWSCCA,
13871,054662　技嘉元大38購02,TW23Z0546622,2023/08/11,上市,,RWSCCA,
13872,054663　友達元大33購03,TW23Z0546630,2023/08/11,上市,,RWSCCA,
13873,054664　友達元大38購01,TW23Z0546648,2023/08/11,上市,,RWSCCA,
13874,054665　聯發科元大36購01,TW23Z0546655,2023/08/11,上市,,RWSCCA,
13875,054666　聯發科元大38購01,TW23Z0546663,2023/08/11,上市,,RWSCCA,
13876,054667　亞航元大33購01,TW23Z0546671,2023/08/11,上市,,RWSCCA,
13877,054668　亞航元大33購02,TW23Z0546689,2023/08/11,上市,,RWSCCA,
13878,054669　亞航元大33購03,TW23Z0546697,2023/08/11,上市,,RWSCCA,
13879,054670　長榮太元大33購01,TW23Z0546705,2023/08/11,上市,,RWSCCA,
13880,054671　新光金元大35購01,TW23Z0546713,2023/08/11,上市,,RWSCCA,
13881,054672　健鼎元大33購05,TW23Z0546721,2023/08/11,上市,,RWSCCA,
13882,054673　晶心科元大33購02,TW23Z0546739,2023/08/11,上市,,RWSCCA,
13883,054674　力智元大33購01,TW23Z0546747,2023/08/11,上市,,RWSCCA,
13884,054675　力智元大33購02,TW23Z0546754,2023/08/11,上市,,RWSCCA,
13885,054676　世紀鋼元大36購01,TW23Z0546762,2023/08/11,上市,,RWSCCA,
13886,054677　聚陽群益32購04,TW23Z0546770,2023/08/11,上市,,RWSCCA,
13887,054678　中興電群益32購05,TW23Z0546788,2023/08/11,上市,,RWSCCA,
13888,054679　中砂群益32購03,TW23Z0546796,2023/08/11,上市,,RWSCCA,
13889,054680　大亞群益34購01,TW23Z0546804,2023/08/11,上市,,RWSCCA,
13890,054681　第一銅群益32購02,TW23Z0546812,2023/08/11,上市,,RWSCCA,
13891,054682　三陽群益32購03,TW23Z0546820,2023/08/11,上市,,RWSCCA,
13892,054683　光寶科群益38購01,TW23Z0546838,2023/08/11,上市,,RWSCCA,
13893,054684　光寶科群益38購02,TW23Z0546846,2023/08/11,上市,,RWSCCA,
13894,054685　台達電群益32購08,TW23Z0546853,2023/08/11,上市,,RWSCCA,
13895,054686　台亞群益32購04,TW23Z0546861,2023/08/11,上市,,RWSCCA,
13896,054687　佳世達群益32購01,TW23Z0546879,2023/08/11,上市,,RWSCCA,
13897,054688　致茂群益32購02,TW23Z0546887,2023/08/11,上市,,RWSCCA,
13898,054689　大同群益33購01,TW23Z0546895,2023/08/11,上市,,RWSCCA,
13899,054690　技嘉群益32購06,TW23Z0546903,2023/08/11,上市,,RWSCCA,
13900,054691　技嘉群益38購01,TW23Z0546911,2023/08/11,上市,,RWSCCA,
13901,054692　技嘉群益38購02,TW23Z0546929,2023/08/11,上市,,RWSCCA,
13902,054693　漢唐群益32購01,TW23Z0546937,2023/08/11,上市,,RWSCCA,
13903,054694　聯發科群益32購06,TW23Z0546945,2023/08/11,上市,,RWSCCA,
13904,054695　聯發科群益32購07,TW23Z0546952,2023/08/11,上市,,RWSCCA,
13905,054696　聯發科群益34購03,TW23Z0546960,2023/08/11,上市,,RWSCCA,
13906,054697　強茂群益32購02,TW23Z0546978,2023/08/11,上市,,RWSCCA,
13907,054698　長榮群益32購07,TW23Z0546986,2023/08/11,上市,,RWSCCA,
13908,054699　華航群益33購05,TW23Z0546994,2023/08/11,上市,,RWSCCA,
13909,05469U　立積元富31售01,TW23Z05469U0,2023/03/31,上市,,RWSCPE,
13910,054700　長榮航群益32購07,TW23Z0547000,2023/08/11,上市,,RWSCCA,
13911,054701　台驊控群益32購01,TW23Z0547018,2023/08/11,上市,,RWSCCA,
13912,054702　總太群益32購03,TW23Z0547026,2023/08/11,上市,,RWSCCA,
13913,054703　華擎群益32購05,TW23Z0547034,2023/08/11,上市,,RWSCCA,
13914,054704　碩天群益32購04,TW23Z0547042,2023/08/11,上市,,RWSCCA,
13915,054705　TPK群益32購02,TW23Z0547059,2023/08/11,上市,,RWSCCA,
13916,054706　合勤控群益32購03,TW23Z0547067,2023/08/11,上市,,RWSCCA,
13917,054707　穎崴群益32購04,TW23Z0547075,2023/08/11,上市,,RWSCCA,
13918,054708　愛普群益34購02,TW23Z0547083,2023/08/11,上市,,RWSCCA,
13919,054709　緯穎群益34購02,TW23Z0547091,2023/08/11,上市,,RWSCCA,
13920,054710　南電群益32購02,TW23Z0547109,2023/08/11,上市,,RWSCCA,
13921,054711　材料中信34購01,TW23Z0547117,2023/08/14,上市,,RWSCCE,
13922,054712　材料中信36購01,TW23Z0547125,2023/08/14,上市,,RWSCCE,
13923,054713　T50正2永豐35購01,TW23Z0547133,2023/08/14,上市,,RWBCCA,
13924,054714　A50正2永豐34購01,TW23Z0547141,2023/08/14,上市,,RWBCCA,
13925,054715　寶齡永豐33購01,TW23Z0547158,2023/08/14,上市,,RWSCCA,
13926,054716　大同永豐36購01,TW23Z0547166,2023/08/14,上市,,RWSCCA,
13927,054717　台光電永豐33購01,TW23Z0547174,2023/08/14,上市,,RWSCCA,
13928,054718　台光電永豐35購01,TW23Z0547182,2023/08/14,上市,,RWSCCA,
13929,054719　台光電永豐36購02,TW23Z0547190,2023/08/14,上市,,RWSCCA,
13930,054720　奇鋐永豐34購01,TW23Z0547208,2023/08/14,上市,,RWSCCA,
13931,054721　奇鋐永豐36購01,TW23Z0547216,2023/08/14,上市,,RWSCCA,
13932,054722　嘉澤永豐35購01,TW23Z0547224,2023/08/14,上市,,RWSCCA,
13933,054723　智易永豐34購01,TW23Z0547232,2023/08/14,上市,,RWSCCA,
13934,054724　材料永豐33購01,TW23Z0547240,2023/08/14,上市,,RWSCCA,
13935,054725　材料永豐34購01,TW23Z0547257,2023/08/14,上市,,RWSCCA,
13936,054726　材料永豐35購01,TW23Z0547265,2023/08/14,上市,,RWSCCA,
13937,054727　同欣電永豐33購01,TW23Z0547273,2023/08/14,上市,,RWSCCA,
13938,054728　穎崴永豐34購01,TW23Z0547281,2023/08/14,上市,,RWSCCA,
13939,054729　緯穎永豐35購01,TW23Z0547299,2023/08/14,上市,,RWSCCA,
13940,054730　材料康和32購01,TW23Z0547307,2023/08/14,上市,,RWSCCA,
13941,054731　台玻台新32購01,TW23Z0547315,2023/08/14,上市,,RWSCCE,
13942,054732　大同台新32購01,TW23Z0547323,2023/08/14,上市,,RWSCCE,
13943,054733　三陽統一38購01,TW23Z0547331,2023/08/14,上市,,RWSCCA,
13944,054734　三陽統一38購02,TW23Z0547349,2023/08/14,上市,,RWSCCA,
13945,054735　光寶科統一32購02,TW23Z0547356,2023/08/14,上市,,RWSCCA,
13946,054736　光寶科統一33購07,TW23Z0547364,2023/08/14,上市,,RWSCCA,
13947,054737　台積電統一36購01,TW23Z0547372,2023/08/14,上市,,RWSCCA,
13948,054738　大同統一32購01,TW23Z0547380,2023/08/14,上市,,RWSCCA,
13949,054739　大同統一38購01,TW23Z0547398,2023/08/14,上市,,RWSCCA,
13950,054740　技嘉統一35購10,TW23Z0547406,2023/08/14,上市,,RWSCCA,
13951,054741　台光電統一34購07,TW23Z0547414,2023/08/14,上市,,RWSCCA,
13952,054742　台光電統一36購04,TW23Z0547422,2023/08/14,上市,,RWSCCA,
13953,054743　台光電統一38購02,TW23Z0547430,2023/08/14,上市,,RWSCCA,
13954,054744　長榮太統一37購01,TW23Z0547448,2023/08/14,上市,,RWSCCA,
13955,054745　長榮太統一38購01,TW23Z0547455,2023/08/14,上市,,RWSCCA,
13956,054746　奇鋐統一32購03,TW23Z0547463,2023/08/14,上市,,RWSCCA,
13957,054747　奇鋐統一36購02,TW23Z0547471,2023/08/14,上市,,RWSCCA,
13958,054748　奇鋐統一39購01,TW23Z0547489,2023/08/14,上市,,RWSCCA,
13959,054749　奇鋐統一39購02,TW23Z0547497,2023/08/14,上市,,RWSCCA,
13960,054750　健鼎統一32購01,TW23Z0547505,2023/08/14,上市,,RWSCCA,
13961,054751　健鼎統一38購03,TW23Z0547513,2023/08/14,上市,,RWSCCA,
13962,054752　材料統一33購01,TW23Z0547521,2023/08/14,上市,,RWSCCA,
13963,054753　材料統一38購01,TW23Z0547539,2023/08/14,上市,,RWSCCA,
13964,054754　材料統一39購01,TW23Z0547547,2023/08/14,上市,,RWSCCA,
13965,054755　材料統一3A購01,TW23Z0547554,2023/08/14,上市,,RWSCCA,
13966,054756　同欣電統一38購01,TW23Z0547562,2023/08/14,上市,,RWSCCA,
13967,054757　康舒統一38購01,TW23Z0547570,2023/08/14,上市,,RWSCCA,
13968,054758　緯穎統一35購06,TW23Z0547588,2023/08/14,上市,,RWSCCA,
13969,054759　緯穎統一39購01,TW23Z0547596,2023/08/14,上市,,RWSCCA,
13970,054760　東哥統一38購02,TW23Z0547604,2023/08/14,上市,,RWSCCA,
13971,054761　世紀鋼統一39購01,TW23Z0547612,2023/08/14,上市,,RWSCCA,
13972,054762　國巨兆豐34購01,TW23Z0547620,2023/08/14,上市,,RWSCCA,
13973,054763　奇鋐兆豐33購02,TW23Z0547638,2023/08/14,上市,,RWSCCA,
13974,054764　奇鋐兆豐34購01,TW23Z0547646,2023/08/14,上市,,RWSCCA,
13975,054765　嘉澤兆豐33購01,TW23Z0547653,2023/08/14,上市,,RWSCCA,
13976,054766　材料兆豐35購01,TW23Z0547661,2023/08/14,上市,,RWSCCA,
13977,054767　同欣電兆豐36購01,TW23Z0547679,2023/08/14,上市,,RWSCCA,
13978,054768　穎崴兆豐36購01,TW23Z0547687,2023/08/14,上市,,RWSCCA,
13979,054769　高股息元大38購01,TW23Z0547695,2023/08/14,上市,,RWBCCA,
13980,054770　香港2X元大33購03,TW23Z0547703,2023/08/14,上市,,RWBCCA,
13981,054771　光寶科元大35購07,TW23Z0547711,2023/08/14,上市,,RWSCCA,
13982,054772　光寶科元大38購02,TW23Z0547729,2023/08/14,上市,,RWSCCA,
13983,054773　佳世達元大33購02,TW23Z0547737,2023/08/14,上市,,RWSCCA,
13984,054774　技嘉元大35購06,TW23Z0547745,2023/08/14,上市,,RWSCCA,
13985,054775　技嘉元大36購04,TW23Z0547752,2023/08/14,上市,,RWSCCA,
13986,054776　技嘉元大38購03,TW23Z0547760,2023/08/14,上市,,RWSCCA,
13987,054777　台光電元大33購01,TW23Z0547778,2023/08/14,上市,,RWSCCA,
13988,054778　台光電元大35購01,TW23Z0547786,2023/08/14,上市,,RWSCCA,
13989,054779　台光電元大38購01,TW23Z0547794,2023/08/14,上市,,RWSCCA,
13990,054780　聯陽元大33購02,TW23Z0547802,2023/08/14,上市,,RWSCCA,
13991,054781　奇鋐元大35購07,TW23Z0547810,2023/08/14,上市,,RWSCCA,
13992,054782　奇鋐元大36購01,TW23Z0547828,2023/08/14,上市,,RWSCCA,
13993,054783　奇鋐元大38購01,TW23Z0547836,2023/08/14,上市,,RWSCCA,
13994,054784　健鼎元大33購06,TW23Z0547844,2023/08/14,上市,,RWSCCA,
13995,054785　玉晶光元大33購01,TW23Z0547851,2023/08/14,上市,,RWSCCA,
13996,054786　材料元大33購01,TW23Z0547869,2023/08/14,上市,,RWSCCA,
13997,054787　材料元大33購02,TW23Z0547877,2023/08/14,上市,,RWSCCA,
13998,054788　材料元大33購03,TW23Z0547885,2023/08/14,上市,,RWSCCA,
13999,054789　材料元大33購04,TW23Z0547893,2023/08/14,上市,,RWSCCA,
14000,054790　材料元大33購05,TW23Z0547901,2023/08/14,上市,,RWSCCA,
14001,054791　材料元大33購06,TW23Z0547919,2023/08/14,上市,,RWSCCA,
14002,054792　材料元大33購07,TW23Z0547927,2023/08/14,上市,,RWSCCA,
14003,054793　材料元大34購01,TW23Z0547935,2023/08/14,上市,,RWSCCA,
14004,054794　亞翔元大33購02,TW23Z0547943,2023/08/14,上市,,RWSCCA,
14005,054795　亞翔元大33購03,TW23Z0547950,2023/08/14,上市,,RWSCCA,
14006,054796　亞翔元大33購04,TW23Z0547968,2023/08/14,上市,,RWSCCA,
14007,054797　精成科元大33購01,TW23Z0547976,2023/08/14,上市,,RWSCCA,
14008,054798　啟碁元大33購02,TW23Z0547984,2023/08/14,上市,,RWSCCA,
14009,054799　世紀鋼元大36購02,TW23Z0547992,2023/08/14,上市,,RWSCCA,
14010,054800　欣興第一42購01,TW23Z0548008,2023/08/14,上市,,RWSCCA,
14011,054801　T50正2凱基36購01,TW23Z0548016,2023/08/14,上市,,RWBCCA,
14012,054802　滬深2X凱基33購03,TW23Z0548024,2023/08/14,上市,,RWBCCA,
14013,054803　中502X凱基33購04,TW23Z0548032,2023/08/14,上市,,RWBCCA,
14014,054804　中興電凱基36購01,TW23Z0548040,2023/08/14,上市,,RWSCCA,
14015,054805　華紙凱基33購02,TW23Z0548057,2023/08/14,上市,,RWSCCA,
14016,054806　三陽凱基33購02,TW23Z0548065,2023/08/14,上市,,RWSCCA,
14017,054807　光寶科凱基3B購01,TW23Z0548073,2023/08/14,上市,,RWSCCA,
14018,054808　光寶科凱基3B購02,TW23Z0548081,2023/08/14,上市,,RWSCCA,
14019,054809　光寶科凱基3B購03,TW23Z0548099,2023/08/14,上市,,RWSCCA,
14020,054810　華通凱基33購03,TW23Z0548107,2023/08/14,上市,,RWSCCA,
14021,054811　鴻海凱基35購02,TW23Z0548115,2023/08/14,上市,,RWSCCA,
14022,054812　中環凱基33購02,TW23Z0548123,2023/08/14,上市,,RWSCCA,
14023,054813　金像電凱基34購01,TW23Z0548131,2023/08/14,上市,,RWSCCA,
14024,054814　技嘉凱基36購03,TW23Z0548149,2023/08/14,上市,,RWSCCA,
14025,054815　微星凱基33購03,TW23Z0548156,2023/08/14,上市,,RWSCCA,
14026,054816　台光電凱基33購03,TW23Z0548164,2023/08/14,上市,,RWSCCA,
14027,054817　台光電凱基34購02,TW23Z0548172,2023/08/14,上市,,RWSCCA,
14028,054818　聯發科凱基36購01,TW23Z0548180,2023/08/14,上市,,RWSCCA,
14029,054819　聯陽凱基33購02,TW23Z0548198,2023/08/14,上市,,RWSCCA,
14030,054820　奇鋐凱基33購04,TW23Z0548206,2023/08/14,上市,,RWSCCA,
14031,054821　奇鋐凱基33購05,TW23Z0548214,2023/08/14,上市,,RWSCCA,
14032,054822　奇鋐凱基34購02,TW23Z0548222,2023/08/14,上市,,RWSCCA,
14033,054825　聯詠凱基33購02,TW23Z0548255,2023/08/14,上市,,RWSCCA,
14034,054826　健鼎凱基33購04,TW23Z0548263,2023/08/14,上市,,RWSCCA,
14035,054827　健鼎凱基34購01,TW23Z0548271,2023/08/14,上市,,RWSCCA,
14036,054828　材料凱基33購01,TW23Z0548289,2023/08/14,上市,,RWSCCA,
14037,054829　材料凱基33購02,TW23Z0548297,2023/08/14,上市,,RWSCCA,
14038,054830　材料凱基34購01,TW23Z0548305,2023/08/14,上市,,RWSCCA,
14039,054831　材料凱基35購01,TW23Z0548313,2023/08/14,上市,,RWSCCA,
14040,054832　材料凱基36購01,TW23Z0548321,2023/08/14,上市,,RWSCCA,
14041,054833　精成科凱基33購02,TW23Z0548339,2023/08/14,上市,,RWSCCA,
14042,054834　啟碁凱基38購01,TW23Z0548347,2023/08/14,上市,,RWSCCA,
14043,054835　愛普凱基35購01,TW23Z0548354,2023/08/14,上市,,RWSCCA,
14044,054836　矽創凱基35購01,TW23Z0548362,2023/08/14,上市,,RWSCCA,
14045,054837　明基材凱基33購02,TW23Z0548370,2023/08/14,上市,,RWSCCA,
14046,054838　美時國票32購02,TW23Z0548388,2023/08/14,上市,,RWSCCA,
14047,054839　美時國票33購02,TW23Z0548396,2023/08/14,上市,,RWSCCA,
14048,054840　美時國票33購03,TW23Z0548404,2023/08/14,上市,,RWSCCA,
14049,054841　中環國票33購01,TW23Z0548412,2023/08/14,上市,,RWSCCA,
14050,054842　台光電國票33購03,TW23Z0548420,2023/08/14,上市,,RWSCCA,
14051,054843　長榮太國票33購01,TW23Z0548438,2023/08/14,上市,,RWSCCA,
14052,054844　奇鋐國票33購01,TW23Z0548446,2023/08/14,上市,,RWSCCA,
14053,054845　奇鋐國票33購02,TW23Z0548453,2023/08/14,上市,,RWSCCA,
14054,054846　材料國票33購01,TW23Z0548461,2023/08/14,上市,,RWSCCA,
14055,054847　凌華國票33購01,TW23Z0548479,2023/08/14,上市,,RWSCCA,
14056,054848　精誠國票32購02,TW23Z0548487,2023/08/14,上市,,RWSCCA,
14057,054849　同欣電國票33購01,TW23Z0548495,2023/08/14,上市,,RWSCCA,
14058,054850　穎崴國票33購02,TW23Z0548503,2023/08/14,上市,,RWSCCA,
14059,054851　愛普國票33購02,TW23Z0548511,2023/08/14,上市,,RWSCCA,
14060,054852　愛普國票34購02,TW23Z0548529,2023/08/14,上市,,RWSCCA,
14061,054853　世紀鋼國票33購02,TW23Z0548537,2023/08/14,上市,,RWSCCA,
14062,054854　T50反1國泰34購01,TW23Z0548545,2023/08/14,上市,,RWBCCA,
14063,054855　元債2X國泰34購01,TW23Z0548552,2023/08/14,上市,,RWBCCA,
14064,054856　金像電國泰34購01,TW23Z0548560,2023/08/14,上市,,RWSCCA,
14065,054857　技嘉國泰34購02,TW23Z0548578,2023/08/14,上市,,RWSCCA,
14066,054858　台光電國泰34購01,TW23Z0548586,2023/08/14,上市,,RWSCCA,
14067,054859　奇鋐國泰34購01,TW23Z0548594,2023/08/14,上市,,RWSCCA,
14068,054860　緯穎國泰34購01,TW23Z0548602,2023/08/14,上市,,RWSCCA,
14069,054861　台光電富邦32購01,TW23Z0548610,2023/08/14,上市,,RWSCCA,
14070,054862　台光電富邦33購01,TW23Z0548628,2023/08/14,上市,,RWSCCA,
14071,054863　長榮富邦36購02,TW23Z0548636,2023/08/14,上市,,RWSCCA,
14072,054864　奇鋐富邦32購05,TW23Z0548644,2023/08/14,上市,,RWSCCA,
14073,054865　奇鋐富邦33購01,TW23Z0548651,2023/08/14,上市,,RWSCCA,
14074,054866　奇鋐富邦34購01,TW23Z0548669,2023/08/14,上市,,RWSCCA,
14075,054867　健鼎富邦37購01,TW23Z0548677,2023/08/14,上市,,RWSCCA,
14076,054868　同欣電富邦32購01,TW23Z0548685,2023/08/14,上市,,RWSCCA,
14077,054869　東哥富邦37購01,TW23Z0548693,2023/08/14,上市,,RWSCCA,
14078,054870　滬深2X群益32購02,TW23Z0548701,2023/08/14,上市,,RWBCCA,
14079,054871　國企2X群益34購01,TW23Z0548719,2023/08/14,上市,,RWBCCA,
14080,054872　FBNQ2X群益34購01,TW23Z0548727,2023/08/14,上市,,RWBCCA,
14081,054873　台泥群益34購01,TW23Z0548735,2023/08/14,上市,,RWSCCA,
14082,054874　仁寶群益32購01,TW23Z0548743,2023/08/14,上市,,RWSCCA,
14083,054875　光罩群益32購03,TW23Z0548750,2023/08/14,上市,,RWSCCA,
14084,054876　台亞群益32購05,TW23Z0548768,2023/08/14,上市,,RWSCCA,
14085,054877　長榮群益32購08,TW23Z0548776,2023/08/14,上市,,RWSCCA,
14086,054878　欣興群益32購05,TW23Z0548784,2023/08/14,上市,,RWSCCA,
14087,054879　健鼎群益34購01,TW23Z0548792,2023/08/14,上市,,RWSCCA,
14088,054880　碩天群益33購01,TW23Z0548800,2023/08/14,上市,,RWSCCA,
14089,054881　材料群益32購01,TW23Z0548818,2023/08/14,上市,,RWSCCA,
14090,054882　材料群益34購01,TW23Z0548826,2023/08/14,上市,,RWSCCA,
14091,054883　虹堡群益32購03,TW23Z0548834,2023/08/14,上市,,RWSCCA,
14092,054884　啟碁群益32購07,TW23Z0548842,2023/08/14,上市,,RWSCCA,
14093,054885　樺漢群益32購05,TW23Z0548859,2023/08/14,上市,,RWSCCA,
14094,054886　愛普群益32購09,TW23Z0548867,2023/08/14,上市,,RWSCCA,
14095,054887　裕隆元富32購03,TW23Z0548875,2023/08/14,上市,,RWSCCA,
14096,054888　三陽元富34購01,TW23Z0548883,2023/08/14,上市,,RWSCCA,
14097,054889　台積電元富35購05,TW23Z0548891,2023/08/14,上市,,RWSCCA,
14098,054890　台積電元富38購02,TW23Z0548909,2023/08/14,上市,,RWSCCA,
14099,054891　大同元富32購01,TW23Z0548917,2023/08/14,上市,,RWSCCA,
14100,054892　大同元富32購02,TW23Z0548925,2023/08/14,上市,,RWSCCA,
14101,054893　台光電元富34購04,TW23Z0548933,2023/08/14,上市,,RWSCCA,
14102,054894　長榮太元富32購02,TW23Z0548941,2023/08/14,上市,,RWSCCA,
14103,054895　奇鋐元富32購01,TW23Z0548958,2023/08/14,上市,,RWSCCA,
14104,054896　奇鋐元富34購03,TW23Z0548966,2023/08/14,上市,,RWSCCA,
14105,054897　材料元富32購01,TW23Z0548974,2023/08/14,上市,,RWSCCA,
14106,054898　材料元富32購02,TW23Z0548982,2023/08/14,上市,,RWSCCA,
14107,054899　材料元富35購01,TW23Z0548990,2023/08/14,上市,,RWSCCA,
14108,054900　愛普元富32購05,TW23Z0549006,2023/08/14,上市,,RWSCCA,
14109,054901　緯穎元富32購05,TW23Z0549014,2023/08/14,上市,,RWSCCA,
14110,054902　華新麥證33購01,TW23Z0549022,2023/08/14,上市,,RWSCCE,
14111,054903　正隆麥證32購01,TW23Z0549030,2023/08/14,上市,,RWSCCE,
14112,054904　大同麥證32購01,TW23Z0549048,2023/08/14,上市,,RWSCCE,
14113,054905　大同麥證35購01,TW23Z0549055,2023/08/14,上市,,RWSCCE,
14114,054906　宏達電麥證32購01,TW23Z0549063,2023/08/14,上市,,RWSCCE,
14115,054907　中工麥證33購01,TW23Z0549071,2023/08/14,上市,,RWSCCE,
14116,054908　長榮航麥證33購01,TW23Z0549089,2023/08/14,上市,,RWSCCE,
14117,054909　大立光麥證33購01,TW23Z0549097,2023/08/14,上市,,RWSCCE,
14118,054910　奇鋐麥證33購01,TW23Z0549105,2023/08/14,上市,,RWSCCE,
14119,054911　啟碁麥證32購01,TW23Z0549113,2023/08/14,上市,,RWSCCE,
14120,054912　聯陽台新32購02,TW23Z0549121,2023/08/15,上市,,RWSCCE,
14121,054913　精成科台新32購01,TW23Z0549139,2023/08/15,上市,,RWSCCE,
14122,054914　陽明康和32購01,TW23Z0549147,2023/08/15,上市,,RWSCCA,
14123,054915　滬深2X中信33購01,TW23Z0549154,2023/08/15,上市,,RWBCCE,
14124,054916　華紙中信32購01,TW23Z0549162,2023/08/15,上市,,RWSCCE,
14125,054917　鴻海中信36購02,TW23Z0549170,2023/08/15,上市,,RWSCCE,
14126,054918　長榮中信33購02,TW23Z0549188,2023/08/15,上市,,RWSCCE,
14127,054919　總太中信32購01,TW23Z0549196,2023/08/15,上市,,RWSCCE,
14128,054920　正隆永豐34購01,TW23Z0549204,2023/08/15,上市,,RWSCCA,
14129,054921　技嘉兆豐33購02,TW23Z0549212,2023/08/15,上市,,RWSCCA,
14130,054922　奇鋐兆豐33購03,TW23Z0549220,2023/08/15,上市,,RWSCCA,
14131,054923　元晶兆豐38購01,TW23Z0549238,2023/08/15,上市,,RWSCCA,
14132,054924　中興電群益32購07,TW23Z0549246,2023/08/15,上市,,RWSCCA,
