,有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
6257,046887　飛宏永豐31購01,TW23Z0468876,2023/06/05,上市,,RWSCCA,
6258,046888　晶華永豐31購01,TW23Z0468884,2023/06/05,上市,,RWSCCA,
6259,046889　王品永豐32購01,TW23Z0468892,2023/06/05,上市,,RWSCCA,
6260,04688T　華邦電元大35售01,TW23Z04688T8,2023/11/24,上市,,RWSCPE,
6261,046890　晶技永豐31購01,TW23Z0468900,2023/06/05,上市,,RWSCCA,
6262,046891　瑞鼎永豐31購01,TW23Z0468918,2023/06/05,上市,,RWSCCA,
6263,046892　晶碩永豐31購01,TW23Z0468926,2023/06/05,上市,,RWSCCA,
6264,046893　穎崴永豐32購01,TW23Z0468934,2023/06/05,上市,,RWSCCA,
6265,046894　勤誠永豐32購01,TW23Z0468942,2023/06/05,上市,,RWSCCA,
6266,046895　道瓊反中信33購01,TW23Z0468959,2023/06/05,上市,,RWBCCE,
6267,046896　士電中信33購01,TW23Z0468967,2023/06/05,上市,,RWSCCE,
6268,046898　金像電中信32購01,TW23Z0468983,2023/06/05,上市,,RWSCCE,
6269,046899　緯創中信33購02,TW23Z0468991,2023/06/05,上市,,RWSCCE,
6270,04689T　敬鵬元大35售06,TW23Z04689T6,2023/11/24,上市,,RWSCPE,
6271,046902　中磊中信32購01,TW23Z0469023,2023/06/05,上市,,RWSCCE,
6272,046903　滬深2X國泰32購01,TW23Z0469031,2023/06/05,上市,,RWBCCA,
6273,046904　元債2X國泰32購01,TW23Z0469049,2023/06/05,上市,,RWBCCA,
6274,046905　川湖國泰32購01,TW23Z0469056,2023/06/05,上市,,RWSCCA,
6275,046906　宏達電國泰32購02,TW23Z0469064,2023/06/05,上市,,RWSCCA,
6276,046907　長榮航國泰32購01,TW23Z0469072,2023/06/05,上市,,RWSCCA,
6277,046908　欣興國泰32購02,TW23Z0469080,2023/06/05,上市,,RWSCCA,
6278,046909　立積國泰32購01,TW23Z0469098,2023/06/05,上市,,RWSCCA,
6279,04690T　敬鵬元大35售07,TW23Z04690T4,2023/11/24,上市,,RWSCPE,
6280,046910　邁達特國泰32購01,TW23Z0469106,2023/06/05,上市,,RWSCCA,
6281,046911　迅得國泰32購01,TW23Z0469114,2023/06/05,上市,,RWSCCA,
6282,046912　滬深2X凱基32購01,TW23Z0469122,2023/06/05,上市,,RWBCCA,
6283,046913　滬深2X凱基33購01,TW23Z0469130,2023/06/05,上市,,RWBCCA,
6284,046914　元石油凱基34購01,TW23Z0469148,2023/06/05,上市,,RWBCCA,
6285,046916　永冠凱基31購03,TW23Z0469163,2023/06/05,上市,,RWSCCA,
6286,046918　川湖凱基31購01,TW23Z0469189,2023/06/05,上市,,RWSCCA,
6287,04691T　欣興元大35售13,TW23Z04691T2,2023/11/24,上市,,RWSCPE,
6288,046921　鴻海凱基31購05,TW23Z0469213,2023/06/05,上市,,RWSCCA,
6289,046924　聯發科凱基31購05,TW23Z0469247,2023/06/05,上市,,RWSCCA,
6290,046928　零壹凱基32購01,TW23Z0469288,2023/06/05,上市,,RWSCCA,
6291,046929　華擎凱基31購01,TW23Z0469296,2023/06/05,上市,,RWSCCA,
6292,04692T　勤誠元大36售03,TW23Z04692T0,2023/11/24,上市,,RWSCPE,
6293,046932　嘉澤凱基32購01,TW23Z0469320,2023/06/05,上市,,RWSCCA,
6294,046935　矽力凱基32購01,TW23Z0469353,2023/06/05,上市,,RWSCCA,
6295,046936　晶碩凱基31購01,TW23Z0469361,2023/06/05,上市,,RWSCCA,
6296,046937　愛普凱基31購02,TW23Z0469379,2023/06/05,上市,,RWSCCA,
6297,046938　伊雲谷凱基32購01,TW23Z0469387,2023/06/05,上市,,RWSCCA,
6298,04693T　神基中信35售03,TW23Z04693T8,2023/11/27,上市,,RWSCPE,
6299,046941　勤誠凱基32購01,TW23Z0469411,2023/06/05,上市,,RWSCCA,
6300,046943　香港2X國票31購02,TW23Z0469437,2023/06/05,上市,,RWBCCA,
6301,046944　香港2X國票34購02,TW23Z0469445,2023/06/05,上市,,RWBCCA,
6302,046945　A50正2國票31購01,TW23Z0469452,2023/06/05,上市,,RWBCCA,
6303,046946　臺指反國票31購01,TW23Z0469460,2023/06/05,上市,,RWBCCA,
6304,046947　臺指反國票33購01,TW23Z0469478,2023/06/05,上市,,RWBCCA,
6305,046948　川湖國票31購01,TW23Z0469486,2023/06/05,上市,,RWSCCA,
6306,046949　裕隆國票31購02,TW23Z0469494,2023/06/05,上市,,RWSCCA,
6307,04694T　台灣50永豐35售01,TW23Z04694T6,2023/11/27,上市,,RWBCPE,
6308,046950　三陽國票31購01,TW23Z0469502,2023/06/05,上市,,RWSCCA,
6309,046951　為升國票31購01,TW23Z0469510,2023/06/05,上市,,RWSCCA,
6310,046952　鴻海國票34購01,TW23Z0469528,2023/06/05,上市,,RWSCCA,
6311,046953　廣宇國票31購01,TW23Z0469536,2023/06/05,上市,,RWSCCA,
6312,046954　華邦電國票31購01,TW23Z0469544,2023/06/05,上市,,RWSCCA,
6313,046955　英業達國票32購01,TW23Z0469551,2023/06/05,上市,,RWSCCA,
6314,046956　威盛國票31購01,TW23Z0469569,2023/06/05,上市,,RWSCCA,
6315,046957　王品國票31購01,TW23Z0469577,2023/06/05,上市,,RWSCCA,
6316,046958　晶豪科國票31購03,TW23Z0469585,2023/06/05,上市,,RWSCCA,
6317,046959　緯創國票31購02,TW23Z0469593,2023/06/05,上市,,RWSCCA,
6318,04695T　聯發科永豐35售03,TW23Z04695T3,2023/11/27,上市,,RWSCPE,
6319,046960　台勝科國票31購01,TW23Z0469601,2023/06/05,上市,,RWSCCA,
6320,046961　合勤控國票31購01,TW23Z0469619,2023/06/05,上市,,RWSCCA,
6321,046962　日月光國票31購01,TW23Z0469627,2023/06/05,上市,,RWSCCA,
6322,046963　訊連國票31購01,TW23Z0469635,2023/06/05,上市,,RWSCCA,
6323,046964　聯茂國票31購01,TW23Z0469643,2023/06/05,上市,,RWSCCA,
6324,046965　啟碁國票31購01,TW23Z0469650,2023/06/05,上市,,RWSCCA,
6325,046966　南電國票31購02,TW23Z0469668,2023/06/05,上市,,RWSCCA,
6326,046967　中興電兆豐35購01,TW23Z0469676,2023/06/05,上市,,RWSCCA,
6327,046968　三陽兆豐32購01,TW23Z0469684,2023/06/05,上市,,RWSCCA,
6328,046969　三陽兆豐35購01,TW23Z0469692,2023/06/05,上市,,RWSCCA,
6329,04696T　華碩凱基35售02,TW23Z04696T1,2023/11/27,上市,,RWSCPE,
6330,046970　金像電兆豐36購01,TW23Z0469700,2023/06/05,上市,,RWSCCA,
6331,046971　全新兆豐32購01,TW23Z0469718,2023/06/05,上市,,RWSCCA,
6332,046973　欣興兆豐35購01,TW23Z0469734,2023/06/05,上市,,RWSCCA,
6333,046974　景碩兆豐34購01,TW23Z0469742,2023/06/05,上市,,RWSCCA,
6334,046975　緯創兆豐35購01,TW23Z0469759,2023/06/05,上市,,RWSCCA,
6335,046976　華擎兆豐32購01,TW23Z0469767,2023/06/05,上市,,RWSCCA,
6336,046977　矽力兆豐31購01,TW23Z0469775,2023/06/05,上市,,RWSCCA,
6337,046978　穎崴兆豐34購01,TW23Z0469783,2023/06/05,上市,,RWSCCA,
6338,046979　元黃金元大33購01,TW23Z0469791,2023/06/05,上市,,RWBCCA,
6339,04697T　材料凱基36售08,TW23Z04697T9,2023/11/27,上市,,RWSCPE,
6340,046981　美指2X元大33購01,TW23Z0469817,2023/06/05,上市,,RWBCCA,
6341,046983　川湖元大31購02,TW23Z0469833,2023/06/05,上市,,RWSCCA,
6342,046984　川湖元大32購01,TW23Z0469841,2023/06/05,上市,,RWSCCA,
6343,046986　台達電元大31購04,TW23Z0469866,2023/06/05,上市,,RWSCCA,
6344,046988　華通元大32購01,TW23Z0469882,2023/06/05,上市,,RWSCCA,
6345,04698T　勤誠凱基35售07,TW23Z04698T7,2023/11/27,上市,,RWSCPE,
6346,046992　英業達元大32購01,TW23Z0469924,2023/06/05,上市,,RWSCCA,
6347,046996　台光電元大32購01,TW23Z0469965,2023/06/05,上市,,RWSCCA,
6348,046997　建準元大31購03,TW23Z0469973,2023/06/05,上市,,RWSCCA,
6349,046999　聯發科元大31購09,TW23Z0469999,2023/06/05,上市,,RWSCCA,
6350,04699T　臺股指凱基35售65,TW23Z04699T5,2023/11/27,上市,,RWICPE,
6351,047000　聯發科元大32購03,TW23Z0470005,2023/06/05,上市,,RWSCCA,
6352,047003　華航元大31購02,TW23Z0470039,2023/06/05,上市,,RWSCCA,
6353,047005　長榮航元大31購06,TW23Z0470054,2023/06/05,上市,,RWSCCA,
6354,047006　長榮航元大32購02,TW23Z0470062,2023/06/05,上市,,RWSCCA,
6355,047008　王品元大32購01,TW23Z0470088,2023/06/05,上市,,RWSCCA,
6356,047009　奇鋐元大31購06,TW23Z0470096,2023/06/05,上市,,RWSCCA,
6357,04700T　材料康和37售02,TW23Z04700T1,2023/11/27,上市,,RWSCPE,
6358,047010　欣興元大31購06,TW23Z0470104,2023/06/05,上市,,RWSCCA,
6359,047011　創意元大31購07,TW23Z0470112,2023/06/05,上市,,RWSCCA,
6360,047012　嘉澤元大31購01,TW23Z0470120,2023/06/05,上市,,RWSCCA,
6361,047018　愛普元大31購01,TW23Z0470187,2023/06/05,上市,,RWSCCA,
6362,04701T　T50正2元富35售02,TW23Z04701T9,2023/11/27,上市,,RWBCPE,
6363,047020　南電元大31購06,TW23Z0470203,2023/06/05,上市,,RWSCCA,
6364,047023　元債2X統一36購01,TW23Z0470237,2023/06/05,上市,,RWBCCA,
6365,047024　川湖統一31購01,TW23Z0470245,2023/06/05,上市,,RWSCCA,
6366,047025　川湖統一32購01,TW23Z0470252,2023/06/05,上市,,RWSCCA,
6367,047027　致茂統一36購01,TW23Z0470278,2023/06/05,上市,,RWSCCA,
6368,047028　金像電統一33購02,TW23Z0470286,2023/06/05,上市,,RWSCCA,
6369,047029　金像電統一34購01,TW23Z0470294,2023/06/05,上市,,RWSCCA,
6370,04702T　美時元富35售04,TW23Z04702T7,2023/11/27,上市,,RWSCPE,
6371,047030　金像電統一35購01,TW23Z0470302,2023/06/05,上市,,RWSCCA,
6372,047031　金像電統一35購02,TW23Z0470310,2023/06/05,上市,,RWSCCA,
6373,047032　台光電統一32購05,TW23Z0470328,2023/06/05,上市,,RWSCCA,
6374,047033　友達統一36購01,TW23Z0470336,2023/06/05,上市,,RWSCCA,
6375,047035　聯發科統一32購07,TW23Z0470351,2023/06/05,上市,,RWSCCA,
6376,047037　緯創統一32購04,TW23Z0470377,2023/06/05,上市,,RWSCCA,
6377,047038　群創統一36購01,TW23Z0470385,2023/06/05,上市,,RWSCCA,
6378,047039　台勝科統一31購03,TW23Z0470393,2023/06/05,上市,,RWSCCA,
6379,04703T　神基元富35售01,TW23Z04703T5,2023/11/27,上市,,RWSCPE,
6380,047040　台勝科統一35購01,TW23Z0470401,2023/06/05,上市,,RWSCCA,
6381,047041　力智統一34購01,TW23Z0470419,2023/06/05,上市,,RWSCCA,
6382,047042　勤誠統一34購05,TW23Z0470427,2023/06/05,上市,,RWSCCA,
6383,047043　勤誠統一35購01,TW23Z0470435,2023/06/05,上市,,RWSCCA,
6384,047044　勤誠統一36購02,TW23Z0470443,2023/06/05,上市,,RWSCCA,
6385,047045　臺指反群益34購01,TW23Z0470450,2023/06/05,上市,,RWBCCA,
6386,047047　英業達群益32購01,TW23Z0470476,2023/06/05,上市,,RWSCCA,
6387,047048　技嘉群益31購03,TW23Z0470484,2023/06/05,上市,,RWSCCA,
6388,047049　華航群益32購01,TW23Z0470492,2023/06/05,上市,,RWSCCA,
6389,04704T　大立光元富35售05,TW23Z04704T3,2023/11/27,上市,,RWSCPE,
6390,047053　立積群益32購01,TW23Z0470534,2023/06/05,上市,,RWSCCA,
6391,047055　康舒群益31購01,TW23Z0470559,2023/06/05,上市,,RWSCCA,
6392,047057　愛普群益32購02,TW23Z0470575,2023/06/05,上市,,RWSCCA,
6393,04705T　T50正2元大39售03,TW23Z04705T0,2023/11/27,上市,,RWBCPE,
6394,047063　飛宏富邦36購01,TW23Z0470633,2023/06/05,上市,,RWSCCA,
6395,047068　台積電元富36購01,TW23Z0470682,2023/06/05,上市,,RWSCCA,
6396,047069　友訊元富33購01,TW23Z0470690,2023/06/05,上市,,RWSCCA,
6397,04706T　FBNQ2X元大36售01,TW23Z04706T8,2023/11/27,上市,,RWBCPE,
6398,047070　建準元富31購02,TW23Z0470708,2023/06/05,上市,,RWSCCA,
6399,047071　聯發科元富34購03,TW23Z0470716,2023/06/05,上市,,RWSCCA,
6400,047072　聯發科元富34購04,TW23Z0470724,2023/06/05,上市,,RWSCCA,
6401,047074　緯創元富36購01,TW23Z0470740,2023/06/05,上市,,RWSCCA,
6402,047076　穎崴元富33購02,TW23Z0470765,2023/06/05,上市,,RWSCCA,
6403,047077　力智元富33購01,TW23Z0470773,2023/06/05,上市,,RWSCCA,
6404,04707T　聯詠元大35售05,TW23Z04707T6,2023/11/27,上市,,RWSCPE,
6405,047085　乙盛麥證31購01,TW23Z0470856,2023/06/05,上市,,RWSCCE,
6406,047086　鴻海中信34購01,TW23Z0470864,2023/06/06,上市,,RWSCCE,
6407,047089　長榮航中信31購01,TW23Z0470898,2023/06/06,上市,,RWSCCE,
6408,04708T　台灣50群益35售13,TW23Z04708T4,2023/11/27,上市,,RWBCPE,
6409,047091　愛普中信33購01,TW23Z0470914,2023/06/06,上市,,RWSCCE,
6410,047093　長榮康和31購01,TW23Z0470930,2023/06/06,上市,,RWSCCA,
6411,047095　裕隆永豐32購01,TW23Z0470955,2023/06/06,上市,,RWSCCA,
6412,047096　華航永豐31購01,TW23Z0470963,2023/06/06,上市,,RWSCCA,
6413,047098　亞光永豐31購01,TW23Z0470989,2023/06/06,上市,,RWSCCA,
6414,047099　康普永豐32購01,TW23Z0470997,2023/06/06,上市,,RWSCCA,
6415,04709T　T50正2群益35售06,TW23Z04709T2,2023/11/27,上市,,RWBCPE,
6416,047100　亞德客國票31購01,TW23Z0471003,2023/06/06,上市,,RWSCCA,
6417,047101　國巨國票31購02,TW23Z0471011,2023/06/06,上市,,RWSCCA,
6418,047102　威盛國票31購02,TW23Z0471029,2023/06/06,上市,,RWSCCA,
6419,047103　聯發科國票31購03,TW23Z0471037,2023/06/06,上市,,RWSCCA,
6420,047105　華航國票31購02,TW23Z0471052,2023/06/06,上市,,RWSCCA,
6421,047108　碩天國票31購02,TW23Z0471086,2023/06/06,上市,,RWSCCA,
6422,047109　TPK國票31購01,TW23Z0471094,2023/06/06,上市,,RWSCCA,
6423,04710T　聯發科第一35售02,TW23Z04710T0,2023/11/28,上市,,RWSCPE,
6424,047110　樺漢國票31購02,TW23Z0471102,2023/06/06,上市,,RWSCCA,
6425,047111　勤誠國票31購01,TW23Z0471110,2023/06/06,上市,,RWSCCA,
6426,047113　晶睿國泰32購01,TW23Z0471136,2023/06/06,上市,,RWSCCA,
6427,047114　元金反凱基36購01,TW23Z0471144,2023/06/06,上市,,RWBCCA,
6428,047115　中興電凱基32購01,TW23Z0471151,2023/06/06,上市,,RWSCCA,
6429,047116　永冠凱基32購02,TW23Z0471169,2023/06/06,上市,,RWSCCA,
6430,047117　美時凱基32購01,TW23Z0471177,2023/06/06,上市,,RWSCCA,
6431,047118　川湖凱基32購01,TW23Z0471185,2023/06/06,上市,,RWSCCA,
6432,04711T　高力國票35售03,TW23Z04711T8,2023/11/28,上市,,RWSCPE,
6433,047120　光寶科凱基32購01,TW23Z0471201,2023/06/06,上市,,RWSCCA,
6434,047121　聯電凱基31購05,TW23Z0471219,2023/06/06,上市,,RWSCCA,
6435,047124　英業達凱基32購01,TW23Z0471243,2023/06/06,上市,,RWSCCA,
6436,047125　技嘉凱基32購01,TW23Z0471250,2023/06/06,上市,,RWSCCA,
6437,047129　長榮航凱基31購06,TW23Z0471292,2023/06/06,上市,,RWSCCA,
6438,04712T　台灣50凱基35售15,TW23Z04712T6,2023/11/28,上市,,RWBCPE,
6439,047130　長榮航凱基32購02,TW23Z0471300,2023/06/06,上市,,RWSCCA,
6440,047131　晶華凱基35購01,TW23Z0471318,2023/06/06,上市,,RWSCCA,
6441,047133　大立光凱基32購02,TW23Z0471334,2023/06/06,上市,,RWSCCA,
6442,047134　緯創凱基31購11,TW23Z0471342,2023/06/06,上市,,RWSCCA,
6443,047137　虹堡凱基31購03,TW23Z0471375,2023/06/06,上市,,RWSCCA,
6444,047139　矽力凱基32購02,TW23Z0471391,2023/06/06,上市,,RWSCCA,
6445,04713T　T50正2凱基35售03,TW23Z04713T4,2023/11/28,上市,,RWBCPE,
6446,047142　東元群益32購01,TW23Z0471425,2023/06/06,上市,,RWSCCA,
6447,047144　寶齡群益31購01,TW23Z0471441,2023/06/06,上市,,RWSCCA,
6448,047145　美時群益31購04,TW23Z0471458,2023/06/06,上市,,RWSCCA,
6449,047148　精英群益32購01,TW23Z0471482,2023/06/06,上市,,RWSCCA,
6450,04714T　長榮航凱基35售09,TW23Z04714T2,2023/11/28,上市,,RWSCPE,
6451,047152　聯發科群益31購04,TW23Z0471524,2023/06/06,上市,,RWSCCA,
6452,047153　聯發科群益34購01,TW23Z0471532,2023/06/06,上市,,RWSCCA,
6453,047155　華新科群益32購01,TW23Z0471557,2023/06/06,上市,,RWSCCA,
6454,047156　華航群益31購02,TW23Z0471565,2023/06/06,上市,,RWSCCA,
6455,047158　長榮航群益31購04,TW23Z0471581,2023/06/06,上市,,RWSCCA,
6456,047159　長榮航群益32購01,TW23Z0471599,2023/06/06,上市,,RWSCCA,
6457,04715T　欣興凱基35售13,TW23Z04715T9,2023/11/28,上市,,RWSCPE,
6458,047164　奇鋐群益32購01,TW23Z0471649,2023/06/06,上市,,RWSCCA,
6459,047168　欣興群益32購01,TW23Z0471680,2023/06/06,上市,,RWSCCA,
6460,04716T　緯創凱基35售23,TW23Z04716T7,2023/11/28,上市,,RWSCPE,
6461,047170　健策群益32購01,TW23Z0471706,2023/06/06,上市,,RWSCCA,
6462,047171　TPK群益32購01,TW23Z0471714,2023/06/06,上市,,RWSCCA,
6463,047172　上品群益32購01,TW23Z0471722,2023/06/06,上市,,RWSCCA,
6464,047174　緯穎群益32購01,TW23Z0471748,2023/06/06,上市,,RWSCCA,
6465,047176　勤誠群益31購01,TW23Z0471763,2023/06/06,上市,,RWSCCA,
6466,047177　勤誠群益32購01,TW23Z0471771,2023/06/06,上市,,RWSCCA,
6467,047178　鈺齊群益32購01,TW23Z0471789,2023/06/06,上市,,RWSCCA,
6468,04717T　緯創凱基36售07,TW23Z04717T5,2023/11/28,上市,,RWSCPE,
6469,047180　元日2X元大33購02,TW23Z0471805,2023/06/06,上市,,RWBCCA,
6470,047181　亞力元大31購03,TW23Z0471813,2023/06/06,上市,,RWSCCA,
6471,047182　美時元大31購02,TW23Z0471821,2023/06/06,上市,,RWSCCA,
6472,047184　川湖元大31購03,TW23Z0471847,2023/06/06,上市,,RWSCCA,
6473,047185　川湖元大32購02,TW23Z0471854,2023/06/06,上市,,RWSCCA,
6474,047186　裕隆元大31購01,TW23Z0471862,2023/06/06,上市,,RWSCCA,
6475,047187　台達電元大31購05,TW23Z0471870,2023/06/06,上市,,RWSCCA,
6476,04718T　臺股指凱基35售66,TW23Z04718T3,2023/11/28,上市,,RWICPE,
6477,047193　致茂元大32購01,TW23Z0471938,2023/06/06,上市,,RWSCCA,
6478,047194　技嘉元大31購06,TW23Z0471946,2023/06/06,上市,,RWSCCA,
6479,047198　台光電元大32購02,TW23Z0471987,2023/06/06,上市,,RWSCCA,
6480,04719T　臺股指凱基35售67,TW23Z04719T1,2023/11/28,上市,,RWICPE,
6481,047200　聯發科元大31購10,TW23Z0472001,2023/06/06,上市,,RWSCCA,
6482,047201　聯發科元大32購04,TW23Z0472019,2023/06/06,上市,,RWSCCA,
6483,047204　長榮航元大31購07,TW23Z0472043,2023/06/06,上市,,RWSCCA,
6484,047205　長榮航元大32購03,TW23Z0472050,2023/06/06,上市,,RWSCCA,
6485,047206　漢翔元大31購05,TW23Z0472068,2023/06/06,上市,,RWSCCA,
6486,047208　奇鋐元大31購07,TW23Z0472084,2023/06/06,上市,,RWSCCA,
6487,04720T　國泰金元富35售01,TW23Z04720T9,2023/11/28,上市,,RWSCPE,
6488,047211　緯創元大31購15,TW23Z0472118,2023/06/06,上市,,RWSCCA,
6489,047217　愛普元大31購02,TW23Z0472175,2023/06/06,上市,,RWSCCA,
6490,04721T　聚陽台新35售01,TW23Z04721T7,2023/11/28,上市,,RWSCPE,
6491,047223　臺股指元大31購56,TW23Z0472233,2023/06/06,上市,,RWICCE,
6492,047224　臺股指元大31購57,TW23Z0472241,2023/06/06,上市,,RWICCE,
6493,047225　臺股指元大31購58,TW23Z0472258,2023/06/06,上市,,RWICCE,
6494,047226　臺股指元大31購59,TW23Z0472266,2023/06/06,上市,,RWICCE,
6495,04722T　T50正2元大37售01,TW23Z04722T5,2023/11/28,上市,,RWBCPE,
6496,047235　美時兆豐33購02,TW23Z0472357,2023/06/06,上市,,RWSCCA,
6497,047236　長榮航兆豐33購01,TW23Z0472365,2023/06/06,上市,,RWSCCA,
6498,047237　長榮航兆豐34購01,TW23Z0472373,2023/06/06,上市,,RWSCCA,
6499,047238　神基兆豐35購01,TW23Z0472381,2023/06/06,上市,,RWSCCA,
6500,047239　晶豪科兆豐35購01,TW23Z0472399,2023/06/06,上市,,RWSCCA,
6501,04723T　T50正2元大37售02,TW23Z04723T3,2023/11/28,上市,,RWBCPE,
6502,047240　智原兆豐34購01,TW23Z0472407,2023/06/06,上市,,RWSCCA,
6503,047241　洋基兆豐32購01,TW23Z0472415,2023/06/06,上市,,RWSCCA,
6504,047242　力智兆豐31購01,TW23Z0472423,2023/06/06,上市,,RWSCCA,
6505,047243　南電兆豐35購01,TW23Z0472431,2023/06/06,上市,,RWSCCA,
6506,047244　巨大兆豐32購01,TW23Z0472449,2023/06/06,上市,,RWSCCA,
6507,047245　世紀鋼兆豐35購01,TW23Z0472456,2023/06/06,上市,,RWSCCA,
6508,047246　元債2X統一34購01,TW23Z0472464,2023/06/06,上市,,RWBCCA,
6509,047247　SGBR2X統一32購03,TW23Z0472472,2023/06/06,上市,,RWBCCA,
6510,047248　SGBR2X統一32購04,TW23Z0472480,2023/06/06,上市,,RWBCCA,
6511,047249　SGBR2X統一35購02,TW23Z0472498,2023/06/06,上市,,RWBCCA,
6512,04724T　智邦永豐36售02,TW23Z04724T1,2023/11/28,上市,,RWSCPE,
6513,047250　華新統一32購04,TW23Z0472506,2023/06/06,上市,,RWSCCA,
6514,047251　美時統一36購01,TW23Z0472514,2023/06/06,上市,,RWSCCA,
6515,047252　新光鋼統一35購01,TW23Z0472522,2023/06/06,上市,,RWSCCA,
6516,047253　川湖統一35購01,TW23Z0472530,2023/06/06,上市,,RWSCCA,
6517,047254　鴻海統一36購01,TW23Z0472548,2023/06/06,上市,,RWSCCA,
6518,047255　鴻海統一36購02,TW23Z0472555,2023/06/06,上市,,RWSCCA,
6519,047256　鴻海統一3C購01,TW23Z0472563,2023/06/06,上市,,RWSCCA,
6520,047258　廣宇統一35購01,TW23Z0472589,2023/06/06,上市,,RWSCCA,
6521,04725T　全新永豐35售01,TW23Z04725T8,2023/11/28,上市,,RWSCPE,
6522,047262　精英統一35購01,TW23Z0472621,2023/06/06,上市,,RWSCCA,
6523,047263　金像電統一35購03,TW23Z0472639,2023/06/06,上市,,RWSCCA,
6524,047264　漢唐統一31購02,TW23Z0472647,2023/06/06,上市,,RWSCCA,
6525,047265　新光金統一33購01,TW23Z0472654,2023/06/06,上市,,RWSCCA,
6526,047266　晶豪科統一36購01,TW23Z0472662,2023/06/06,上市,,RWSCCA,
6527,047267　聯詠統一32購01,TW23Z0472670,2023/06/06,上市,,RWSCCA,
6528,047268　智原統一34購03,TW23Z0472688,2023/06/06,上市,,RWSCCA,
6529,047269　欣興統一34購02,TW23Z0472696,2023/06/06,上市,,RWSCCA,
6530,04726T　創意永豐35售03,TW23Z04726T6,2023/11/28,上市,,RWSCPE,
6531,047270　晶技統一34購01,TW23Z0472704,2023/06/06,上市,,RWSCCA,
