date,FuturesID,ContractDate,Open,Max,Min,Close,Change,ChangePer,Volume,SettlementPrice,OpenInterest,TradingSession
2023-12-04,TF,202402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1703.8,1,Position
2023-12-04,TF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704.2,0,Position
2023-12-04,TF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698.2,0,Position
2023-12-04,TF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1682.0,0,Position
2023-12-04,TE,202312,865.25,865.4,856.8,858.05,-4.05,-0.47,802.0,858.1,1344,Position
2023-12-04,TE,202312,862.1,866.5,859.25,866.0,3.9,0.45,194.0,0.0,0,AfterMarket
2023-12-04,TE,202401,863.5,863.5,858.1,858.1,-3.85,-0.45,6.0,858.1,34,Position
2023-12-04,TE,202401,863.0,863.5,860.0,863.5,1.55,0.18,4.0,0.0,0,AfterMarket
2023-12-04,TE,202402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.3,0,Position
2023-12-04,TE,202402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
2023-12-04,TE,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.2,0,Position
2023-12-04,TE,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
2023-12-04,TE,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.2,0,Position
2023-12-04,TE,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
2023-12-04,TE,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.05,0,Position
2023-12-04,TE,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
2023-12-04,SPF,202312,4596.0,4596.0,4595.5,4596.0,21.5,0.47,4.0,4596.0,102,Position
2023-12-04,SPF,202312,4582.25,4602.25,4565.25,4602.25,27.75,0.61,88.0,0.0,0,AfterMarket
2023-12-04,SPF,202403,4642.5,4643.5,4642.5,4643.5,21.25,0.46,9.0,4643.5,88,Position
2023-12-04,SPF,202403,4635.0,4635.0,4635.0,4635.0,12.75,0.28,1.0,0.0,0,AfterMarket
2023-12-04,SPF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4691.25,0,Position
2023-12-04,SPF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
2023-12-04,SPF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4725.0,0,Position
2023-12-04,SPF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
2023-12-04,SPF,202412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4750.0,0,Position
2023-12-04,SPF,202412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
2023-12-04,SOF,202312,4854.0,4860.0,4842.0,4850.0,-6.0,-0.12,25.0,4850.0,234,Position
2023-12-04,SOF,202312,4860.0,4881.0,4843.0,4880.0,24.0,0.49,9.0,0.0,0,AfterMarket
2023-12-04,SOF,202401,4860.0,4860.0,4826.0,4835.0,-5.0,-0.1,10.0,4835.0,244,Position
2023-12-04,SOF,202401,4839.0,4864.0,4839.0,4864.0,24.0,0.5,6.0,0.0,0,AfterMarket
2023-12-04,SOF,202402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4816.0,0,Position
2023-12-04,SOF,202402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
2023-12-04,SOF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4814.0,0,Position
2023-12-04,SOF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
2023-12-04,SOF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4782.0,0,Position
2023-12-04,SOF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
2023-12-04,SOF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4679.0,0,Position
2023-12-04,SOF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
2023-12-04,SHF,202312,143.3,146.6,143.3,146.05,5.05,3.58,90.0,146.05,37,Position
2023-12-04,SHF,202401,143.45,146.65,143.45,146.1,5.1,3.62,14.0,146.1,21,Position
2023-12-04,SHF,202402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.15,0,Position
2023-12-04,SHF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.25,0,Position
2023-12-04,SHF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0,Position
2023-12-04,SHF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.1,0,Position
2023-12-04,SCF,202312,357.5,358.5,355.5,358.0,-0.5,-0.14,35.0,355.5,369,Position
2023-12-04,SCF,202401,356.0,359.5,356.0,358.0,-0.5,-0.14,14.0,356.0,56,Position
2023-12-04,SCF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.5,0,Position
2023-12-04,SCF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,0,Position
2023-12-04,SCF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,0,Position
2023-12-04,SBF,202312,22.55,22.85,22.5,22.8,0.3,1.33,35.0,22.8,41,Position
2023-12-04,SBF,202401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,0,Position
2023-12-04,SBF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0,Position
2023-12-04,SBF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0,Position
2023-12-04,SBF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0,Position
2023-12-04,SAF,202312,270.0,281.0,268.0,277.0,8.5,3.17,183.0,277.0,373,Position
2023-12-04,SAF,202401,276.0,281.0,276.0,281.0,12.5,4.66,3.0,277.5,12,Position
2023-12-04,SAF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.5,0,Position
2023-12-04,SAF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.5,0,Position
2023-12-04,SAF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.5,0,Position
2023-12-04,RZF,202312,29.2,29.32,29.16,29.25,0.4,1.39,338.0,29.25,2306,Position
2023-12-04,RZF,202401,29.27,29.33,29.19,29.3,0.42,1.45,149.0,29.3,978,Position
2023-12-04,RZF,202403,29.27,29.49,29.23,29.49,0.42,1.44,16.0,29.49,486,Position
2023-12-04,RZF,202406,29.37,29.6,29.37,29.6,0.4,1.37,5.0,29.6,627,Position
2023-12-04,RZF,202409,29.77,29.78,29.7,29.78,0.49,1.67,220.0,29.78,2053,Position
2023-12-04,RYF,202312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.69,44,Position
2023-12-04,RYF,202401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,26,Position
2023-12-04,RYF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.72,4,Position
2023-12-04,RYF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.72,25,Position
2023-12-04,RYF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.83,0,Position
2023-12-04,RXF,202312,11.7,11.76,11.7,11.76,0.06,0.51,5.0,11.91,110,Position
