date,FuturesID,ContractDate,Open,Max,Min,Close,Change,ChangePer,Volume,SettlementPrice,OpenInterest,TradingSession
2023-12-05,ZFF,202312,1692.6,1698.2,1684.0,1693.8,-7.4,-0.43,505.0,1694.2,652,Position
2023-12-05,ZFF,202401,1700.6,1700.6,1692.8,1695.8,-6.0,-0.35,6.0,1696.0,26,Position
2023-12-05,ZFF,202402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1696.8,0,Position
2023-12-05,ZFF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697.2,0,Position
2023-12-05,ZFF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1691.2,0,Position
2023-12-05,ZFF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675.0,0,Position
2023-12-05,ZEF,202312,852.0,854.05,847.8,851.85,-6.25,-0.73,2466.0,851.9,1881,Position
2023-12-05,ZEF,202312,856.1,858.05,850.0,852.65,-5.45,-0.64,1322.0,0.0,0,AfterMarket
2023-12-05,ZEF,202401,851.9,853.9,848.4,852.0,-6.1,-0.71,48.0,852.0,219,Position
2023-12-05,ZEF,202401,856.3,857.2,850.1,851.9,-6.2,-0.72,63.0,0.0,0,AfterMarket
2023-12-05,ZEF,202402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.1,1,Position
2023-12-05,ZEF,202402,854.0,854.0,854.0,854.0,-4.3,-0.5,1.0,0.0,0,AfterMarket
2023-12-05,ZEF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,1,Position
2023-12-05,ZEF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
2023-12-05,ZEF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,2,Position
2023-12-05,ZEF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
2023-12-05,ZEF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836.85,0,Position
2023-12-05,ZEF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
