StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
04037P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04038P,30000,4,11150,0.39,0.39,0.36,0.36,-0.04,2023-01-06
04039P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04040P,2000,2,1300,0.65,0.65,0.65,0.65,-0.01,2023-01-06
04041P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04042P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04043P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04044P,85000,12,90990,1.07,1.08,1.06,1.08,-0.01,2023-01-06
04045P,200000,1,214000,1.07,1.07,1.07,1.07,-0.09,2023-01-06
04046P,1000,1,1030,1.03,1.03,1.03,1.03,0.01,2023-01-06
04047P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04048P,60000,2,12600,0.22,0.22,0.19,0.19,0.0,2023-01-06
04049P,359000,9,228210,0.74,0.74,0.51,0.54,-0.19,2023-01-06
04050P,130000,4,406220,3.19,3.19,3.1,3.1,-0.23,2023-01-06
04051P,5000,1,14800,2.96,2.96,2.96,2.96,-0.21,2023-01-06
04053P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04054P,511000,59,470180,0.9,0.96,0.87,0.94,0.02,2023-01-06
04055P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04056P,271000,5,114520,0.43,0.43,0.42,0.42,-0.02,2023-01-06
04057P,60000,2,44000,0.74,0.74,0.7,0.7,-0.06,2023-01-06
04058P,50000,1,26000,0.52,0.52,0.52,0.52,-0.06,2023-01-06
04059P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04060P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04061P,9000,1,23940,2.66,2.66,2.66,2.66,0.0,2023-01-06
04062P,1000,1,630,0.63,0.63,0.63,0.63,0.0,2023-01-06
04063P,294000,28,576090,2.13,2.15,1.82,2.03,-0.15,2023-01-06
04064P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04065P,46000,2,34760,0.77,0.77,0.75,0.75,-0.03,2023-01-06
04066P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04067P,53000,3,22810,0.44,0.44,0.43,0.43,0.02,2023-01-06
04068P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04069P,442000,8,344400,0.78,0.79,0.77,0.79,-0.01,2023-01-06
04070P,30000,2,38200,1.28,1.28,1.26,1.26,-0.07,2023-01-06
04071P,158000,13,318390,2.01,2.17,1.98,1.98,-0.24,2023-01-06
04072P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04073P,332000,11,245440,0.89,0.89,0.67,0.67,-0.29,2023-01-06
04074P,150000,8,54000,0.36,0.37,0.34,0.34,-0.01,2023-01-06
04075P,74000,1,54760,0.74,0.74,0.74,0.74,0.01,2023-01-06
04076P,78000,3,44430,0.56,0.57,0.56,0.57,0.03,2023-01-06
04077P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04078P,74000,1,100640,1.36,1.36,1.36,1.36,0.08,2023-01-06
04079P,21000,3,22710,1.09,1.09,1.08,1.08,0.03,2023-01-06
04080P,102000,2,15260,0.15,0.15,0.13,0.13,0.0,2023-01-06
04081P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04082P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04083P,106000,2,44520,0.41,0.43,0.41,0.43,0.0,2023-01-06
04084P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04085P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04086P,153000,3,140290,0.89,0.93,0.89,0.93,0.08,2023-01-06
04087P,233000,11,557980,2.21,2.49,2.21,2.49,0.23,2023-01-06
04088P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04089P,95000,3,200800,2.19,2.29,2.08,2.08,0.0,2023-01-06
04090P,50000,1,25000,0.5,0.5,0.5,0.5,0.0,2023-01-06
04091P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04092P,153000,5,189540,1.28,1.28,1.2,1.21,-0.03,2023-01-06
04093P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04094P,99000,4,82030,0.85,0.85,0.8,0.8,-0.12,2023-01-06
04095P,823000,18,1039670,1.22,1.32,1.22,1.32,0.15,2023-01-06
04096P,44000,1,25080,0.57,0.57,0.57,0.57,0.0,2023-01-06
04097P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04098P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04099P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04100P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04101P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04102P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04103P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04104P,144000,4,208800,1.45,1.45,1.45,1.45,-0.01,2023-01-06
04105P,437000,12,626070,1.41,1.53,1.39,1.4,0.0,2023-01-06
04106P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04107P,21000,3,9880,0.47,0.48,0.47,0.48,-0.01,2023-01-06
04108P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04109P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04110P,107000,5,111710,0.99,1.05,0.99,1.03,-0.02,2023-01-06
04111P,470000,10,601290,1.24,1.38,1.24,1.28,0.02,2023-01-06
04112P,190000,3,121650,0.64,0.65,0.64,0.64,0.01,2023-01-06
04113P,67000,8,285810,4.46,4.46,4.09,4.09,-0.62,2023-01-06
04114P,30000,1,12000,0.4,0.4,0.4,0.4,0.02,2023-01-06
04115P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
041162,196000,3,19600,0.1,0.1,0.1,0.1,0.0,2023-01-06
04116P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04117P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04118P,154000,6,390760,2.57,2.57,2.44,2.44,-0.18,2023-01-06
04119P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04120P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04121P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04122P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04123P,179000,2,124500,0.7,0.7,0.66,0.66,-0.03,2023-01-06
04124P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
